開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
1970/12/27,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/27,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/27,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/27,3歳100万下,1600,1:２歳,160.0,芝,100万,9.1勝,2.芝 マイル
1970/12/27,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1970/12/27,4歳以上300万下,2000,3:３歳以上,300.0,芝,300万,9.1勝,3.芝 中以遠
1970/12/27,新馬優勝(新馬200万円以下),1600,1:２歳,300.0,芝,200万,9.1勝,2.芝 マイル
1970/12/27,牝馬東京タイムズ杯(OP),1600,3:３歳以上,850.0,芝,OP,6.OP,2.芝 マイル
1970/12/27,4歳以上700万下,1800,3:３歳以上,380.0,芝,700万,7.3勝,2.芝 マイル
1970/12/27,中山大障害(OP),4200,3:３歳以上,1500.0,障,OP,6.OP,7.障害
1970/12/27,4歳以上100万下,1600,3:３歳以上,180.0,芝,100万,9.1勝,2.芝 マイル
1970/12/27,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/27,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/27,4歳以上100万下,1900,3:３歳以上,180.0,芝,100万,9.1勝,3.芝 中以遠
1970/12/27,4歳以上未勝利,2600,3:３歳以上,200.0,障,未勝利,o.未勝利,7.障害
1970/12/27,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1970/12/27,4歳以上300万下,1600,3:３歳以上,300.0,芝,300万,9.1勝,2.芝 マイル
1970/12/27,シクラメン賞(200万下),1600,1:２歳,375.0,芝,200万,9.1勝,2.芝 マイル
1970/12/27,4歳以上200万下,1900,3:３歳以上,260.0,芝,200万,9.1勝,3.芝 中以遠
1970/12/27,阪神大賞典(OP),3100,3:３歳以上,1200.0,芝,OP,6.OP,3.芝 中以遠
1970/12/27,御影特別(700万下),1900,3:３歳以上,550.0,芝,700万,7.3勝,3.芝 中以遠
1970/12/27,4歳以上600万下,1900,3:３歳以上,370.0,芝,600万,8.2勝,3.芝 中以遠
1970/12/26,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/26,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/26,4歳以上未勝利,2800,3:３歳以上,200.0,障,未勝利,o.未勝利,7.障害
1970/12/26,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1970/12/26,4歳以上勝入,1800,3:３歳以上,120.0,ダ,NoClass,z.NoClass,5.砂 マイル
1970/12/26,3歳,1600,1:２歳,260.0,芝,NoClass,z.NoClass,2.芝 マイル
1970/12/26,さざんか賞(300万下),1600,1:２歳,340.0,芝,300万,9.1勝,2.芝 マイル
1970/12/26,短距離特別(400万下),1200,3:３歳以上,500.0,芝,400万,8.2勝,1.芝 短距離
1970/12/26,4歳以上200万下,1800,3:３歳以上,260.0,芝,200万,9.1勝,2.芝 マイル
1970/12/26,ウインターハンデキャ(800万下),2200,3:３歳以上,560.0,芝,800万,7.3勝,3.芝 中以遠
1970/12/26,4歳以上600万下,1600,3:３歳以上,370.0,芝,600万,8.2勝,2.芝 マイル
1970/12/26,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/26,3歳未勝利,1400,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/26,3歳100万下,1600,1:２歳,160.0,芝,100万,9.1勝,2.芝 マイル
1970/12/26,4歳以上100万下,1900,3:３歳以上,180.0,芝,100万,9.1勝,3.芝 中以遠
1970/12/26,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1970/12/26,3歳,1400,1:２歳,260.0,芝,NoClass,z.NoClass,1.芝 短距離
1970/12/26,障害S(OP),3000,3:３歳以上,600.0,障,OP,6.OP,7.障害
1970/12/26,4歳以上400万下,1600,3:３歳以上,340.0,芝,400万,8.2勝,2.芝 マイル
1970/12/26,六甲S(800万下),2000,3:３歳以上,560.0,芝,800万,7.3勝,3.芝 中以遠
1970/12/26,由良特別(500万下),1900,3:３歳以上,520.0,芝,500万,8.2勝,3.芝 中以遠
1970/12/26,4歳以上300万下,1600,3:３歳以上,300.0,芝,300万,9.1勝,2.芝 マイル
1970/12/20,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/20,3歳未勝利,1200,1:２歳,100.0,芝,未勝利,o.未勝利,1.芝 短距離
1970/12/20,3歳200万下,1200,1:２歳,200.0,芝,200万,9.1勝,1.芝 短距離
1970/12/20,3歳新馬,1200,1:２歳,180.0,芝,新馬,o.未勝利,1.芝 短距離
1970/12/20,4歳以上100万下,1800,3:３歳以上,180.0,芝,100万,9.1勝,2.芝 マイル
1970/12/20,万両賞(100万下),1600,1:２歳,260.0,芝,100万,9.1勝,2.芝 マイル
1970/12/20,日本最長距離ステーク(1000万下),4000,3:３歳以上,600.0,芝,1000万,7.3勝,3.芝 中以遠
1970/12/20,4歳以上500万下,1200,3:３歳以上,360.0,芝,500万,8.2勝,1.芝 短距離
1970/12/20,有馬記念(OP),2500,3:３歳以上,2000.0,芝,OP,6.OP,3.芝 中以遠
1970/12/20,4歳以上300万下,1600,3:３歳以上,300.0,芝,300万,9.1勝,2.芝 マイル
1970/12/20,3歳未勝利,1100,1:２歳,100.0,ダ,未勝利,o.未勝利,4.砂 短距離
