開催日,レース名,距離,地肌,クラス,通時,適性
1993/12/19,師走S(1500万下),1600,芝,1500万,7.3勝,2.芝 マイル
1993/12/19,スプリンターズS(G1),1200,芝,G1,1.G1,1.芝 短距離
1993/12/19,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/19,3歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/19,3歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/19,3歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
1993/12/19,4歳以上500万下,2300,ダ,500万,9.1勝,6.砂 中以遠
1993/12/19,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/19,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/12/19,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/19,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/12/19,中京3歳S(OP),1800,芝,OP,6.OP,2.芝 マイル
1993/12/19,尾張特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
1993/12/19,天竜川特別(900万下),2500,芝,900万,8.2勝,3.芝 中以遠
1993/12/19,4歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
1993/12/19,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/19,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1993/12/19,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1993/12/19,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/19,障害4歳以上OP,3150,障,OP,6.OP,7.障害
1993/12/19,3歳500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/19,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/19,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/19,夙川特別(900万下),1400,ダ,900万,8.2勝,4.砂 短距離
1993/12/19,オリオンS(1500万下),2500,芝,1500万,7.3勝,3.芝 中以遠
1993/12/19,サンスポ阪神牝馬特別(G3),2000,芝,G3,3.G3,3.芝 中以遠
1993/12/19,4歳以上900万下,1600,芝,900万,8.2勝,2.芝 マイル
1993/12/18,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/18,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/18,3歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1993/12/18,3歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1993/12/18,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/18,障害4歳以上未勝利,2700,障,未勝利,o.未勝利,7.障害
1993/12/18,3歳500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/18,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/18,霞ケ浦特別(900万下),1200,芝,900万,8.2勝,1.芝 短距離
1993/12/18,冬至S(1500万下),2500,芝,1500万,7.3勝,3.芝 中以遠
1993/12/18,ターコイズS(OP),1800,芝,OP,6.OP,2.芝 マイル
1993/12/18,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/12/18,3歳400万下,1000,ダ,400万,9.1勝,4.砂 短距離
1993/12/18,3歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
1993/12/18,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/18,3歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/18,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/18,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/12/18,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/18,4歳以上500万下,2500,芝,500万,9.1勝,3.芝 中以遠
1993/12/18,濃尾特別(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/18,クリスマスキャロル賞(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1993/12/18,ウインターS(G3),2300,ダ,G3,3.G3,6.砂 中以遠
1993/12/18,4歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
1993/12/18,3歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/18,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/18,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/18,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/18,障害4歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
1993/12/18,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/18,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/18,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/12/18,千両賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
1993/12/18,猪名川特別(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1993/12/18,逆瀬川S(1500万下),1600,芝,1500万,7.3勝,2.芝 マイル
1993/12/18,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1993/12/12,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/12,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/12,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1993/12/12,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1993/12/12,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/12,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/12,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/12,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/12,北総特別(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1993/12/12,市川S(1500万下),1800,ダ,1500万,7.3勝,5.砂 マイル
1993/12/12,朝日杯3歳S(G1),1600,芝,G1,1.G1,2.芝 マイル
1993/12/12,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/12/12,3歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/12,3歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1993/12/12,3歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/12,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/12,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/12/12,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/12,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/12,4歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
1993/12/12,長篠特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
1993/12/12,矢作川特別(900万下),1700,ダ,900万,8.2勝,5.砂 マイル
1993/12/12,愛知杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
1993/12/12,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/12/12,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/12,3歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/12,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/12,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/12,障害4歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
1993/12/12,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/12,3歳500万下,1400,芝,500万,9.1勝,1.芝 短距離
1993/12/12,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/12,高砂特別(900万下),1200,芝,900万,8.2勝,1.芝 短距離
1993/12/12,元町S(1500万下),1400,ダ,1500万,7.3勝,4.砂 短距離
1993/12/12,ポートアイランドS(OP),1600,芝,OP,6.OP,2.芝 マイル
1993/12/12,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1993/12/11,3歳OP,1200,ダ,OP,6.OP,4.砂 短距離
1993/12/11,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/11,3歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/11,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/11,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/11,障害4歳以上未勝利,2700,障,未勝利,o.未勝利,7.障害
1993/12/11,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,黒松賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
1993/12/11,清澄特別(900万下),1600,芝,900万,8.2勝,2.芝 マイル
1993/12/11,ステイヤーズS(G3),3600,芝,G3,3.G3,3.芝 中以遠
1993/12/11,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1993/12/11,3歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/11,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/11,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/12/11,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,4歳以上500万下,1000,芝,500万,9.1勝,1.芝 短距離
1993/12/11,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,アラブ大賞典(OP),2500,芝,OP,6.OP,3.芝 中以遠
1993/12/11,樅の木賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
1993/12/11,鳥羽特別(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1993/12/11,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/12/11,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/11,3歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
1993/12/11,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/11,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/11,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/11,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/11,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/11,4歳以上900万下,2000,芝,900万,8.2勝,3.芝 中以遠
1993/12/11,シクラメンS(OP),1400,芝,OP,6.OP,1.芝 短距離
1993/12/11,北摂特別(900万下),1800,ダ,900万,8.2勝,5.砂 マイル
1993/12/11,鳴尾記念(G2),2500,芝,G2,2.G2,3.芝 中以遠
1993/12/11,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/12/05,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/05,3歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/05,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1993/12/05,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/05,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/05,障害4歳以上未勝利,2700,障,未勝利,o.未勝利,7.障害
1993/12/05,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/05,葉牡丹賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
1993/12/05,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/05,美浦特別(900万下),2600,芝,900万,8.2勝,3.芝 中以遠
1993/12/05,ディセンバーS(OP),2000,芝,OP,6.OP,3.芝 中以遠
1993/12/05,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1993/12/05,3歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/05,3歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
1993/12/05,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/05,3歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/05,4歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
1993/12/05,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/05,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/12/05,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/05,揖斐川特別(500万下),2500,芝,500万,9.1勝,3.芝 中以遠
1993/12/05,恵那特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
1993/12/05,中京日経賞(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1993/12/05,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/12/05,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/05,3歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
1993/12/05,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/05,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/12/05,障害4歳以上400万下,3150,障,400万,9.1勝,7.障害
1993/12/05,3歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
1993/12/05,3歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/05,ゴールデンサドルT(900万下),1600,芝,900万,8.2勝,2.芝 マイル
1993/12/05,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/05,ゴールデンホイップT(1500万下),2000,芝,1500万,7.3勝,3.芝 中以遠
1993/12/05,阪神3歳牝馬S(G1),1600,芝,G1,1.G1,2.芝 マイル
1993/12/05,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/12/04,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/04,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/04,3歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
1993/12/04,3歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
1993/12/04,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/04,障害4歳以上400万下,3200,障,400万,9.1勝,7.障害
1993/12/04,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/04,3歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/04,南総特別(900万下),1200,ダ,900万,8.2勝,4.砂 短距離
1993/12/04,初霜特別(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1993/12/04,仲冬S(1500万下),1200,芝,1500万,7.3勝,1.芝 短距離
1993/12/04,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/04,3歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/04,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/04,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1993/12/04,4歳以上500万下,2300,ダ,500万,9.1勝,6.砂 中以遠
1993/12/04,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/12/04,4歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
1993/12/04,4歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
1993/12/04,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/12/04,アラブ3歳S(OP),1800,芝,OP,6.OP,2.芝 マイル
1993/12/04,高山特別(500万下),1800,芝,500万,9.1勝,2.芝 マイル
1993/12/04,伊吹山特別(900万下),1200,芝,900万,8.2勝,1.芝 短距離
1993/12/04,4歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
1993/12/04,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/12/04,3歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
1993/12/04,3歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
1993/12/04,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/04,障害4歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
1993/12/04,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/12/04,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/12/04,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/12/04,ゴールデンブーツT(900万下),2200,芝,900万,8.2勝,3.芝 中以遠
1993/12/04,エリカ賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
1993/12/04,ゴールデンスパーT(1500万下),1400,芝,1500万,7.3勝,1.芝 短距離
1993/12/04,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1993/11/28,3歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
1993/11/28,3歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
1993/11/28,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/11/28,4歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
1993/11/28,4歳以上500万下,2100,ダ,500万,9.1勝,6.砂 中以遠
1993/11/28,芦ノ湖特別(500万下),1600,ダ,500万,9.1勝,5.砂 マイル
1993/11/28,赤松賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
1993/11/28,INT.ジョッキー2(900万下),1600,芝,900万,8.2勝,2.芝 マイル
1993/11/28,ウェルカムS(1500万下),2000,芝,1500万,7.3勝,3.芝 中以遠
1993/11/28,ジャパンC(G1),2400,芝,G1,1.G1,3.芝 中以遠
1993/11/28,4歳以上900万下,1400,ダ,900万,8.2勝,4.砂 短距離
1993/11/28,4歳以上OP,1600,ダ,OP,6.OP,5.砂 マイル
1993/11/28,3歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
1993/11/28,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/11/28,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/11/28,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/11/28,4歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
1993/11/28,4歳以上500万下,1000,芝,500万,9.1勝,1.芝 短距離
1993/11/28,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/11/28,カトレア賞(500万下),1800,芝,500万,9.1勝,2.芝 マイル
1993/11/28,犬山特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
1993/11/28,開設40年シリウスS(OP),1200,芝,OP,6.OP,1.芝 短距離
1993/11/28,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/11/28,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/11/28,3歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
1993/11/28,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1993/11/28,3歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
1993/11/28,障害4歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
1993/11/28,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/11/28,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/11/28,4歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
1993/11/28,3歳抽せん馬特別(500万下),1600,芝,500万,9.1勝,2.芝 マイル
1993/11/28,御陵特別(900万下),1800,ダ,900万,8.2勝,5.砂 マイル
1993/11/28,トパーズS(OP),2000,芝,OP,6.OP,3.芝 中以遠
1993/11/28,4歳以上900万下,1200,ダ,900万,8.2勝,4.砂 短距離
1993/11/27,3歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
1993/11/27,3歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
1993/11/27,3歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
1993/11/27,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1993/11/27,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1993/11/27,障害4歳以上未勝利,3100,障,未勝利,o.未勝利,7.障害
1993/11/27,3歳500万下,1400,ダ,500万,9.1勝,4.砂 短距離
1993/11/27,4歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
1993/11/27,深秋特別(900万下),2100,ダ,900万,8.2勝,6.砂 中以遠
1993/11/27,INT.ジョッキー1(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1993/11/27,キャピタルS(OP),1400,芝,OP,6.OP,1.芝 短距離
1993/11/27,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/11/27,3歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
1993/11/27,3歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
1993/11/27,3歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
1993/11/27,3歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
1993/11/27,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/11/27,4歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
1993/11/27,4歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
1993/11/27,4歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
1993/11/27,アラブ3歳特別(400万下),1700,ダ,400万,9.1勝,5.砂 マイル
1993/11/27,清洲特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
1993/11/27,豊明特別(900万下),2000,芝,900万,8.2勝,3.芝 中以遠
1993/11/27,4歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
1993/11/27,3歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
1993/11/27,3歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
1993/11/27,3歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
1993/11/27,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/11/27,4歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
1993/11/27,4歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
1993/11/27,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/11/27,4歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
1993/11/27,京都大障害(秋)(G),3270,障,(G),4.(G),7.障害
1993/11/27,衣笠特別(900万下),1800,芝,900万,8.2勝,2.芝 マイル
1993/11/27,花園S(1500万下),1400,ダ,1500万,7.3勝,4.砂 短距離
1993/11/27,4歳以上900万下,1800,ダ,900万,8.2勝,5.砂 マイル
1993/11/21,3歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
1993/11/21,4歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
1993/11/21,4歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
