開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
1996/12/22,3歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
1996/12/22,3歳新馬,1800,1:２歳,590.0,ダ,新馬,o.未勝利,5.砂 マイル
1996/12/22,3歳新馬,1200,1:２歳,590.0,芝,新馬,o.未勝利,1.芝 短距離
1996/12/22,4歳以上500万下,1800,3:３歳以上,740.0,ダ,500万,9.1勝,5.砂 マイル
1996/12/22,グッドラックH(900万下),2500,3:３歳以上,1380.0,芝,900万,8.2勝,3.芝 中以遠
1996/12/22,ホープフルS(OP),2000,1:２歳,1500.0,芝,OP,6.OP,3.芝 中以遠
1996/12/22,ハッピーエンドC(900万下),1200,3:３歳以上,1380.0,ダ,900万,8.2勝,4.砂 短距離
1996/12/22,フェアウェルS(1500万下),2200,3:３歳以上,1740.0,芝,1500万,7.3勝,3.芝 中以遠
1996/12/22,有馬記念(G1),2500,3:３歳以上,13200.0,芝,G1,1.G1,3.芝 中以遠
1996/12/22,4歳以上500万下,1200,3:３歳以上,740.0,ダ,500万,9.1勝,4.砂 短距離
1996/12/22,3歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
1996/12/22,3歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
1996/12/22,3歳新馬,1200,1:２歳,590.0,芝,新馬,o.未勝利,1.芝 短距離
1996/12/22,3歳新馬,1800,1:２歳,590.0,ダ,新馬,o.未勝利,5.砂 マイル
1996/12/22,障害4歳以上未勝利,3000,3:３歳以上,820.0,障,未勝利,o.未勝利,7.障害
1996/12/22,4歳以上500万下,1200,3:３歳以上,740.0,ダ,500万,9.1勝,4.砂 短距離
1996/12/22,4歳以上500万下,1200,3:３歳以上,740.0,ダ,500万,9.1勝,4.砂 短距離
1996/12/22,4歳以上900万下,1800,3:３歳以上,1010.0,ダ,900万,8.2勝,5.砂 マイル
1996/12/22,千両賞(500万下),1600,1:２歳,940.0,芝,500万,9.1勝,2.芝 マイル
1996/12/22,サンタクロースH(1500万下),1800,3:３歳以上,1740.0,ダ,1500万,7.3勝,5.砂 マイル
1996/12/22,六甲S(OP),2000,3:３歳以上,2300.0,芝,OP,6.OP,3.芝 中以遠
1996/12/22,4歳以上900万下,1600,3:３歳以上,1010.0,芝,900万,8.2勝,2.芝 マイル
1996/12/21,3歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
1996/12/21,3歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
1996/12/21,3歳新馬,1200,1:２歳,590.0,ダ,新馬,o.未勝利,4.砂 短距離
1996/12/21,3歳新馬,2000,1:２歳,590.0,芝,新馬,o.未勝利,3.芝 中以遠
1996/12/21,3歳500万下,1200,1:２歳,690.0,ダ,500万,9.1勝,4.砂 短距離
1996/12/21,障害4歳以上未勝利,2700,3:３歳以上,820.0,障,未勝利,o.未勝利,7.障害
1996/12/21,4歳以上500万下,1800,3:３歳以上,740.0,ダ,500万,9.1勝,5.砂 マイル
1996/12/21,4歳以上500万下,1800,3:３歳以上,740.0,ダ,500万,9.1勝,5.砂 マイル
1996/12/21,霞ケ浦特別(900万下),1800,3:３歳以上,1380.0,ダ,900万,8.2勝,5.砂 マイル
1996/12/21,クリスマスS(OP),1600,3:３歳以上,2300.0,芝,OP,6.OP,2.芝 マイル
1996/12/21,フェアリーS(G3),1200,1:２歳,3200.0,芝,G3,3.G3,1.芝 短距離
1996/12/21,4歳以上900万下,1200,3:３歳以上,1010.0,ダ,900万,8.2勝,4.砂 短距離
1996/12/21,3歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
1996/12/21,3歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
1996/12/21,3歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
