開催日,レース名,距離,地肌,クラス
1980/12/21,3歳未勝利,1200,ダ,未勝利
1980/12/21,3歳未勝利,1200,ダ,未勝利
1980/12/21,3歳新馬,1200,芝,新馬
1980/12/21,4歳以上未勝利,3200,障,未勝利
1980/12/21,3歳新馬,1600,芝,新馬
1980/12/21,万両賞(400万下),1600,芝,400万
1980/12/21,冬至特別(800万下),2200,芝,800万
1980/12/21,4歳以上400万下,1800,ダ,400万
1980/12/21,有馬記念(OP),2500,芝,OP
1980/12/21,4歳以上1200万下,1800,ダ,1200万
1980/12/21,3歳勝入200万円以下,1700,ダ,200万
1980/12/21,3歳未勝利,1000,ダ,未勝利
1980/12/21,3歳未勝利,1000,ダ,未勝利
1980/12/21,3歳新馬,1200,芝,新馬
1980/12/21,4歳以上400万下,1700,ダ,400万
1980/12/21,4歳以上400万下,1700,ダ,400万
1980/12/21,4歳以上400万下,1700,ダ,400万
1980/12/21,はなのき賞(400万下),1400,芝,400万
1980/12/21,4歳以上400万下,1700,ダ,400万
1980/12/21,伊勢特別(800万下),1200,芝,800万
1980/12/21,愛知杯(OP),2000,芝,OP
1980/12/21,4歳以上800万下,1700,ダ,800万
1980/12/21,阪神大賞典(OP),3000,芝,OP
1980/12/21,3歳未勝利,1200,ダ,未勝利
1980/12/21,3歳新馬,1600,芝,新馬
1980/12/21,4歳以上400万下,1800,ダ,400万
1980/12/21,4歳以上勝入400万円以下,3290,障,400万
1980/12/21,4歳以上400万下,1700,ダ,400万
1980/12/21,シクラメン賞(800万下),1600,芝,800万
1980/12/21,4歳以上800万下,1800,ダ,800万
1980/12/21,鴨川特別(800万下),2000,芝,800万
1980/12/21,4歳以上800万下,1400,ダ,800万
1980/12/20,3歳勝入,1700,ダ,勝入
1980/12/20,3歳未勝利,1200,ダ,未勝利
1980/12/20,3歳未勝利,1600,芝,未勝利
1980/12/20,3歳未勝利,1600,芝,未勝利
1980/12/20,3歳新馬,1600,芝,新馬
1980/12/20,3歳400万下,1200,ダ,400万
1980/12/20,4歳以上400万下,1800,ダ,400万
1980/12/20,ひいらぎ賞(800万下),1600,芝,800万
1980/12/20,4歳以上800万下,1700,ダ,800万
1980/12/20,中山大障害(OP),4100,障,OP
1980/12/20,クリスマスS(1700万円以下),2200,芝,1700万
1980/12/20,4歳以上800万下,1600,芝,800万
1980/12/20,3歳未勝利,1600,ダ,未勝利
1980/12/20,4歳以上,1700,ダ,NoClass
1980/12/20,3歳未勝利,1000,ダ,未勝利
1980/12/20,3歳新馬,1000,ダ,新馬
1980/12/20,3歳新馬,1200,芝,新馬
1980/12/20,4歳以上400万下,1700,ダ,400万
1980/12/20,4歳以上400万下,1700,ダ,400万
1980/12/20,中京3歳S(OP),1400,芝,OP
1980/12/20,4歳以上400万下,1700,ダ,400万
1980/12/20,桑名特別(800万下),1800,芝,800万
1980/12/20,クリスマスキャロルハ(1200万下),2400,芝,1200万
1980/12/20,4歳以上400万下,1700,ダ,400万
1980/12/20,3歳未勝利,1400,ダ,未勝利
1980/12/20,3歳未勝利,1600,芝,未勝利
1980/12/20,3歳新馬,1200,ダ,新馬
1980/12/20,3歳新馬,1400,芝,新馬
1980/12/20,4歳以上未勝利,3000,障,未勝利
1980/12/20,4歳以上400万下,1400,ダ,400万
1980/12/20,4歳以上400万下,1800,ダ,400万
1980/12/20,さざんか賞(400万下),1400,芝,400万
1980/12/20,4歳以上400万下,1400,ダ,400万
1980/12/20,清水特別(800万下),1600,芝,800万
