開催日,レース名,距離,年齢制限,一着賞金,地肌,クラス,通時,適性
2003/12/28,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/28,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2003/12/28,2歳500万下,1600,1:２歳,700.0,芝,500万,9.1勝,2.芝 マイル
2003/12/28,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/28,3歳以上1000万下,1400,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/28,三木ホースランドJS(OP),3900,3:３歳以上,1800.0,障,OP,6.OP,7.障害
2003/12/28,江坂特別(1000万下),2500,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/28,ベテルギウスS(OP),1800,3:３歳以上,2400.0,ダ,OP,6.OP,5.砂 マイル
2003/12/28,2003ファイナルS(1600万下),1600,3:３歳以上,1800.0,芝,1600万,7.3勝,2.芝 マイル
2003/12/27,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/27,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/27,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/27,2歳新馬,1800,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
2003/12/27,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/27,2歳500万下,1200,1:２歳,700.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/27,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/27,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/27,クリスマスローズS(OP),1200,1:２歳,1600.0,ダ,OP,6.OP,4.砂 短距離
2003/12/27,クリスマスC(1600万下),1200,3:３歳以上,1800.0,ダ,1600万,7.3勝,4.砂 短距離
2003/12/27,水郷特別(1000万下),1200,3:３歳以上,1450.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/27,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/27,2歳新馬,1700,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
2003/12/27,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/27,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/27,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/27,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/27,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/27,3歳以上500万下,2500,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/27,樅の木賞(500万下),1700,1:２歳,1000.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/27,清洲特別(500万下),1200,3:３歳以上,1050.0,芝,500万,9.1勝,1.芝 短距離
2003/12/27,名古屋日刊スポーツ杯(1000万下),2000,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/27,3歳以上500万下,1200,3:３歳以上,750.0,芝,500万,9.1勝,1.芝 短距離
2003/12/27,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/27,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/27,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/27,2歳未勝利,1400,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2003/12/27,障害3歳以上未勝利,3000,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2003/12/27,2歳新馬,1400,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/27,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/27,3歳以上1000万下,1200,3:３歳以上,1050.0,芝,1000万,8.2勝,1.芝 短距離
2003/12/27,オリオンS(1600万下),2200,3:３歳以上,1800.0,芝,1600万,7.3勝,3.芝 中以遠
2003/12/27,北摂特別(1000万下),1400,3:３歳以上,1450.0,芝,1000万,8.2勝,1.芝 短距離
2003/12/27,ラジオたんぱ杯2歳S(G3),2000,1:２歳,3200.0,芝,G3,3.G3,3.芝 中以遠
2003/12/27,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/21,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/21,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/21,2歳新馬,1800,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
2003/12/21,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/21,障害3歳以上未勝利,2880,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2003/12/21,2歳新馬,1200,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2003/12/21,2歳500万下,1800,1:２歳,700.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/21,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/21,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/21,冬至S(1600万下),2500,3:３歳以上,1800.0,芝,1600万,7.3勝,3.芝 中以遠
2003/12/21,フェアリーS(G3),1200,1:２歳,3200.0,芝,G3,3.G3,1.芝 短距離
2003/12/21,香取特別(1000万下),1800,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2003/12/21,2歳未勝利,1700,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/21,2歳新馬,1200,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2003/12/21,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/21,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/21,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/21,3歳以上500万下,2500,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/21,3歳以上500万下,1800,3:３歳以上,750.0,芝,500万,9.1勝,2.芝 マイル
2003/12/21,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/21,3歳以上500万下,1200,3:３歳以上,750.0,芝,500万,9.1勝,1.芝 短距離
2003/12/21,多治見特別(500万下),1700,3:３歳以上,1050.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/21,CBC賞(G2),1200,3:３歳以上,6400.0,芝,G2,2.G2,1.芝 短距離
2003/12/21,豊明特別(1000万下),1800,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2003/12/21,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/21,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/21,2歳未勝利,1200,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2003/12/21,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/21,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/21,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2003/12/21,2歳500万下,1400,1:２歳,700.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/21,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/21,高砂特別(1000万下),1400,3:３歳以上,1450.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/21,クリスマスキャロルH(1000万下),2000,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/21,サンスポ阪神牝馬S(G2),1600,3:３歳以上,6000.0,芝,G2,2.G2,2.芝 マイル
2003/12/21,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/20,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/20,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/20,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/20,2歳未勝利,1200,1:２歳,250.0,芝,未勝利,o.未勝利,1.芝 短距離
2003/12/20,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2003/12/20,3歳以上500万下,2400,3:３歳以上,750.0,ダ,500万,9.1勝,6.砂 中以遠
2003/12/20,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/20,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/20,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/20,ひいらぎ賞(500万下),1600,1:２歳,1000.0,芝,500万,9.1勝,2.芝 マイル
2003/12/20,ディセンバーS(OP),1800,3:３歳以上,2400.0,芝,OP,6.OP,2.芝 マイル
2003/12/20,仲冬特別(1000万下),1200,3:３歳以上,1450.0,芝,1000万,8.2勝,1.芝 短距離
2003/12/20,2歳未勝利,1000,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/20,2歳未勝利,1000,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/20,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/20,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/20,3歳以上500万下,2300,3:３歳以上,750.0,ダ,500万,9.1勝,6.砂 中以遠
2003/12/20,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/20,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/20,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/20,高山特別(500万下),1700,3:３歳以上,1050.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/20,報知杯中京2歳S(OP),1700,1:２歳,1600.0,ダ,OP,6.OP,5.砂 マイル
2003/12/20,伊吹山特別(1000万下),1000,3:３歳以上,1450.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/20,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/20,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/20,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/20,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2003/12/20,2歳新馬,1400,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/20,障害3歳以上未勝利,3000,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2003/12/20,2歳新馬,1400,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2003/12/20,3歳以上1000万下,1200,3:３歳以上,1050.0,芝,1000万,8.2勝,1.芝 短距離
2003/12/20,3歳以上500万下,1400,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/20,摂津特別(1000万下),1600,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2003/12/20,さざんかS(OP),1400,1:２歳,1600.0,芝,OP,6.OP,1.芝 短距離
2003/12/20,サンタクロースH(1600万下),1200,3:３歳以上,1800.0,ダ,1600万,7.3勝,4.砂 短距離
2003/12/20,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/14,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/14,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/14,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/14,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/14,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/14,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2003/12/14,2歳500万下,1200,1:２歳,700.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/14,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/14,千葉テレビ杯(1000万下),1800,3:３歳以上,1450.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/14,市川S(1600万下),1600,3:３歳以上,1800.0,芝,1600万,7.3勝,2.芝 マイル
2003/12/14,朝日杯FS(G1),1600,1:２歳,6000.0,芝,G1,1.G1,2.芝 マイル
2003/12/14,幕張特別(1000万下),2000,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/14,2歳未勝利,1700,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/14,2歳未勝利,1200,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2003/12/14,2歳新馬,1800,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2003/12/14,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/14,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/14,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/14,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/14,3歳以上500万下,2000,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/14,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/14,犬山特別(500万下),1800,3:３歳以上,1050.0,芝,500万,9.1勝,2.芝 マイル
2003/12/14,香嵐渓特別(1000万下),1700,3:３歳以上,1450.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/14,揖斐川特別(500万下),2500,3:３歳以上,1050.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/14,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/14,2歳未勝利,1400,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2003/12/14,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2003/12/14,2歳500万下,1200,1:２歳,700.0,芝,500万,9.1勝,1.芝 短距離
2003/12/14,障害3歳以上未勝利,3000,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2003/12/14,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/14,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/14,3歳以上1000万下,2000,3:３歳以上,1050.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/14,シクラメンS(OP),1400,1:２歳,1600.0,ダ,OP,6.OP,4.砂 短距離
2003/12/14,摩耶S(1600万下),1800,3:３歳以上,1800.0,ダ,1600万,7.3勝,5.砂 マイル
2003/12/14,鳴尾記念(G3),2000,3:３歳以上,4300.0,芝,G3,3.G3,3.芝 中以遠
2003/12/14,3歳以上1000万下,1400,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/13,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/13,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/13,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2003/12/13,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/13,障害3歳以上未勝利,2880,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2003/12/13,2歳新馬,1600,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2003/12/13,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/13,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/13,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/13,黒松賞(500万下),1200,1:２歳,1000.0,芝,500万,9.1勝,1.芝 短距離
2003/12/13,師走S(OP),1800,3:３歳以上,2400.0,ダ,OP,6.OP,5.砂 マイル
2003/12/13,初霜特別(1000万下),1600,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2003/12/13,2歳未勝利,2000,1:２歳,500.0,芝,未勝利,o.未勝利,3.芝 中以遠
2003/12/13,2歳新馬,1000,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/13,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/13,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/13,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/13,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/13,3歳以上500万下,2000,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/13,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/13,恵那特別(500万下),1200,3:３歳以上,1050.0,芝,500万,9.1勝,1.芝 短距離
2003/12/13,天竜川特別(1000万下),2500,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/13,中日新聞杯(G3),1800,3:３歳以上,4300.0,芝,G3,3.G3,2.芝 マイル
2003/12/13,3歳以上500万下,1200,3:３歳以上,750.0,芝,500万,9.1勝,1.芝 短距離
2003/12/13,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/13,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/13,2歳新馬,1400,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/13,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/13,障害3歳以上OP,3140,3:３歳以上,1500.0,障,OP,6.OP,7.障害
2003/12/13,2歳新馬,1200,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2003/12/13,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/13,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/13,エリカ賞(500万下),2000,1:２歳,1000.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/13,六甲アイランドS(1600万下),1200,3:３歳以上,1800.0,芝,1600万,7.3勝,1.芝 短距離
2003/12/13,ギャラクシーS(OP),1400,3:３歳以上,2400.0,ダ,OP,6.OP,4.砂 短距離
2003/12/13,3歳以上1000万下,1400,3:３歳以上,1050.0,芝,1000万,8.2勝,1.芝 短距離
2003/12/07,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/07,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/07,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/07,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/07,障害3歳以上未勝利,2880,3:３歳以上,950.0,障,未勝利,o.未勝利,7.障害
2003/12/07,2歳新馬,1200,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2003/12/07,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/07,3歳以上1000万下,1800,3:３歳以上,1050.0,ダ,1000万,8.2勝,5.砂 マイル
2003/12/07,3歳以上1000万下,1600,3:３歳以上,1050.0,芝,1000万,8.2勝,2.芝 マイル
2003/12/07,アクアラインS(1600万下),1200,3:３歳以上,1800.0,ダ,1600万,7.3勝,4.砂 短距離
2003/12/07,ターコイズS(OP),1800,3:３歳以上,2400.0,芝,OP,6.OP,2.芝 マイル
2003/12/07,美浦特別(1000万下),2500,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/07,2歳未勝利,1800,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/07,2歳新馬,1200,1:２歳,700.0,芝,新馬,o.未勝利,1.芝 短距離
2003/12/07,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/07,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/07,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/07,3歳以上500万下,1000,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/07,3歳以上500万下,2500,3:３歳以上,750.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/07,3歳以上500万下,1700,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/07,3歳以上500万下,1200,3:３歳以上,750.0,芝,500万,9.1勝,1.芝 短距離
2003/12/07,鳴海特別(500万下),2000,3:３歳以上,1050.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/07,春待月S(OP),2300,3:３歳以上,2400.0,ダ,OP,6.OP,6.砂 中以遠
2003/12/07,鳥羽特別(1000万下),1200,3:３歳以上,1450.0,芝,1000万,8.2勝,1.芝 短距離
2003/12/07,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/07,2歳未勝利,1400,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/07,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/07,2歳未勝利,1600,1:２歳,500.0,芝,未勝利,o.未勝利,2.芝 マイル
2003/12/07,2歳新馬,2000,1:２歳,700.0,芝,新馬,o.未勝利,3.芝 中以遠
2003/12/07,2歳新馬,1200,1:２歳,700.0,ダ,新馬,o.未勝利,4.砂 短距離
2003/12/07,3歳以上500万下,1400,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/07,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/07,ポインセチア賞(500万下),1200,1:２歳,1000.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/07,ゴールデンブーツT(1000万下),2200,3:３歳以上,1450.0,芝,1000万,8.2勝,3.芝 中以遠
2003/12/07,阪神ジュベナイルF(G1),1600,1:２歳,6000.0,芝,G1,1.G1,2.芝 マイル
2003/12/07,ゴールデンサドルT(1000万下),1600,3:３歳以上,1450.0,芝,1000万,8.2勝,2.芝 マイル
2003/12/06,2歳新馬,1800,1:２歳,700.0,ダ,新馬,o.未勝利,5.砂 マイル
2003/12/06,2歳未勝利,1200,1:２歳,500.0,ダ,未勝利,o.未勝利,4.砂 短距離
2003/12/06,2歳未勝利,1800,1:２歳,500.0,ダ,未勝利,o.未勝利,5.砂 マイル
2003/12/06,2歳未勝利,1200,1:２歳,500.0,芝,未勝利,o.未勝利,1.芝 短距離
2003/12/06,2歳新馬,1800,1:２歳,700.0,芝,新馬,o.未勝利,2.芝 マイル
2003/12/06,3歳以上500万下,1200,3:３歳以上,750.0,ダ,500万,9.1勝,4.砂 短距離
2003/12/06,3歳以上500万下,1800,3:３歳以上,750.0,ダ,500万,9.1勝,5.砂 マイル
2003/12/06,3歳以上1000万下,1200,3:３歳以上,1050.0,ダ,1000万,8.2勝,4.砂 短距離
2003/12/06,イルミネーションJS(OP),3350,3:３歳以上,1800.0,障,OP,6.OP,7.障害
2003/12/06,葉牡丹賞(500万下),2000,1:２歳,1000.0,芝,500万,9.1勝,3.芝 中以遠
2003/12/06,ステイヤーズS(G2),3600,3:３歳以上,6400.0,芝,G2,2.G2,3.芝 中以遠
