開催日,レース名,距離,地肌,クラス,通時,適性
2017/12/17,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/17,香取特別(1000万下),2400,ダ,1000万,8.2勝,6.砂 中以遠
2017/12/17,南総S(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2017/12/17,ディセンバーS(OP),1800,芝,OP,6.OP,2.芝 マイル
2017/12/17,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2017/12/17,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/17,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/17,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/17,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2017/12/17,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/17,3歳以上500万下,1900,ダ,500万,9.1勝,6.砂 中以遠
2017/12/17,3歳以上500万下,1400,芝,500万,9.1勝,1.芝 短距離
2017/12/17,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/17,3歳以上500万下,2200,芝,500万,9.1勝,3.芝 中以遠
2017/12/17,桑名特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2017/12/17,三河S(1600万下),1400,ダ,1600万,7.3勝,4.砂 短距離
2017/12/17,尾張特別(1000万下),2200,芝,1000万,8.2勝,3.芝 中以遠
2017/12/17,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/17,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/17,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/17,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/12/17,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2017/12/17,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2017/12/17,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/17,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/17,猪名川特別(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2017/12/17,元町S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2017/12/17,朝日フューチュリティ(G1),1600,芝,G1,1.G1,2.芝 マイル
2017/12/17,妙見山特別(1000万下),1400,ダ,1000万,8.2勝,4.砂 短距離
2017/12/16,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/16,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/16,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2017/12/16,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/16,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2017/12/16,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2017/12/16,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/16,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2017/12/16,ひいらぎ賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2017/12/16,仲冬S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2017/12/16,ターコイズS(G3),1600,芝,G3,3.G3,2.芝 マイル
2017/12/16,3歳以上1000万下,2000,芝,1000万,8.2勝,3.芝 中以遠
2017/12/16,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/16,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/16,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/16,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2017/12/16,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2017/12/16,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2017/12/16,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/16,3歳以上500万下,1600,芝,500万,9.1勝,2.芝 マイル
2017/12/16,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/16,つわぶき賞(500万下),1400,芝,500万,9.1勝,1.芝 短距離
2017/12/16,中京日経賞(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2017/12/16,高山特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2017/12/16,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/16,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/16,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/16,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/16,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2017/12/16,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2017/12/16,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/16,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/16,さざんか賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2017/12/16,赤穂特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2017/12/16,タンザナイトS(OP),1200,芝,OP,6.OP,1.芝 短距離
2017/12/16,3歳以上1000万下,1800,芝,1000万,8.2勝,2.芝 マイル
2017/12/10,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/10,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/10,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/12/10,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/10,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2017/12/10,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2017/12/10,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/10,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2017/12/10,黒松賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2017/12/10,美浦S(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2017/12/10,カペラS(G3),1200,ダ,G3,3.G3,4.砂 短距離
2017/12/10,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2017/12/10,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/10,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/10,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/10,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2017/12/10,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2017/12/10,3歳以上500万下,1900,ダ,500万,9.1勝,6.砂 中以遠
2017/12/10,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/12/10,3歳以上500万下,1600,芝,500万,9.1勝,2.芝 マイル
2017/12/10,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/10,こうやまき賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2017/12/10,名古屋日刊スポーツ杯(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2017/12/10,長良川特別(500万下),2200,芝,500万,9.1勝,3.芝 中以遠
2017/12/10,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/10,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/10,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/10,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2017/12/10,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2017/12/10,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2017/12/10,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/10,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2017/12/10,境港特別(1000万下),2200,芝,1000万,8.2勝,3.芝 中以遠
2017/12/10,堺S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2017/12/10,阪神ジュベナイルF(G1),1600,芝,G1,1.G1,2.芝 マイル
2017/12/10,高砂特別(1000万下),1200,ダ,1000万,8.2勝,4.砂 短距離
2017/12/09,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/09,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/09,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/09,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/09,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2017/12/09,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2017/12/09,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/09,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2017/12/09,霞ヶ浦特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2017/12/09,アクアラインS(1600万下),1200,ダ,1600万,7.3勝,4.砂 短距離
2017/12/09,師走S(OP),1800,ダ,OP,6.OP,5.砂 マイル
2017/12/09,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2017/12/09,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/09,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/09,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/09,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2017/12/09,障害3歳以上OP,3300,障,OP,6.OP,7.障害
2017/12/09,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/09,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/09,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/09,3歳以上500万下,2000,芝,500万,9.1勝,3.芝 中以遠
2017/12/09,浜名湖特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2017/12/09,中日新聞杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2017/12/09,犬山特別(500万下),1400,芝,500万,9.1勝,1.芝 短距離
2017/12/09,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/09,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/09,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/09,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/12/09,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2017/12/09,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2017/12/09,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/09,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2017/12/09,樅の木賞(500万下),1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/09,オリオンS(1600万下),2400,芝,1600万,7.3勝,3.芝 中以遠
2017/12/09,リゲルS(OP),1600,芝,OP,6.OP,2.芝 マイル
2017/12/09,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2017/12/03,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/03,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/03,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2017/12/03,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/03,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2017/12/03,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2017/12/03,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/03,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/03,チバテレ杯(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2017/12/03,市川S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2017/12/03,ラピスラズリS(OP),1200,芝,OP,6.OP,1.芝 短距離
2017/12/03,3歳以上1000万下,2500,芝,1000万,8.2勝,3.芝 中以遠
2017/12/03,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/03,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/03,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/03,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/12/03,2歳新馬,1400,芝,新馬,o.未勝利,1.芝 短距離
2017/12/03,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/03,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/03,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2017/12/03,栄特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2017/12/03,鳥羽特別(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2017/12/03,チャンピオンズC(G1),1800,ダ,G1,1.G1,5.砂 マイル
2017/12/03,鳴海特別(1000万下),1200,ダ,1000万,8.2勝,4.砂 短距離
2017/12/03,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/03,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/03,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/03,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2017/12/03,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2017/12/03,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/03,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/03,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/03,万両賞(500万下),1400,芝,500万,9.1勝,1.芝 短距離
2017/12/03,姫路特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2017/12/03,逆瀬川S(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2017/12/03,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2017/12/02,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/02,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/02,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/12/02,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2017/12/02,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2017/12/02,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/02,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2017/12/02,イルミネーションJS(OP),3570,障,OP,6.OP,7.障害
2017/12/02,葉牡丹賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2017/12/02,北総S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2017/12/02,ステイヤーズS(G2),3600,芝,G2,2.G2,3.芝 中以遠
2017/12/02,3歳以上1000万下,1600,芝,1000万,8.2勝,2.芝 マイル
2017/12/02,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/02,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/02,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2017/12/02,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2017/12/02,3歳以上500万下,1900,ダ,500万,9.1勝,6.砂 中以遠
2017/12/02,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/02,3歳以上500万下,1400,芝,500万,9.1勝,1.芝 短距離
2017/12/02,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/12/02,3歳以上500万下,2200,芝,500万,9.1勝,3.芝 中以遠
2017/12/02,寒椿賞(500万下),1400,ダ,500万,9.1勝,4.砂 短距離
2017/12/02,浜松S(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2017/12/02,豊川特別(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2017/12/02,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/12/02,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/12/02,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2017/12/02,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/12/02,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2017/12/02,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2017/12/02,3歳以上500万下,2000,ダ,500万,9.1勝,6.砂 中以遠
2017/12/02,3歳以上1000万下,2000,芝,1000万,8.2勝,3.芝 中以遠
2017/12/02,シクラメン賞(500万下),1800,芝,500万,9.1勝,2.芝 マイル
2017/12/02,御影S(1600万下),1400,ダ,1600万,7.3勝,4.砂 短距離
2017/12/02,チャレンジC(G3),2000,芝,G3,3.G3,3.芝 中以遠
2017/12/02,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2017/11/26,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2017/11/26,2歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
2017/11/26,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/11/26,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2017/11/26,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/11/26,3歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
2017/11/26,ベゴニア賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2017/11/26,オリエンタル賞(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2017/11/26,シャングリラ賞(1000万下),1400,ダ,1000万,8.2勝,4.砂 短距離
2017/11/26,ウェルカムS(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2017/11/26,ジャパンC(G1),2400,芝,G1,1.G1,3.芝 中以遠
2017/11/26,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2017/11/26,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/11/26,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2017/11/26,障害3歳以上OP,3170,障,OP,6.OP,7.障害
2017/11/26,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2017/11/26,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2017/11/26,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2017/11/26,3歳以上1000万下,1900,ダ,1000万,8.2勝,6.砂 中以遠
2017/11/26,白菊賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2017/11/26,渡月橋S(1600万下),1400,芝,1600万,7.3勝,1.芝 短距離
2017/11/26,オータムリーフS(OP),1200,ダ,OP,6.OP,4.砂 短距離
2017/11/26,京阪杯(G3),1200,芝,G3,3.G3,1.芝 短距離
2017/11/25,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/11/25,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2017/11/25,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/11/25,障害3歳以上未勝利,3000,障,未勝利,o.未勝利,7.障害
2017/11/25,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2017/11/25,2歳新馬,1600,ダ,新馬,o.未勝利,5.砂 マイル
2017/11/25,3歳以上500万下,2400,芝,500万,9.1勝,3.芝 中以遠
2017/11/25,3歳以上1000万下,1600,ダ,1000万,8.2勝,5.砂 マイル
2017/11/25,カトレア賞(500万下),1600,ダ,500万,9.1勝,5.砂 マイル
2017/11/25,銀嶺S(1600万下),1400,ダ,1600万,7.3勝,4.砂 短距離
2017/11/25,キャピタルS(OP),1600,芝,OP,6.OP,2.芝 マイル
2017/11/25,3歳以上1000万下,1400,芝,1000万,8.2勝,1.芝 短距離
2017/11/25,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2017/11/25,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2017/11/25,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2017/11/25,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2017/11/25,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2017/11/25,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2017/11/25,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2017/11/25,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
