開催日,レース名,距離,地肌,クラス,通時
1995/12/23,ラジオたんぱ杯3歳S(G3),2000,芝,G3,3.G3
1995/12/23,4歳以上900万下,1800,ダ,900万,8.2勝
1995/12/17,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/17,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/12/17,3歳未勝利,2000,芝,未勝利,o.未勝利
1995/12/17,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/17,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/17,ひいらぎ賞(500万下),1600,芝,500万,9.1勝
1995/12/17,香取特別(900万下),1200,ダ,900万,8.2勝
1995/12/17,千葉テレビ杯(900万下),2000,芝,900万,8.2勝
1995/12/17,冬至S(1500万下),2500,芝,1500万,7.3勝
1995/12/17,スプリンターズS(G1),1200,芝,G1,1.G1
1995/12/17,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/17,3歳未勝利,1000,ダ,未勝利,o.未勝利
1995/12/17,3歳新馬,2000,芝,新馬,o.未勝利
1995/12/17,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/17,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/17,4歳以上500万下,2300,ダ,500万,9.1勝
1995/12/17,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/17,4歳以上500万下,2500,芝,500万,9.1勝
1995/12/17,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/17,中京3歳S(OP),1800,芝,OP,6.OP
1995/12/17,尾張特別(500万下),2000,芝,500万,9.1勝
1995/12/17,クリスマスキャロル賞(900万下),1800,芝,900万,8.2勝
1995/12/17,4歳以上500万下,1200,芝,500万,9.1勝
1995/12/17,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/12/17,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/12/17,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/12/17,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/17,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1995/12/17,3歳500万下,1200,芝,500万,9.1勝
1995/12/17,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/17,4歳以上900万下,1600,芝,900万,8.2勝
1995/12/17,夙川特別(900万下),1400,ダ,900万,8.2勝
1995/12/17,オリオンS(1500万下),2500,芝,1500万,7.3勝
1995/12/17,サンスポ阪神牝馬特別(G2),2000,芝,G2,2.G2
1995/12/17,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/16,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/16,3歳未勝利,1200,芝,未勝利,o.未勝利
1995/12/16,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/16,3歳新馬,1600,芝,新馬,o.未勝利
1995/12/16,3歳500万下,1800,ダ,500万,9.1勝
1995/12/16,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/16,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/16,4歳以上900万下,1200,芝,900万,8.2勝
1995/12/16,中山大障害(秋)(G),4100,障,(G),4.(G)
1995/12/16,師走S(1500万下),1600,芝,1500万,7.3勝
1995/12/16,ディセンバーS(OP),2000,芝,OP,6.OP
1995/12/16,4歳以上900万下,1800,ダ,900万,8.2勝
1995/12/16,3歳新馬,1000,ダ,新馬,o.未勝利
1995/12/16,3歳未勝利,2000,芝,未勝利,o.未勝利
1995/12/16,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/16,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/16,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/16,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/16,4歳以上500万下,2000,芝,500万,9.1勝
1995/12/16,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/16,濃尾特別(500万下),1700,ダ,500万,9.1勝
1995/12/16,天竜川特別(900万下),2500,芝,900万,8.2勝
1995/12/16,ウインターS(G3),2300,ダ,G3,3.G3
1995/12/16,4歳以上500万下,1800,芝,500万,9.1勝
1995/12/16,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/16,3歳未勝利,1200,芝,未勝利,o.未勝利
1995/12/16,3歳未勝利,1200,芝,未勝利,o.未勝利
1995/12/16,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/16,障害4歳以上400万下,3000,障,400万,9.1勝
1995/12/16,4歳以上500万下,1400,ダ,500万,9.1勝
1995/12/16,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/16,4歳以上900万下,1200,芝,900万,8.2勝
1995/12/16,さざんか賞(500万下),1400,芝,500万,9.1勝
1995/12/16,猪名川特別(900万下),2000,芝,900万,8.2勝
1995/12/16,オークランドトロフィ(1500万下),1600,芝,1500万,7.3勝
1995/12/16,4歳以上900万下,1800,ダ,900万,8.2勝
1995/12/10,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/10,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/10,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/12/10,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/12/10,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/10,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/10,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/10,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/10,北総特別(900万下),2000,芝,900万,8.2勝
1995/12/10,市川S(1500万下),1800,ダ,1500万,7.3勝
1995/12/10,朝日杯3歳S(G1),1600,芝,G1,1.G1
1995/12/10,4歳以上900万下,1800,ダ,900万,8.2勝
1995/12/10,3歳未勝利,1600,ダ,未勝利,o.未勝利
1995/12/10,3歳新馬,1000,ダ,新馬,o.未勝利
1995/12/10,3歳未勝利,1200,芝,未勝利,o.未勝利
1995/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/10,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/10,4歳以上500万下,2000,芝,500万,9.1勝
1995/12/10,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/10,長篠特別(500万下),1200,芝,500万,9.1勝
1995/12/10,矢作川特別(900万下),1700,ダ,900万,8.2勝
1995/12/10,愛知杯(G3),2000,芝,G3,3.G3
1995/12/10,4歳以上500万下,1800,芝,500万,9.1勝
1995/12/10,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/12/10,3歳未勝利,2000,芝,未勝利,o.未勝利
1995/12/10,3歳未勝利,2000,芝,未勝利,o.未勝利
1995/12/10,3歳新馬,1600,芝,新馬,o.未勝利
1995/12/10,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1995/12/10,3歳新馬,1400,芝,新馬,o.未勝利
1995/12/10,3歳500万下,1800,ダ,500万,9.1勝
1995/12/10,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/10,高砂特別(900万下),1200,芝,900万,8.2勝
1995/12/10,元町S(1500万下),1400,ダ,1500万,7.3勝
1995/12/10,ポートアイランドS(OP),1600,芝,OP,6.OP
1995/12/10,4歳以上900万下,1200,ダ,900万,8.2勝
1995/12/09,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/09,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/12/09,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/09,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/09,3歳新馬,1600,芝,新馬,o.未勝利
1995/12/09,障害4歳以上未勝利,2700,障,未勝利,o.未勝利
1995/12/09,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/09,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/09,黒松賞(500万下),1200,芝,500万,9.1勝
1995/12/09,清澄特別(900万下),1600,芝,900万,8.2勝
1995/12/09,ステイヤーズS(G3),3600,芝,G3,3.G3
1995/12/09,4歳以上900万下,1200,ダ,900万,8.2勝
1995/12/09,3歳未勝利,1000,ダ,未勝利,o.未勝利
1995/12/09,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/09,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/09,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/09,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/09,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/09,4歳以上500万下,1000,芝,500万,9.1勝
1995/12/09,アラブ大賞典(OP),2500,芝,OP,6.OP
1995/12/09,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/09,樅の木賞(500万下),1200,芝,500万,9.1勝
1995/12/09,鳥羽特別(900万下),2000,芝,900万,8.2勝
1995/12/09,4歳以上500万下,2000,芝,500万,9.1勝
1995/12/09,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/09,3歳未勝利,1400,芝,未勝利,o.未勝利
1995/12/09,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/09,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/09,障害4歳以上OP,3150,障,OP,6.OP
1995/12/09,3歳新馬,1400,ダ,新馬,o.未勝利
1995/12/09,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/09,千両賞(500万下),1600,芝,500万,9.1勝
1995/12/09,4歳以上900万下,2000,芝,900万,8.2勝
1995/12/09,北摂特別(900万下),1800,ダ,900万,8.2勝
1995/12/09,鳴尾記念(G2),2500,芝,G2,2.G2
1995/12/09,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/03,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/03,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/12/03,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/03,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/03,3歳新馬,1800,芝,新馬,o.未勝利
1995/12/03,障害4歳以上未勝利,2700,障,未勝利,o.未勝利
1995/12/03,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/03,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/03,初霜特別(900万下),1200,ダ,900万,8.2勝
1995/12/03,美浦特別(900万下),1800,芝,900万,8.2勝
1995/12/03,ターコイズS(OP),1800,芝,OP,6.OP
1995/12/03,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/03,3歳新馬,1000,ダ,新馬,o.未勝利
1995/12/03,3歳未勝利,1800,芝,未勝利,o.未勝利
1995/12/03,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/03,4歳以上500万下,1600,ダ,500万,9.1勝
1995/12/03,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/03,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/03,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/03,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/03,揖斐川特別(500万下),2500,芝,500万,9.1勝
1995/12/03,恵那特別(500万下),1200,芝,500万,9.1勝
1995/12/03,中京日経賞(900万下),1800,芝,900万,8.2勝
1995/12/03,4歳以上500万下,1800,芝,500万,9.1勝
1995/12/03,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/03,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/12/03,3歳新馬,1600,芝,新馬,o.未勝利
1995/12/03,3歳新馬,1600,芝,新馬,o.未勝利
1995/12/03,3歳新馬,2000,芝,新馬,o.未勝利
1995/12/03,3歳500万下,1200,ダ,500万,9.1勝
1995/12/03,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/03,ゴールデンサドルT(900万下),1600,芝,900万,8.2勝
1995/12/03,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/03,ゴールデンホイップT(1500万下),2000,芝,1500万,7.3勝
1995/12/03,阪神3歳牝馬S(G1),1600,芝,G1,1.G1
1995/12/03,4歳以上900万下,1800,ダ,900万,8.2勝
1995/12/02,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/12/02,3歳未勝利,2000,芝,未勝利,o.未勝利
1995/12/02,3歳新馬,1800,ダ,新馬,o.未勝利
1995/12/02,3歳新馬,1600,芝,新馬,o.未勝利
1995/12/02,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/02,障害4歳以上400万下,3200,障,400万,9.1勝
1995/12/02,4歳以上500万下,1200,ダ,500万,9.1勝
1995/12/02,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/02,葉牡丹賞(500万下),2000,芝,500万,9.1勝
1995/12/02,南総特別(900万下),2600,芝,900万,8.2勝
1995/12/02,仲冬S(1500万下),1200,芝,1500万,7.3勝
1995/12/02,4歳以上900万下,1800,ダ,900万,8.2勝
1995/12/02,3歳未勝利,1000,ダ,未勝利,o.未勝利
1995/12/02,3歳新馬,1800,芝,新馬,o.未勝利
1995/12/02,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/02,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/02,4歳以上500万下,2300,ダ,500万,9.1勝
1995/12/02,4歳以上500万下,1700,ダ,500万,9.1勝
1995/12/02,4歳以上500万下,1200,芝,500万,9.1勝
1995/12/02,尾頭橋特別(500万下),1700,ダ,500万,9.1勝
1995/12/02,4歳以上500万下,1000,ダ,500万,9.1勝
1995/12/02,高山特別(500万下),1800,芝,500万,9.1勝
1995/12/02,伊吹山特別(900万下),1200,芝,900万,8.2勝
1995/12/02,4歳以上500万下,2000,芝,500万,9.1勝
1995/12/02,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/12/02,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/12/02,3歳新馬,1200,ダ,新馬,o.未勝利
1995/12/02,3歳新馬,1800,ダ,新馬,o.未勝利
1995/12/02,障害4歳以上未勝利,3000,障,未勝利,o.未勝利
1995/12/02,3歳新馬,1200,芝,新馬,o.未勝利
1995/12/02,4歳以上500万下,1800,ダ,500万,9.1勝
1995/12/02,エリカ賞(500万下),2000,芝,500万,9.1勝
1995/12/02,ゴールデンブーツT(900万下),2200,芝,900万,8.2勝
1995/12/02,4歳以上500万下,1400,ダ,500万,9.1勝
1995/12/02,ゴールデンスパーT(1500万下),1400,芝,1500万,7.3勝
1995/12/02,4歳以上900万下,1200,ダ,900万,8.2勝
1995/11/26,3歳未勝利,1600,ダ,未勝利,o.未勝利
1995/11/26,3歳新馬,1400,芝,新馬,o.未勝利
1995/11/26,3歳新馬,1600,芝,新馬,o.未勝利
1995/11/26,4歳以上500万下,1400,ダ,500万,9.1勝
1995/11/26,4歳以上500万下,2100,ダ,500万,9.1勝
1995/11/26,芦ノ湖特別(500万下),1600,ダ,500万,9.1勝
1995/11/26,赤松賞(500万下),1600,芝,500万,9.1勝
1995/11/26,INT.ジョッキー2(900万下),1600,芝,900万,8.2勝
1995/11/26,ウェルカムS(1500万下),2000,芝,1500万,7.3勝
1995/11/26,ジャパンC(G1),2400,芝,G1,1.G1
1995/11/26,4歳以上900万下,1400,ダ,900万,8.2勝
1995/11/26,4歳以上OP,1700,ダ,OP,6.OP
1995/11/26,3歳未勝利,1600,ダ,未勝利,o.未勝利
1995/11/26,3歳新馬,1200,芝,新馬,o.未勝利
1995/11/26,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/26,4歳以上500万下,1000,ダ,500万,9.1勝
1995/11/26,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/26,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/26,つわぶき賞(500万下),1800,芝,500万,9.1勝
1995/11/26,4歳以上500万下,1000,芝,500万,9.1勝
1995/11/26,犬山特別(500万下),2000,芝,500万,9.1勝
1995/11/26,シリウスS(OP),1200,芝,OP,6.OP
1995/11/26,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/26,3歳未勝利,1800,ダ,未勝利,o.未勝利
1995/11/26,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/11/26,3歳新馬,1400,芝,新馬,o.未勝利
1995/11/26,3歳新馬,1400,ダ,新馬,o.未勝利
1995/11/26,障害4歳以上未勝利,2910,障,未勝利,o.未勝利
1995/11/26,3歳新馬,1400,芝,新馬,o.未勝利
1995/11/26,4歳以上500万下,1800,ダ,500万,9.1勝
1995/11/26,4歳以上900万下,1200,ダ,900万,8.2勝
1995/11/26,醍醐特別(500万下),1200,芝,500万,9.1勝
1995/11/26,花園S(1500万下),1800,ダ,1500万,7.3勝
1995/11/26,トパーズS(OP),2000,芝,OP,6.OP
1995/11/26,4歳以上900万下,1400,ダ,900万,8.2勝
1995/11/25,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/11/25,3歳未勝利,1600,芝,未勝利,o.未勝利
1995/11/25,3歳新馬,1400,ダ,新馬,o.未勝利
1995/11/25,3歳新馬,1800,芝,新馬,o.未勝利
1995/11/25,3歳500万下,1400,ダ,500万,9.1勝
1995/11/25,障害4歳以上未勝利,3100,障,未勝利,o.未勝利
1995/11/25,4歳以上500万下,1600,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/25,深秋特別(900万下),2100,ダ,900万,8.2勝
1995/11/25,INT.ジョッキー1(900万下),2000,芝,900万,8.2勝
1995/11/25,キャピタルS(OP),1400,芝,OP,6.OP
1995/11/25,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/25,3歳未勝利,1200,芝,未勝利,o.未勝利
1995/11/25,3歳新馬,1000,ダ,新馬,o.未勝利
1995/11/25,3歳新馬,1800,芝,新馬,o.未勝利
1995/11/25,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1600,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1000,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/25,沓掛特別(500万下),1700,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1000,ダ,500万,9.1勝
1995/11/25,清洲特別(500万下),1200,芝,500万,9.1勝
1995/11/25,豊明特別(900万下),2000,芝,900万,8.2勝
1995/11/25,4歳以上500万下,1800,芝,500万,9.1勝
1995/11/25,3歳未勝利,1800,芝,未勝利,o.未勝利
1995/11/25,3歳未勝利,1800,芝,未勝利,o.未勝利
1995/11/25,3歳新馬,1200,ダ,新馬,o.未勝利
1995/11/25,3歳新馬,1800,芝,新馬,o.未勝利
1995/11/25,障害4歳以上400万下,3170,障,400万,9.1勝
1995/11/25,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1800,ダ,500万,9.1勝
1995/11/25,4歳以上500万下,1400,ダ,500万,9.1勝
1995/11/25,3歳抽せん馬特別(500万下),1400,ダ,500万,9.1勝
1995/11/25,衣笠特別(900万下),1800,芝,900万,8.2勝
1995/11/25,リバーサイドS(OP),1400,ダ,OP,6.OP
1995/11/25,4歳以上900万下,1800,ダ,900万,8.2勝
1995/11/19,3歳新馬,1600,芝,新馬,o.未勝利
1995/11/19,4歳未勝利,1000,ダ,未勝利,o.未勝利
1995/11/19,4歳未勝利,1800,芝,未勝利,o.未勝利
1995/11/19,4歳未勝利,1200,芝,未勝利,o.未勝利
1995/11/19,4歳未勝利,1700,ダ,未勝利,o.未勝利
1995/11/19,4歳未勝利,2000,芝,未勝利,o.未勝利
1995/11/19,4歳未勝利,1600,芝,未勝利,o.未勝利
1995/11/19,4歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/19,弥彦特別(500万下),1600,芝,500万,9.1勝
1995/11/19,福島3歳S(OP),1200,芝,OP,6.OP
1995/11/19,福島記念(G3),2000,芝,G3,3.G3
1995/11/19,4歳以上500万下,1700,ダ,500万,9.1勝
1995/11/19,3歳新馬,1600,芝,新馬,o.未勝利
1995/11/19,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/11/19,3歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/19,3歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/19,4歳以上500万下,1400,ダ,500万,9.1勝
1995/11/19,障害4歳以上OP,3300,障,OP,6.OP
1995/11/19,4歳以上900万下,1800,芝,900万,8.2勝
1995/11/19,4歳以上500万下,2300,芝,500万,9.1勝
1995/11/19,府中3歳S(OP),1800,芝,OP,6.OP
1995/11/19,ノベンバーS(1500万下),1600,芝,1500万,7.3勝
1995/11/19,ブラジルC(OP),2100,ダ,OP,6.OP
1995/11/19,4歳以上900万下,1200,ダ,900万,8.2勝
1995/11/19,3歳未勝利,1400,ダ,未勝利,o.未勝利
1995/11/19,3歳未勝利,1200,ダ,未勝利,o.未勝利
1995/11/19,3歳新馬,1400,ダ,新馬,o.未勝利
1995/11/19,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/19,4歳以上500万下,1800,ダ,500万,9.1勝
1995/11/19,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/19,白菊賞(500万下),1600,芝,500万,9.1勝
1995/11/19,舞鶴特別(500万下),2400,芝,500万,9.1勝
1995/11/19,御陵特別(900万下),1400,ダ,900万,8.2勝
1995/11/19,花背特別(900万下),1200,芝,900万,8.2勝
1995/11/19,マイルチャンピオンS(G1),1600,芝,G1,1.G1
1995/11/19,4歳以上900万下,1800,ダ,900万,8.2勝
1995/11/18,3歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/18,4歳未勝利,1700,ダ,未勝利,o.未勝利
1995/11/18,4歳未勝利,2200,芝,未勝利,o.未勝利
1995/11/18,4歳未勝利,1200,ダ,未勝利,o.未勝利
1995/11/18,4歳未勝利,1200,芝,未勝利,o.未勝利
1995/11/18,4歳未勝利,1700,ダ,未勝利,o.未勝利
1995/11/18,4歳未勝利,1600,芝,未勝利,o.未勝利
1995/11/18,4歳未勝利,2000,芝,未勝利,o.未勝利
1995/11/18,新発田特別(500万下),1200,芝,500万,9.1勝
1995/11/18,瓢湖特別(500万下),2000,芝,500万,9.1勝
1995/11/18,加治川特別(900万下),1800,芝,900万,8.2勝
1995/11/18,4歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/18,3歳未勝利,1400,ダ,未勝利,o.未勝利
1995/11/18,3歳未勝利,1800,芝,未勝利,o.未勝利
1995/11/18,3歳新馬,1600,ダ,新馬,o.未勝利
1995/11/18,3歳新馬,1400,芝,新馬,o.未勝利
1995/11/18,4歳以上500万下,1600,芝,500万,9.1勝
1995/11/18,4歳以上500万下,1600,芝,500万,9.1勝
1995/11/18,4歳以上500万下,1800,芝,500万,9.1勝
1995/11/18,3歳抽せん馬特別(500万下),1400,ダ,500万,9.1勝
1995/11/18,4歳以上900万下,1400,芝,900万,8.2勝
1995/11/18,霜月S(1500万下),1600,ダ,1500万,7.3勝
1995/11/18,アルゼンチン共和国杯(G2),2500,芝,G2,2.G2
1995/11/18,4歳以上900万下,1600,ダ,900万,8.2勝
1995/11/18,3歳未勝利,1400,ダ,未勝利,o.未勝利
1995/11/18,3歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/18,3歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/18,3歳新馬,1600,芝,新馬,o.未勝利
1995/11/18,障害4歳以上未勝利,2910,障,未勝利,o.未勝利
1995/11/18,4歳以上500万下,1800,ダ,500万,9.1勝
1995/11/18,4歳以上500万下,1400,ダ,500万,9.1勝
1995/11/18,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/18,もちの木賞(500万下),1400,ダ,500万,9.1勝
1995/11/18,北大路特別(900万下),2000,芝,900万,8.2勝
1995/11/18,比叡S(1500万下),2000,芝,1500万,7.3勝
1995/11/18,4歳以上900万下,1200,ダ,900万,8.2勝
1995/11/12,3歳新馬,1200,芝,新馬,o.未勝利
1995/11/12,4歳未勝利,1200,ダ,未勝利,o.未勝利
1995/11/12,4歳未勝利,2000,芝,未勝利,o.未勝利
1995/11/12,4歳未勝利,1600,芝,未勝利,o.未勝利
1995/11/12,4歳未勝利,1700,ダ,未勝利,o.未勝利
1995/11/12,4歳未勝利,1400,芝,未勝利,o.未勝利
1995/11/12,4歳未勝利,1800,芝,未勝利,o.未勝利
1995/11/12,4歳未勝利,1600,芝,未勝利,o.未勝利
1995/11/12,湯ノ谷特別(500万下),1200,ダ,500万,9.1勝
1995/11/12,浦佐特別(500万下),1800,芝,500万,9.1勝
1995/11/12,平ヶ岳特別(900万下),1400,芝,900万,8.2勝
1995/11/12,4歳未勝利,1200,芝,未勝利,o.未勝利
1995/11/12,3歳未勝利,1600,ダ,未勝利,o.未勝利
1995/11/12,3歳新馬,1200,ダ,新馬,o.未勝利
1995/11/12,3歳新馬,1400,芝,新馬,o.未勝利
1995/11/12,4歳以上500万下,1200,ダ,500万,9.1勝
1995/11/12,4歳以上500万下,1400,芝,500万,9.1勝
1995/11/12,障害4歳以上未勝利,3100,障,未勝利,o.未勝利
1995/11/12,4歳以上500万下,1400,芝,500万,9.1勝
1995/11/12,4歳以上500万下,1600,ダ,500万,9.1勝
1995/11/12,TVKテレビ賞(900万下),2400,芝,900万,8.2勝
1995/11/12,ユートピアS(1500万下),1400,芝,1500万,7.3勝
1995/11/12,富士S(OP),1800,芝,OP,6.OP
