開催日,レース名,距離,地肌,クラス
1983/12/25,3歳未勝利,1200,ダ,未勝利
1983/12/25,3歳未勝利,1600,芝,未勝利
1983/12/25,3歳新馬,1200,ダ,新馬
1983/12/25,3歳新馬,1600,芝,新馬
1983/12/25,4歳以上400万下,2400,ダ,400万
1983/12/25,万両賞(400万下),1800,芝,400万
1983/12/25,南総特別(800万下),2200,芝,800万
1983/12/25,4歳以上800万下,1800,ダ,800万
1983/12/25,有馬記念(OP),2500,芝,OP
1983/12/25,4歳以上1300万下,1800,ダ,1300万
1983/12/25,3歳未勝利,1200,ダ,未勝利
1983/12/25,3歳未勝利,1200,ダ,未勝利
1983/12/25,3歳新馬,1600,芝,新馬
1983/12/25,4歳以上400万下,1800,ダ,400万
1983/12/25,4歳以上勝入400万円以下,3200,障,400万
1983/12/25,4歳以上400万下,1800,ダ,400万
1983/12/25,4歳以上800万下,1700,ダ,800万
1983/12/25,4歳以上800万下,1600,芝,800万
1983/12/25,シクラメン賞(800万下),1600,芝,800万
1983/12/25,夙川特別(800万下),2200,芝,800万
1983/12/25,阪神大賞典(OP),3000,芝,OP
1983/12/25,4歳以上1300万下,1700,ダ,1300万
1983/12/24,3歳未勝利,1200,ダ,未勝利
1983/12/24,3歳未勝利,1600,芝,未勝利
1983/12/24,3歳新馬,1600,芝,新馬
1983/12/24,4歳以上400万下,1800,ダ,400万
1983/12/24,4歳以上400万下,1800,ダ,400万
1983/12/24,4歳以上未勝利,3200,障,未勝利
1983/12/24,4歳以上800万下,2400,ダ,800万
1983/12/24,4歳以上800万下,2000,芝,800万
1983/12/24,ひいらぎ賞(800万下),1800,芝,800万
1983/12/24,中山大障害(OP),4100,障,OP
1983/12/24,クリスマスS(1800万円以下),2200,芝,1800万
1983/12/24,4歳以上,1600,芝,
1983/12/24,3歳未勝利,1200,ダ,未勝利
1983/12/24,3歳未勝利,1600,芝,未勝利
1983/12/24,3歳新馬,1200,ダ,新馬
1983/12/24,3歳新馬,1400,芝,新馬
1983/12/24,4歳以上未勝利,3000,障,未勝利
1983/12/24,4歳以上400万下,1800,ダ,400万
1983/12/24,4歳以上400万下,1600,芝,400万
1983/12/24,4歳以上800万下,2000,芝,800万
1983/12/24,万両賞(400万下),1400,芝,400万
1983/12/24,千種川特別(800万下),2000,芝,800万
1983/12/24,サンタクロースH(1300万下),2500,芝,1300万
1983/12/24,4歳以上800万下,1800,ダ,800万
