開催日,レース名,距離,地肌,クラス,通時
2008/12/20,2歳新馬,1800,ダ,新馬,o.未勝利
2008/12/20,2歳新馬,1600,芝,新馬,o.未勝利
2008/12/20,3歳以上500万下,1200,ダ,500万,9.1勝
2008/12/20,3歳以上1000万下,1800,ダ,1000万,8.2勝
2008/12/20,ひいらぎ賞(500万下),1600,芝,500万,9.1勝
2008/12/20,仲冬S(1600万下),1200,ダ,1600万,7.3勝
2008/12/20,ディセンバーS(OP),1800,芝,OP,6.OP
2008/12/20,3歳以上1000万下,1600,芝,1000万,8.2勝
2008/12/20,2歳未勝利,1700,ダ,未勝利,o.未勝利
2008/12/20,3歳以上500万下,1000,ダ,500万,9.1勝
2008/12/20,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/20,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/12/20,3歳以上500万下,1000,ダ,500万,9.1勝
2008/12/20,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/20,3歳以上500万下,2300,ダ,500万,9.1勝
2008/12/20,3歳以上500万下,1800,芝,500万,9.1勝
2008/12/20,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/20,つわぶき賞(500万下),1200,芝,500万,9.1勝
2008/12/20,愛知杯(G3),2000,芝,G3,3.G3
2008/12/20,天竜川特別(1000万下),2500,芝,1000万,8.2勝
2008/12/20,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/12/20,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/20,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/12/20,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/12/20,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/12/20,2歳新馬,1800,ダ,新馬,o.未勝利
2008/12/20,2歳新馬,1800,芝,新馬,o.未勝利
2008/12/20,3歳以上500万下,1200,ダ,500万,9.1勝
2008/12/20,北摂特別(1000万下),1400,芝,1000万,8.2勝
2008/12/20,猪名川特別(1000万下),1800,芝,1000万,8.2勝
2008/12/20,大阪スポーツ杯(1600万下),1800,ダ,1600万,7.3勝
2008/12/20,3歳以上1000万下,1400,ダ,1000万,8.2勝
2008/12/14,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/14,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/12/14,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/12/14,障害3歳以上未勝利,2880,障,未勝利,o.未勝利
2008/12/14,2歳新馬,1200,ダ,新馬,o.未勝利
2008/12/14,2歳新馬,2000,芝,新馬,o.未勝利
2008/12/14,2歳500万下,1800,ダ,500万,9.1勝
2008/12/14,3歳以上500万下,1200,ダ,500万,9.1勝
2008/12/14,舞浜特別(1000万下),1800,ダ,1000万,8.2勝
2008/12/14,美浦S(1600万下),2200,芝,1600万,7.3勝
2008/12/14,カペラS(G3),1200,ダ,G3,3.G3
2008/12/14,3歳以上1000万下,1800,芝,1000万,8.2勝
2008/12/14,2歳未勝利,1000,ダ,未勝利,o.未勝利
2008/12/14,2歳未勝利,1700,ダ,未勝利,o.未勝利
2008/12/14,3歳以上500万下,1000,ダ,500万,9.1勝
2008/12/14,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/14,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/14,2歳新馬,1200,芝,新馬,o.未勝利
2008/12/14,3歳以上500万下,2000,芝,500万,9.1勝
2008/12/14,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/14,3歳以上500万下,1200,芝,500万,9.1勝
2008/12/14,報知杯中京2歳S(OP),1800,芝,OP,6.OP
2008/12/14,豊明特別(1000万下),1800,芝,1000万,8.2勝
2008/12/14,伊吹山特別(1000万下),1200,芝,1000万,8.2勝
2008/12/14,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/14,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/12/14,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/12/14,2歳新馬,1400,ダ,新馬,o.未勝利
2008/12/14,2歳新馬,1600,芝,新馬,o.未勝利
2008/12/14,3歳以上1000万下,1800,ダ,1000万,8.2勝
2008/12/14,3歳以上1000万下,1600,芝,1000万,8.2勝
2008/12/14,3歳以上1000万下,1200,ダ,1000万,8.2勝
2008/12/14,エリカ賞(500万下),2000,芝,500万,9.1勝
2008/12/14,六甲アイランドS(1600万下),1400,芝,1600万,7.3勝
2008/12/14,阪神ジュベナイルF(G1),1600,芝,G1,1.G1
2008/12/14,御影S(1600万下),1400,ダ,1600万,7.3勝
2008/12/13,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/13,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/12/13,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/12/13,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/12/13,2歳新馬,1600,芝,新馬,o.未勝利
2008/12/13,2歳新馬,1800,ダ,新馬,o.未勝利
2008/12/13,3歳以上500万下,2500,ダ,500万,9.1勝
2008/12/13,3歳以上1000万下,1200,ダ,1000万,8.2勝
2008/12/13,黒松賞(500万下),1200,芝,500万,9.1勝
2008/12/13,南総特別(1000万下),1200,ダ,1000万,8.2勝
2008/12/13,北総S(1600万下),1800,ダ,1600万,7.3勝
2008/12/13,3歳以上1000万下,1600,芝,1000万,8.2勝
2008/12/13,2歳未勝利,1700,ダ,未勝利,o.未勝利
2008/12/13,3歳以上500万下,1000,ダ,500万,9.1勝
2008/12/13,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/13,2歳未勝利,2000,芝,未勝利,o.未勝利
2008/12/13,3歳以上500万下,1700,ダ,500万,9.1勝
2008/12/13,2歳新馬,2000,芝,新馬,o.未勝利
2008/12/13,3歳以上500万下,2300,ダ,500万,9.1勝
2008/12/13,3歳以上500万下,2500,芝,500万,9.1勝
2008/12/13,3歳以上500万下,1200,芝,500万,9.1勝
2008/12/13,鳴海特別(1000万下),1700,ダ,1000万,8.2勝
2008/12/13,中日新聞杯(G3),2000,芝,G3,3.G3
2008/12/13,犬山特別(500万下),1800,芝,500万,9.1勝
2008/12/13,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/13,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/12/13,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/12/13,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/12/13,2歳新馬,1200,芝,新馬,o.未勝利
2008/12/13,2歳500万下,1400,芝,500万,9.1勝
2008/12/13,3歳以上500万下,1400,ダ,500万,9.1勝
2008/12/13,三木ホースランドJS(OP),3900,障,OP,6.OP
2008/12/13,境港特別(1000万下),2200,芝,1000万,8.2勝
2008/12/13,元町S(1600万下),2000,芝,1600万,7.3勝
2008/12/13,ベテルギウスS(OP),2000,ダ,OP,6.OP
2008/12/13,3歳以上1000万下,1400,ダ,1000万,8.2勝
2008/12/07,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/07,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/12/07,2歳未勝利,2000,芝,未勝利,o.未勝利
2008/12/07,障害3歳以上未勝利,2880,障,未勝利,o.未勝利
2008/12/07,2歳新馬,1800,ダ,新馬,o.未勝利
2008/12/07,2歳新馬,1200,芝,新馬,o.未勝利
2008/12/07,2歳500万下,1200,ダ,500万,9.1勝
2008/12/07,3歳以上1000万下,1800,ダ,1000万,8.2勝
2008/12/07,クリスマスローズS(OP),1200,芝,OP,6.OP
2008/12/07,アクアラインS(1600万下),1200,ダ,1600万,7.3勝
2008/12/07,ターコイズS(OP),1600,芝,OP,6.OP
2008/12/07,3歳以上1000万下,2500,芝,1000万,8.2勝
2008/12/07,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/12/07,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/07,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/12/07,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/12/07,2歳新馬,1800,ダ,新馬,o.未勝利
2008/12/07,2歳新馬,2000,芝,新馬,o.未勝利
2008/12/07,3歳以上500万下,1800,ダ,500万,9.1勝
2008/12/07,3歳以上1000万下,1400,ダ,1000万,8.2勝
2008/12/07,千両賞(500万下),1600,芝,500万,9.1勝
2008/12/07,ゴールデンブーツT(1000万下),2000,芝,1000万,8.2勝
2008/12/07,ジャパンカップダート(G1),1800,ダ,G1,1.G1
2008/12/07,ゴールデンホイップT(1600万下),1600,芝,1600万,7.3勝
2008/12/06,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/12/06,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/12/06,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/12/06,2歳新馬,1200,ダ,新馬,o.未勝利
2008/12/06,2歳新馬,1800,芝,新馬,o.未勝利
2008/12/06,3歳以上500万下,1800,ダ,500万,9.1勝
2008/12/06,3歳以上1000万下,1200,芝,1000万,8.2勝
2008/12/06,3歳以上1000万下,1200,ダ,1000万,8.2勝
2008/12/06,イルミネーションJS(OP),3570,障,OP,6.OP
2008/12/06,葉牡丹賞(500万下),2000,芝,500万,9.1勝
2008/12/06,ステイヤーズS(G2),3600,芝,G2,2.G2
2008/12/06,市川S(1600万下),1200,芝,1600万,7.3勝
2008/12/06,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/12/06,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/12/06,2歳未勝利,2000,芝,未勝利,o.未勝利
2008/12/06,障害3歳以上未勝利,2970,障,未勝利,o.未勝利
2008/12/06,2歳新馬,1400,ダ,新馬,o.未勝利
2008/12/06,2歳新馬,1400,芝,新馬,o.未勝利
2008/12/06,3歳以上500万下,1800,芝,500万,9.1勝
2008/12/06,3歳以上1000万下,2000,ダ,1000万,8.2勝
2008/12/06,ポインセチア賞(500万下),1400,ダ,500万,9.1勝
2008/12/06,ゴールデンサドルT(1000万下),1400,芝,1000万,8.2勝
2008/12/06,鳴尾記念(G3),1800,芝,G3,3.G3
2008/12/06,ゴールデンスパーT(1600万下),1800,ダ,1600万,7.3勝
2008/11/30,2歳未勝利,1600,ダ,未勝利,o.未勝利
2008/11/30,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/11/30,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/11/30,2歳新馬,1600,ダ,新馬,o.未勝利
2008/11/30,2歳新馬,2000,芝,新馬,o.未勝利
2008/11/30,3歳以上500万下,2400,芝,500万,9.1勝
2008/11/30,ベゴニア賞(500万下),1600,芝,500万,9.1勝
2008/11/30,シャングリラ賞(1000万下),1600,ダ,1000万,8.2勝
2008/11/30,ウェルカムS(1600万下),2000,芝,1600万,7.3勝
2008/11/30,ジャパンC(G1),2400,芝,G1,1.G1
2008/11/30,アプローズ賞(1000万下),1600,芝,1000万,8.2勝
2008/11/30,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/11/30,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/11/30,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/11/30,障害3歳以上未勝利,2910,障,未勝利,o.未勝利
2008/11/30,2歳新馬,1200,ダ,新馬,o.未勝利
2008/11/30,2歳新馬,2000,芝,新馬,o.未勝利
2008/11/30,3歳以上500万下,1200,ダ,500万,9.1勝
2008/11/30,3歳以上500万下,1800,ダ,500万,9.1勝
2008/11/30,白菊賞(500万下),1600,芝,500万,9.1勝
2008/11/30,北國新聞杯(1000万下),1800,ダ,1000万,8.2勝
2008/11/30,醍醐S(1600万下),1200,芝,1600万,7.3勝
2008/11/30,3歳以上1000万下,1200,芝,1000万,8.2勝
2008/11/29,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/11/29,2歳未勝利,1300,ダ,未勝利,o.未勝利
2008/11/29,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/11/29,障害3歳以上未勝利,3000,障,未勝利,o.未勝利
2008/11/29,2歳新馬,1400,芝,新馬,o.未勝利
2008/11/29,2歳新馬,1600,芝,新馬,o.未勝利
2008/11/29,2歳500万下,1600,ダ,500万,9.1勝
2008/11/29,3歳以上500万下,1600,ダ,500万,9.1勝
2008/11/29,セレブレイション賞(1000万下),1400,芝,1000万,8.2勝
2008/11/29,オリエンタル賞(1000万下),2000,芝,1000万,8.2勝
2008/11/29,キャピタルS(OP),1600,芝,OP,6.OP
2008/11/29,3歳以上1000万下,1400,ダ,1000万,8.2勝
2008/11/29,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/11/29,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/11/29,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/11/29,障害3歳以上OP,3170,障,OP,6.OP
2008/11/29,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/11/29,2歳新馬,1600,芝,新馬,o.未勝利
2008/11/29,3歳以上500万下,1800,ダ,500万,9.1勝
2008/11/29,3歳以上1000万下,1200,ダ,1000万,8.2勝
2008/11/29,京都2歳S(OP),2000,芝,OP,6.OP
2008/11/29,山科特別(1000万下),1400,ダ,1000万,8.2勝
2008/11/29,京阪杯(G3),1200,芝,G3,3.G3
2008/11/29,3歳以上500万下,1600,芝,500万,9.1勝
2008/11/24,2歳未勝利,1150,ダ,未勝利,o.未勝利
2008/11/24,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/24,3歳以上500万下,1150,ダ,500万,9.1勝
2008/11/24,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/11/24,3歳以上500万下,2400,ダ,500万,9.1勝
2008/11/24,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/24,3歳以上500万下,1200,芝,500万,9.1勝
2008/11/24,3歳以上500万下,1800,芝,500万,9.1勝
2008/11/24,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/24,福島2歳S(OP),1200,芝,OP,6.OP
2008/11/24,福島記念(G3),2000,芝,G3,3.G3
2008/11/24,みちのく特別(1000万下),1200,芝,1000万,8.2勝
2008/11/24,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/11/24,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/11/24,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/11/24,障害3歳以上未勝利,2910,障,未勝利,o.未勝利
2008/11/24,2歳新馬,1200,芝,新馬,o.未勝利
2008/11/24,2歳新馬,1400,芝,新馬,o.未勝利
2008/11/24,3歳以上1000万下,1800,ダ,1000万,8.2勝
2008/11/24,3歳以上1000万下,1400,ダ,1000万,8.2勝
2008/11/24,もちの木賞(500万下),1800,ダ,500万,9.1勝
2008/11/24,修学院S(1600万下),2000,芝,1600万,7.3勝
2008/11/24,トパーズS(OP),1800,ダ,OP,6.OP
2008/11/24,3歳以上500万下,2000,芝,500万,9.1勝
2008/11/23,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/11/23,2歳未勝利,1600,ダ,未勝利,o.未勝利
2008/11/23,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/11/23,障害3歳以上未勝利,3000,障,未勝利,o.未勝利
2008/11/23,2歳新馬,1400,芝,新馬,o.未勝利
2008/11/23,2歳新馬,1800,芝,新馬,o.未勝利
2008/11/23,2歳500万下,1400,芝,500万,9.1勝
2008/11/23,3歳以上500万下,1300,ダ,500万,9.1勝
2008/11/23,tvk賞(1000万下),1800,芝,1000万,8.2勝
2008/11/23,奥多摩S(1600万下),1400,芝,1600万,7.3勝
2008/11/23,霜月S(OP),1400,ダ,OP,6.OP
2008/11/23,3歳以上1000万下,1600,ダ,1000万,8.2勝
2008/11/23,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/11/23,2歳未勝利,1800,ダ,未勝利,o.未勝利
2008/11/23,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/11/23,2歳未勝利,2000,芝,未勝利,o.未勝利
2008/11/23,2歳新馬,1400,ダ,新馬,o.未勝利
2008/11/23,2歳新馬,1800,芝,新馬,o.未勝利
2008/11/23,2歳500万下,1400,芝,500万,9.1勝
2008/11/23,3歳以上500万下,1400,ダ,500万,9.1勝
2008/11/23,八瀬特別(1000万下),2400,芝,1000万,8.2勝
2008/11/23,宝ケ池特別(1000万下),1400,芝,1000万,8.2勝
2008/11/23,マイルチャンピオンS(G1),1600,芝,G1,1.G1
2008/11/23,貴船S(1600万下),1200,ダ,1600万,7.3勝
2008/11/22,2歳新馬,1700,ダ,新馬,o.未勝利
2008/11/22,3歳以上500万下,1000,ダ,500万,9.1勝
2008/11/22,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/22,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/11/22,3歳以上500万下,1150,ダ,500万,9.1勝
2008/11/22,3歳以上500万下,1800,芝,500万,9.1勝
2008/11/22,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/22,3歳以上500万下,2000,芝,500万,9.1勝
2008/11/22,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/22,岩谷特別(500万下),1200,芝,500万,9.1勝
2008/11/22,三春駒特別(1000万下),1800,芝,1000万,8.2勝
2008/11/22,霊山特別(500万下),2600,芝,500万,9.1勝
2008/11/22,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/11/22,2歳未勝利,1600,芝,未勝利,o.未勝利
2008/11/22,2歳未勝利,2000,芝,未勝利,o.未勝利
2008/11/22,2歳新馬,1400,ダ,新馬,o.未勝利
2008/11/22,2歳新馬,1400,芝,新馬,o.未勝利
2008/11/22,3歳以上500万下,1600,ダ,500万,9.1勝
2008/11/22,3歳以上1000万下,1300,ダ,1000万,8.2勝
2008/11/22,秋陽ジャンプS(OP),3300,障,OP,6.OP
2008/11/22,甲斐路特別(1000万下),2100,ダ,1000万,8.2勝
2008/11/22,銀嶺S(1600万下),1400,ダ,1600万,7.3勝
2008/11/22,東京スポーツ杯2歳S(G3),1800,芝,G3,3.G3
2008/11/22,3歳以上1000万下,1400,芝,1000万,8.2勝
2008/11/16,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/11/16,2歳未勝利,2000,芝,未勝利,o.未勝利
2008/11/16,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/16,3歳以上500万下,1200,芝,500万,9.1勝
2008/11/16,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/16,3歳以上500万下,2000,芝,500万,9.1勝
2008/11/16,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/16,3歳以上500万下,1800,芝,500万,9.1勝
2008/11/16,3歳以上500万下,1700,ダ,500万,9.1勝
2008/11/16,須賀川特別(1000万下),1200,芝,1000万,8.2勝
2008/11/16,東北S(1600万下),1700,ダ,1600万,7.3勝
2008/11/16,相馬特別(500万下),1150,ダ,500万,9.1勝
2008/11/16,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/11/16,2歳未勝利,1600,ダ,未勝利,o.未勝利
2008/11/16,2歳未勝利,1400,芝,未勝利,o.未勝利
2008/11/16,障害3歳以上未勝利,3000,障,未勝利,o.未勝利
2008/11/16,2歳新馬,1600,ダ,新馬,o.未勝利
2008/11/16,2歳新馬,2000,芝,新馬,o.未勝利
2008/11/16,3歳以上500万下,1400,ダ,500万,9.1勝
2008/11/16,3歳以上1000万下,2000,芝,1000万,8.2勝
2008/11/16,赤松賞(500万下),1600,芝,500万,9.1勝
2008/11/16,ノベンバーS(1600万下),1800,芝,1600万,7.3勝
2008/11/16,オーロC(OP),1400,芝,OP,6.OP
2008/11/16,3歳以上1000万下,1600,ダ,1000万,8.2勝
2008/11/16,2歳未勝利,1200,ダ,未勝利,o.未勝利
2008/11/16,2歳未勝利,1400,ダ,未勝利,o.未勝利
2008/11/16,2歳未勝利,1800,芝,未勝利,o.未勝利
2008/11/16,2歳新馬,1600,芝,新馬,o.未勝利
2008/11/16,2歳新馬,2000,芝,新馬,o.未勝利
2008/11/16,3歳以上500万下,1200,ダ,500万,9.1勝
2008/11/16,3歳以上1000万下,1400,芝,1000万,8.2勝
2008/11/16,3歳以上1000万下,1800,ダ,1000万,8.2勝
2008/11/16,黄菊賞(500万下),1800,芝,500万,9.1勝
2008/11/16,比叡S(1600万下),2400,芝,1600万,7.3勝
2008/11/16,エリザベス女王杯(G1),2200,芝,G1,1.G1
2008/11/16,ドンカスターS(1600万下),1800,ダ,1600万,7.3勝
2008/11/15,2歳未勝利,1200,芝,未勝利,o.未勝利
2008/11/15,2歳新馬,1200,芝,新馬,o.未勝利
2008/11/15,3歳以上500万下,1000,ダ,500万,9.1勝
2008/11/15,3歳以上500万下,1700,ダ,500万,9.1勝
