開催日,レース名,距離,地肌,クラス
2014/12/28,2歳未勝利,1200,ダ,未勝利
2014/12/28,2歳新馬,1800,ダ,新馬
2014/12/28,2歳未勝利,2000,芝,未勝利
2014/12/28,2歳新馬,1600,芝,新馬
2014/12/28,3歳以上500万下,1800,ダ,500万
2014/12/28,3歳以上1000万下,1200,ダ,1000万
2014/12/28,グッドラックH(1000万下),2500,芝,1000万
2014/12/28,フェアウェルS(1600万下),1800,ダ,1600万
2014/12/28,ホープフルS(G2),2000,芝,G2
2014/12/28,有馬記念(G1),2500,芝,G1
2014/12/28,ハッピーエンドC(1000万下),1200,芝,1000万
2014/12/28,2歳未勝利,1800,ダ,未勝利
2014/12/28,2歳未勝利,1400,芝,未勝利
2014/12/28,2歳未勝利,1800,芝,未勝利
2014/12/28,障害3歳以上未勝利,2970,障,未勝利
2014/12/28,2歳新馬,1400,芝,新馬
2014/12/28,3歳以上500万下,1800,ダ,500万
2014/12/28,3歳以上500万下,1400,ダ,500万
2014/12/28,3歳以上1000万下,1200,ダ,1000万
2014/12/28,千両賞(500万下),1600,芝,500万
2014/12/28,江坂特別(1000万下),2400,芝,1000万
2014/12/28,カウントダウンS(1600万下),2000,芝,1600万
2014/12/28,2014ファイナルS(OP),1400,ダ,OP
2014/12/27,2歳未勝利,1200,ダ,未勝利
2014/12/27,2歳未勝利,1800,ダ,未勝利
2014/12/27,2歳新馬,1200,ダ,新馬
2014/12/27,障害3歳以上未勝利,2880,障,未勝利
2014/12/27,2歳未勝利,1600,芝,未勝利
2014/12/27,2歳新馬,2000,芝,新馬
2014/12/27,2歳500万下,1200,ダ,500万
2014/12/27,3歳以上1000万下,1800,ダ,1000万
2014/12/27,クリスマスローズS(OP),1200,芝,OP
2014/12/27,グレイトフルS(1600万下),2200,芝,1600万
2014/12/27,師走S(OP),1800,ダ,OP
2014/12/27,3歳以上500万下,2000,芝,500万
2014/12/27,2歳未勝利,1800,ダ,未勝利
2014/12/27,2歳未勝利,1200,ダ,未勝利
2014/12/27,2歳未勝利,1400,ダ,未勝利
2014/12/27,2歳未勝利,1600,芝,未勝利
2014/12/27,2歳新馬,1800,芝,新馬
2014/12/27,2歳新馬,1800,ダ,新馬
2014/12/27,3歳以上500万下,2200,芝,500万
2014/12/27,3歳以上1000万下,2000,ダ,1000万
2014/12/27,エリカ賞(500万下),2000,芝,500万
2014/12/27,妙見山S(1600万下),1400,ダ,1600万
2014/12/27,阪神C(G2),1400,芝,G2
2014/12/27,3歳以上1000万下,1600,芝,1000万
2014/12/21,2歳未勝利,1200,ダ,未勝利
2014/12/21,2歳未勝利,1800,ダ,未勝利
2014/12/21,2歳未勝利,1200,芝,未勝利
2014/12/21,2歳未勝利,2000,芝,未勝利
2014/12/21,2歳新馬,1200,ダ,新馬
2014/12/21,2歳新馬,1800,芝,新馬
2014/12/21,3歳以上500万下,1800,ダ,500万
2014/12/21,3歳以上1000万下,1800,ダ,1000万
2014/12/21,ひいらぎ賞(500万下),1600,芝,500万
2014/12/21,仲冬S(1600万下),1200,ダ,1600万
2014/12/21,ディセンバーS(OP),1800,芝,OP
2014/12/21,3歳以上1000万下,1600,芝,1000万
2014/12/21,2歳未勝利,1800,ダ,未勝利
2014/12/21,3歳以上500万下,1900,ダ,500万
2014/12/21,3歳以上500万下,1200,ダ,500万
2014/12/21,障害3歳以上未勝利,3000,障,未勝利
2014/12/21,障害3歳以上未勝利,3000,障,未勝利
2014/12/21,2歳未勝利,1400,芝,未勝利
2014/12/21,3歳以上500万下,1400,ダ,500万
2014/12/21,3歳以上500万下,1800,ダ,500万
2014/12/21,3歳以上500万下,2000,芝,500万
2014/12/21,桑名特別(500万下),1200,芝,500万
2014/12/21,名古屋日刊スポーツ杯(1000万下),2200,芝,1000万
2014/12/21,大須特別(500万下),1400,ダ,500万
2014/12/21,2歳未勝利,1400,ダ,未勝利
2014/12/21,2歳未勝利,1800,ダ,未勝利
2014/12/21,2歳未勝利,2000,芝,未勝利
2014/12/21,2歳未勝利,1600,芝,未勝利
2014/12/21,2歳新馬,2000,芝,新馬
2014/12/21,2歳500万下,1200,芝,500万
2014/12/21,3歳以上500万下,1200,ダ,500万
2014/12/21,3歳以上1000万下,1800,ダ,1000万
2014/12/21,元町S(1600万下),1600,芝,1600万
2014/12/21,ベテルギウスS(OP),2000,ダ,OP
2014/12/21,朝日フューチュリティ(G1),1600,芝,G1
2014/12/21,クリスマスキャロル賞(1000万下),1400,ダ,1000万
2014/12/20,2歳未勝利,1200,ダ,未勝利
2014/12/20,2歳未勝利,1800,ダ,未勝利
2014/12/20,2歳未勝利,1600,芝,未勝利
2014/12/20,2歳未勝利,1800,芝,未勝利
2014/12/20,2歳新馬,1800,ダ,新馬
2014/12/20,2歳新馬,1600,芝,新馬
2014/12/20,3歳以上500万下,1200,ダ,500万
2014/12/20,3歳以上500万下,2500,ダ,500万
2014/12/20,茨城新聞杯(1000万下),1200,ダ,1000万
2014/12/20,クリスマスC(1600万下),1200,芝,1600万
2014/12/20,中山大障害(J.G1),4100,障,G1
2014/12/20,白井特別(1000万下),2000,芝,1000万
2014/12/20,2歳未勝利,1200,ダ,未勝利
2014/12/20,3歳以上500万下,1800,ダ,500万
2014/12/20,3歳以上500万下,1400,ダ,500万
2014/12/20,2歳未勝利,2000,芝,未勝利
2014/12/20,2歳新馬,1800,ダ,新馬
2014/12/20,3歳以上500万下,1400,芝,500万
2014/12/20,3歳以上500万下,1200,ダ,500万
2014/12/20,3歳以上500万下,2200,芝,500万
2014/12/20,3歳以上500万下,1800,ダ,500万
2014/12/20,つわぶき賞(500万下),1400,芝,500万
2014/12/20,愛知杯(G3),2000,芝,G3
2014/12/20,中京日経賞(1000万下),1600,芝,1000万
2014/12/20,2歳未勝利,1400,ダ,未勝利
2014/12/20,2歳未勝利,1200,ダ,未勝利
2014/12/20,2歳未勝利,1800,ダ,未勝利
2014/12/20,2歳未勝利,1200,芝,未勝利
2014/12/20,2歳新馬,1600,芝,新馬
2014/12/20,2歳新馬,1200,ダ,新馬
2014/12/20,3歳以上500万下,1800,ダ,500万
2014/12/20,3歳以上1000万下,1200,芝,1000万
2014/12/20,樅の木賞(500万下),1800,ダ,500万
2014/12/20,摩耶S(1600万下),1800,ダ,1600万
2014/12/20,リゲルS(OP),1600,芝,OP
2014/12/20,3歳以上1000万下,1800,芝,1000万
2014/12/14,2歳未勝利,1200,ダ,未勝利
2014/12/14,2歳未勝利,1800,ダ,未勝利
2014/12/14,2歳未勝利,1600,芝,未勝利
2014/12/14,2歳未勝利,1800,芝,未勝利
2014/12/14,2歳新馬,1800,ダ,新馬
2014/12/14,2歳新馬,2000,芝,新馬
2014/12/14,2歳500万下,1800,ダ,500万
2014/12/14,3歳以上1000万下,1200,ダ,1000万
2014/12/14,チバテレ杯(1000万下),1200,芝,1000万
2014/12/14,美浦S(1600万下),1800,芝,1600万
2014/12/14,カペラS(G3),1200,ダ,G3
2014/12/14,3歳以上500万下,1800,芝,500万
2014/12/14,2歳未勝利,1800,ダ,未勝利
2014/12/14,3歳以上500万下,1900,ダ,500万
2014/12/14,3歳以上500万下,1200,ダ,500万
2014/12/14,障害3歳以上未勝利,3000,障,未勝利
2014/12/14,2歳未勝利,1600,芝,未勝利
2014/12/14,2歳新馬,2000,芝,新馬
2014/12/14,3歳以上500万下,1800,ダ,500万
2014/12/14,3歳以上500万下,1400,ダ,500万
2014/12/14,3歳以上500万下,1800,ダ,500万
2014/12/14,こうやまき賞(500万下),1600,芝,500万
2014/12/14,遠州灘特別(1000万下),2000,芝,1000万
2014/12/14,犬山特別(500万下),1400,芝,500万
2014/12/14,2歳未勝利,1200,ダ,未勝利
2014/12/14,2歳未勝利,1800,ダ,未勝利
2014/12/14,2歳未勝利,1400,芝,未勝利
2014/12/14,2歳新馬,1400,ダ,新馬
2014/12/14,2歳新馬,1800,芝,新馬
2014/12/14,3歳以上500万下,1400,ダ,500万
2014/12/14,3歳以上500万下,1800,芝,500万
2014/12/14,3歳以上1000万下,1800,ダ,1000万
2014/12/14,境港特別(1000万下),2200,芝,1000万
2014/12/14,オリオンS(1600万下),2400,芝,1600万
2014/12/14,阪神ジュベナイルF(G1),1600,芝,G1
2014/12/14,御影S(1600万下),1400,ダ,1600万
2014/12/13,2歳未勝利,1200,ダ,未勝利
2014/12/13,2歳未勝利,1800,ダ,未勝利
2014/12/13,2歳未勝利,1800,ダ,未勝利
2014/12/13,2歳未勝利,2000,芝,未勝利
2014/12/13,2歳新馬,1200,ダ,新馬
2014/12/13,2歳新馬,1600,芝,新馬
2014/12/13,3歳以上500万下,1200,ダ,500万
2014/12/13,3歳以上1000万下,2400,ダ,1000万
2014/12/13,黒松賞(500万下),1200,芝,500万
2014/12/13,北総S(1600万下),1800,ダ,1600万
2014/12/13,ラピスラズリS(OP),1200,芝,OP
2014/12/13,3歳以上1000万下,1800,芝,1000万
2014/12/13,2歳未勝利,1400,ダ,未勝利
2014/12/13,3歳以上500万下,1800,ダ,500万
2014/12/13,3歳以上500万下,1200,ダ,500万
2014/12/13,障害3歳以上未勝利,3000,障,未勝利
2014/12/13,障害3歳以上OP,3300,障,OP
2014/12/13,2歳未勝利,2000,芝,未勝利
2014/12/13,3歳以上500万下,1400,ダ,500万
2014/12/13,3歳以上500万下,2000,芝,500万
2014/12/13,3歳以上500万下,1800,ダ,500万
2014/12/13,長良川特別(500万下),2200,芝,500万
2014/12/13,浜松特別(1000万下),1800,ダ,1000万
2014/12/13,豊川特別(500万下),1600,芝,500万
2014/12/13,2歳未勝利,1800,ダ,未勝利
2014/12/13,2歳未勝利,1400,ダ,未勝利
2014/12/13,2歳未勝利,1600,芝,未勝利
2014/12/13,2歳未勝利,1800,芝,未勝利
2014/12/13,2歳新馬,1200,芝,新馬
2014/12/13,2歳新馬,1800,ダ,新馬
2014/12/13,2歳500万下,1200,ダ,500万
2014/12/13,3歳以上500万下,1800,ダ,500万
2014/12/13,高砂特別(1000万下),1200,ダ,1000万
2014/12/13,六甲アイランドS(1600万下),1400,芝,1600万
2014/12/13,チャレンジC(G3),1800,芝,G3
2014/12/13,3歳以上1000万下,1600,芝,1000万
2014/12/07,2歳未勝利,1200,ダ,未勝利
2014/12/07,2歳未勝利,1800,ダ,未勝利
2014/12/07,2歳未勝利,1200,芝,未勝利
2014/12/07,2歳未勝利,2000,芝,未勝利
2014/12/07,2歳新馬,1200,ダ,新馬
2014/12/07,2歳新馬,1800,芝,新馬
2014/12/07,2歳500万下,1200,ダ,500万
2014/12/07,3歳以上500万下,1200,ダ,500万
2014/12/07,松戸特別(1000万下),1800,ダ,1000万
2014/12/07,市川S(1600万下),1600,芝,1600万
2014/12/07,ターコイズS(OP),1600,芝,OP
2014/12/07,3歳以上1000万下,2500,芝,1000万
2014/12/07,2歳未勝利,1400,ダ,未勝利
2014/12/07,3歳以上500万下,1800,ダ,500万
2014/12/07,3歳以上500万下,1900,ダ,500万
2014/12/07,2歳未勝利,1600,芝,未勝利
2014/12/07,2歳新馬,1400,芝,新馬
2014/12/07,3歳以上500万下,2200,芝,500万
2014/12/07,3歳以上500万下,1400,ダ,500万
2014/12/07,3歳以上500万下,1200,芝,500万
2014/12/07,栄特別(500万下),2000,芝,500万
2014/12/07,クロフネC(1600万下),1200,芝,1600万
2014/12/07,チャンピオンズC(G1),1800,ダ,G1
2014/12/07,鳴海特別(1000万下),1200,ダ,1000万
2014/12/07,2歳未勝利,1200,ダ,未勝利
2014/12/07,2歳未勝利,1800,ダ,未勝利
2014/12/07,2歳未勝利,2000,芝,未勝利
2014/12/07,障害3歳以上未勝利,2970,障,未勝利
2014/12/07,2歳新馬,1600,芝,新馬
2014/12/07,2歳新馬,1400,芝,新馬
2014/12/07,3歳以上1000万下,2000,芝,1000万
2014/12/07,3歳以上500万下,1200,ダ,500万
2014/12/07,シクラメン賞(500万下),1800,芝,500万
2014/12/07,堺S(1600万下),1800,ダ,1600万
2014/12/07,タンザナイトS(OP),1400,芝,OP
2014/12/07,3歳以上1000万下,1400,ダ,1000万
2014/12/06,2歳未勝利,1200,ダ,未勝利
2014/12/06,2歳未勝利,1800,ダ,未勝利
2014/12/06,2歳未勝利,1800,芝,未勝利
2014/12/06,2歳新馬,1800,ダ,新馬
2014/12/06,2歳新馬,1200,芝,新馬
2014/12/06,3歳以上500万下,1800,ダ,500万
2014/12/06,3歳以上1000万下,1200,ダ,1000万
2014/12/06,イルミネーションJS(OP),3210,障,OP
2014/12/06,葉牡丹賞(500万下),2000,芝,500万
2014/12/06,アクアラインS(1600万下),1200,ダ,1600万
2014/12/06,ステイヤーズS(G2),3600,芝,G2
2014/12/06,3歳以上1000万下,1600,芝,1000万
2014/12/06,2歳未勝利,1800,ダ,未勝利
2014/12/06,3歳以上500万下,1200,ダ,500万
2014/12/06,3歳以上500万下,1400,ダ,500万
2014/12/06,2歳未勝利,1200,芝,未勝利
2014/12/06,3歳以上500万下,1800,ダ,500万
2014/12/06,3歳以上500万下,1400,芝,500万
2014/12/06,3歳以上500万下,1800,ダ,500万
2014/12/06,3歳以上500万下,1200,ダ,500万
2014/12/06,3歳以上500万下,1600,芝,500万
2014/12/06,寒椿賞(500万下),1400,ダ,500万
2014/12/06,金鯱賞(G2),2000,芝,G2
2014/12/06,鳥羽特別(1000万下),1200,芝,1000万
2014/12/06,2歳未勝利,1200,ダ,未勝利
2014/12/06,2歳未勝利,1800,ダ,未勝利
2014/12/06,2歳未勝利,1400,ダ,未勝利
2014/12/06,2歳未勝利,1600,芝,未勝利
2014/12/06,2歳未勝利,1800,芝,未勝利
2014/12/06,2歳新馬,1400,ダ,新馬
2014/12/06,2歳新馬,2000,芝,新馬
2014/12/06,3歳以上500万下,2000,ダ,500万
2014/12/06,万両賞(500万下),1400,芝,500万
2014/12/06,赤穂特別(1000万下),1800,ダ,1000万
2014/12/06,逆瀬川S(1600万下),1800,芝,1600万
2014/12/06,3歳以上1000万下,1400,芝,1000万
2014/11/30,2歳未勝利,1600,ダ,未勝利
2014/11/30,2歳未勝利,1400,ダ,未勝利
2014/11/30,2歳未勝利,1800,芝,未勝利
2014/11/30,2歳新馬,1600,芝,新馬
2014/11/30,2歳新馬,2000,芝,新馬
2014/11/30,3歳以上500万下,1400,ダ,500万
2014/11/30,ベゴニア賞(500万下),1600,芝,500万
2014/11/30,マーヴェラスJT(1000万下),1600,ダ,1000万
2014/11/30,キャピタルS(OP),1600,芝,OP
2014/11/30,プロミネントJT(1600万下),2000,芝,1600万
2014/11/30,ジャパンC(G1),2400,芝,G1
2014/11/30,2歳未勝利,1200,ダ,未勝利
2014/11/30,2歳未勝利,1400,ダ,未勝利
2014/11/30,2歳未勝利,1800,芝,未勝利
2014/11/30,障害3歳以上OP,3170,障,OP
2014/11/30,2歳新馬,1800,芝,新馬
2014/11/30,2歳新馬,1400,芝,新馬
2014/11/30,3歳以上500万下,1600,芝,500万
2014/11/30,3歳以上1000万下,1200,ダ,1000万
2014/11/30,白菊賞(500万下),1600,芝,500万
2014/11/30,蹴上特別(1000万下),1900,ダ,1000万
