開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2022/11/12,5東京3,晴,5,2歳新馬,,芝1600,11,良,1:34.1,36.4-34.0,ライトクオンタム,ルメール,[西]武幸四郎,アンリーロード,ラブリーハーツ
2022/11/12,5東京3,晴,6,3歳以上1勝クラス,,芝1800,15,良,1:46.5,36.1-33.9,セラフィナイト,マーカン,[東]宮田敬介,モカフラワー,ホーリーエンブレム
2022/11/12,5東京3,晴,7,3歳以上1勝クラス,,ダ2100,13,良,2:11.4,30.6-37.4,メイプルリッジ,ムーア,[東]堀宣行,スリーエクスプレス,キタサンドーシン
2022/11/12,5東京3,晴,8,3歳以上2勝クラス,,ダ1600,16,良,1:36.6,35.0-36.7,ウィルソンテソーロ,戸崎圭太,[東]田中博康,ダイシンピスケス,カフェプリンセス
2022/11/12,5東京3,晴,9,オキザリス賞(1勝クラス),,ダ1400,16,良,1:25.1,34.9-38.1,ペリエール,福永祐一,[東]黒岩陽一,スクーバー,オメガシンフォニー
2022/11/12,5東京3,晴,10,奥多摩S(3勝クラス),,芝1400,16,良,1:20.8,35.2-33.8,ルチェカリーナ,鮫島克駿,[西]高橋義忠,ショウナンアレス,アネゴハダ
2022/11/12,5東京3,晴,11,東京中日S杯武蔵野S(G3),,ダ1600,16,良,1:35.6,35.8-35.5,ギルデッドミラー,三浦皇成,[西]松永幹夫,レモンポップ,バスラットレオン
2022/11/12,5東京3,晴,12,3歳以上2勝クラス,,芝1800,9,良,1:45.1,34.5-35.9,レヴァンジル,ムーア,[東]堀宣行,レッドロワ,アドマイヤハレー
2022/11/12,5阪神3,晴,1,2歳未勝利,,ダ1800,7,良,1:55.1,36.8-39.3,クレメダンジュ,和田竜二,[西]鈴木孝志,グァルジャー,フラワートゥループ
2022/11/12,5阪神3,晴,2,2歳未勝利,,ダ1400,15,良,1:24.5,35.4-36.4,エンペラーワケア,松山弘平,[西]杉山晴紀,マンノライトニング,ミヤジシャルマン
2022/11/12,5阪神3,晴,3,2歳未勝利,,芝2000,11,良,2:01.0,36.3-35.2,セレンディピティ,松山弘平,[西]音無秀孝,ファームツエンティ,カズボニファシオ
2022/11/12,5阪神3,晴,4,2歳新馬,,ダ1800,9,良,1:55.7,38.6-37.6,サンデーファンデー,武豊,[西]音無秀孝,バックトゥザライト,アウトレンジ
2022/11/12,5阪神3,晴,5,2歳新馬,,芝1600,13,良,1:34.5,35.5-35.0,エンファサイズ,藤岡康太,[西]四位洋文,ケイデンシーマーク,ヴィヴィッシモ
2022/11/12,5阪神3,晴,6,3歳以上1勝クラス,,ダ1400,15,良,1:24.0,34.4-37.5,テイエムランウェイ,岩田望来,[西]飯田雄三,サトノテンペスト,モナルヒ
2022/11/12,5阪神3,晴,7,3歳以上1勝クラス,,ダ1200,16,良,1:12.7,35.4-37.3,ゼットノヴァ,幸英明,[西]吉田直弘,ティントリップ,ニホンピロクリーク
2022/11/12,5阪神3,晴,8,京都ジャンプS(J.G3),,障3140,13,良,3:26.2,103.0-0.0,ホッコーメヴィウス,黒岩悠,[西]清水久詞,マサハヤドリーム,スマートアペックス
2022/11/12,5阪神3,晴,9,岸和田S(3勝クラス),,芝2000,9,良,1:59.8,37.4-34.6,ニホンピロスクーロ,吉田隼人,[西]服部利之,ビューティーウェイ,セファーラジエル
2022/11/12,5阪神3,晴,10,堺S(3勝クラス),,ダ1800,14,良,1:51.2,36.1-38.0,フィロロッソ,池添謙一,[西]中竹和也,ステイブルアスク,メイショウユズルハ
2022/11/12,5阪神3,晴,11,デイリー杯2歳S(G2),,芝1600,10,良,1:33.2,35.3-34.2,オールパルフェ,大野拓弥,[東]和田雄二,ダノンタッチダウン,ショーモン
2022/11/12,5阪神3,晴,12,3歳以上2勝クラス,,芝1400,11,良,1:21.9,36.3-33.6,アグリ,Ｃ．デム,[西]安田隆行,トーホウラビアン,メイショウドウドウ
