開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2022/10/22,4東京6,曇,9,アイビーS(L),,芝1800,8,良,1:47.5,35.5-34.6,チャンスザローゼス,川田将雅,[西]中内田充,シャンドゥレール,オープンファイア
2022/10/22,4東京6,曇,10,赤富士S(3勝クラス),,ダ2100,11,良,2:11.0,30.2-37.3,ペプチドナイル,ルメール,[西]武英智,ショウナンアーチー,シダー
2022/10/22,4東京6,曇,11,富士S(G2),,芝1600,15,良,1:32.0,34.3-34.2,セリフォス,藤岡佑介,[西]中内田充,ソウルラッシュ,ダノンスコーピオン
2022/10/22,4東京6,曇,12,3歳以上1勝クラス,,芝1800,11,良,1:48.0,36.6-34.1,カナテープ,福永祐一,[東]堀宣行,チュウワダンス,マリネロ
2022/10/22,4阪神6,曇,1,2歳未勝利,,ダ1400,12,良,1:26.4,35.2-38.6,ゼットリアン,坂井瑠星,[西]吉田直弘,キングオブザナイル,エーティースピカ
2022/10/22,4阪神6,曇,2,2歳未勝利,,芝1200,10,良,1:09.5,35.8-33.7,ルーフ,坂井瑠星,[西]清水久詞,イナフセド,ミレクイーン
2022/10/22,4阪神6,晴,3,2歳新馬,,ダ1800,10,良,1:55.8,39.1-38.5,バリアントバイオ,和田竜二,[西]今野貞一,マテンロウイーグル,タイセイウォリアー
2022/10/22,4阪神6,晴,4,2歳新馬,,芝1400,18,良,1:21.9,35.1-35.0,サザーランド,北村友一,[西]小林真也,ユリーシャ,フクノカトレア
2022/10/22,4阪神6,晴,5,2歳新馬,,芝1600,10,良,1:37.6,37.8-34.0,シングザットソング,吉田隼人,[西]高野友和,セーヌドゥレーヴ,アラメダ
2022/10/22,4阪神6,晴,6,3歳以上1勝クラス,,ダ1800,11,良,1:53.8,37.8-38.4,デルマセドナ,坂井瑠星,[西]田中克典,メイショウホタルビ,ワイドアウェイク
2022/10/22,4阪神6,晴,7,3歳以上1勝クラス,,芝2000,9,良,1:59.9,34.9-34.9,ダークエクリプス,吉田隼人,[西]今野貞一,マテンロウアレス,オメガデラックス
2022/10/22,4阪神6,晴,8,3歳以上1勝クラス,,ダ1800,9,良,1:52.9,37.3-38.0,ケイアイシェルビー,藤懸貴志,[西]平田修,ワンダフルトゥデイ,ワールドハート
2022/10/22,4阪神6,晴,9,北國新聞杯(2勝クラス),,ダ2000,10,良,2:05.7,37.4-38.2,ハイエンド,坂井瑠星,[西]清水久詞,シゲルバクハツ,ジロー
2022/10/22,4阪神6,晴,10,兵庫特別(2勝クラス),,芝2400,11,良,2:25.6,37.5-34.9,インプレス,鮫島克駿,[西]佐々木晶,レッドバリエンテ,タイムオブフライト
2022/10/22,4阪神6,晴,11,オータムリーフS(OP),,ダ1400,16,良,1:23.6,34.1-37.8,オーヴァーネクサス,北村友一,[西]松下武士,ケイアイドリー,デンコウリジエール
2022/10/22,4阪神6,晴,12,3歳以上2勝クラス,,ダ1200,14,良,1:10.7,34.3-36.4,サンライズアムール,池添謙一,[西]小林真也,イスラアネーロ,カフジエニアゴン
2022/10/16,4新潟2,晴,1,2歳未勝利,,芝1200,16,良,1:08.7,33.6-35.1,ダンシングニードル,団野大成,[西]斉藤崇史,トロピカルヒーロー,シャトーボビー
2022/10/16,4新潟2,晴,2,2歳未勝利,,芝2000,9,良,2:02.3,35.6-35.3,パクスオトマニカ,菱田裕二,[東]久保田貴,コスモバラタ,サトノシトラス
2022/10/16,4新潟2,晴,3,3歳以上1勝クラス,,ダ1200,15,良,1:11.7,34.3-37.4,オースミメッシーナ,今村聖奈,[西]宮本博,スクリーンショット,スズノナデシコ
2022/10/16,4新潟2,晴,4,2歳未勝利,,芝1600,10,良,1:37.8,37.2-33.5,トーセントラム,田中勝春,[東]小桧山悟,トーセンカタリーナ,グスタール
