開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
1996/01/21,1京都8,晴,5,障害4歳以上400万下,,障2910,7,良,3:12.5,106.0-0.0,セフティーヤシマ,古小路重,[西]上田三千,バンブーナポレオネ,マルブツリード,3:３歳以上,1020.0
1996/01/21,1京都8,晴,6,4歳以上500万下,,ダ1400,9,稍,1:25.6,36.4-37.2,ウッドスペクター,松永幹夫,[西]中村好夫,ビートパッション,リンデングローブ,3:３歳以上,740.0
1996/01/21,1京都8,晴,7,4歳新馬,,芝2000,12,良,2:03.7,34.8-37.8,ヒシビート,角田晃一,[西]佐山優,トウカイホール,ミルキーサークル,2:３歳,590.0
1996/01/21,1京都8,晴,8,4歳以上900万下,,ダ1800,12,稍,1:51.4,35.8-38.5,メイショウアムール,安田康彦,[西]高橋成忠,ワイエムルーブル,ベイストリート,3:３歳以上,1010.0
1996/01/21,1京都8,晴,9,若駒S(OP),,芝2000,10,良,2:03.4,37.8-34.9,ヒシナタリー,角田晃一,[西]佐山優,ザフォリア,メイデンホーク,2:３歳,1800.0
1996/01/21,1京都8,晴,10,羅生門S(1500万下),,ダ1200,16,稍,1:10.9,34.4-36.5,イブキハイシーザー,角田晃一,[西]中尾謙太,キングアドマイヤ,ホースフォース,3:３歳以上,1740.0
1996/01/21,1京都8,晴,11,日経新春杯(G2),,芝2400,12,良,2:26.7,35.2-35.9,ハギノリアルキング,藤田伸二,[西]小林稔,スギノブルボン,トウカイパレス,3:３歳以上,6400.0
1996/01/21,1京都8,晴,12,4歳以上900万下,,ダ1200,12,稍,1:11.6,35.0-36.6,ヒシチーム,藤田伸二,[西]佐山優,エイシンオーガスタ,ナムラソレイユ,3:３歳以上,1010.0
1996/01/20,1東京7,雪,1,4歳未勝利,,ダ1400,14,重,1:27.7,35.5-39.7,フジノリュウオー,岡部幸雄,[東]蛯名信広,クライムオントップ,ユーコータイム,2:３歳,500.0
1996/01/20,1東京7,曇,2,4歳未勝利,,ダ1200,11,重,1:14.1,36.2-37.9,タイキブルック,岡部幸雄,[東]宗像義忠,ハイフレンドバード,マイアミナッソー,2:３歳,500.0
1996/01/20,1東京7,曇,3,4歳新馬,,ダ1400,14,重,1:26.4,35.2-38.6,ラブチューン,加藤和宏,[東]小西一男,キョウエイカナ,ハートステイジ,2:３歳,590.0
1996/01/20,1東京7,曇,4,4歳以上500万下,,ダ1600,16,重,1:39.5,35.6-39.3,ゼスト,小野次郎,[東]高松邦男,グランドムール,ニッポーシンオー,3:３歳以上,740.0
1996/01/20,1東京7,曇,6,4歳新馬,,ダ1400,14,重,1:27.4,36.0-38.4,アイシャルテイオー,四位洋文,[東]久保田敏,ダイワルーベンス,ドリームベルビュー,2:３歳,590.0
1996/01/20,1東京7,曇,7,4歳新馬,,ダ1400,14,重,1:27.7,36.5-38.5,ヨシハリケーン,柴田善臣,[東]石毛善彦,ヒゼンウタヒメ,トップフォーム,2:３歳,590.0
1996/01/20,1東京7,曇,8,ジュニアC(OP),,ダ1600,5,重,1:38.9,36.4-37.5,イシノサンデー,四位洋文,[西]山内研二,グランキャノネイド,マウンテンストーン,2:３歳,1800.0
1996/01/20,1東京7,曇,9,4歳以上500万下,,ダ1400,14,重,1:26.7,35.9-38.2,ベストロダン,蛯名正義,[東]古賀史生,ウメノボンド,オノデンオージャ,3:３歳以上,740.0
1996/01/20,1東京7,曇,10,頌春賞(900万下),,ダ1400,8,重,1:24.5,35.2-37.4,ヒロストラート,大塚栄三,[東]山田要一,メイジフレッシュ,エーピーダンサー,3:３歳以上,1380.0
1996/01/20,1東京7,曇,11,初富士S(1500万下),,ダ1600,11,重,1:37.4,35.7-37.4,ヒゼンマサムネ,横山典弘,[東]伊藤正徳,アミサイクロン,ゲイリーゴールド,3:３歳以上,1740.0
1996/01/20,1東京7,曇,12,4歳以上900万下,,ダ1200,12,重,1:13.1,35.8-37.3,ロータリーペガサス,坂井千明,[東]中尾銑治,ヤクモワイルド,ダイワエミネント,3:３歳以上,1010.0
1996/01/20,1京都7,曇,1,4歳未勝利,,ダ1800,9,重,1:54.9,37.5-38.6,メイショウシズカ,角田晃一,[西]坂口正大,メジロパートナー,テルノヒリュウ,2:３歳,500.0
