開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1983/09/11,2函館4,晴,1,4歳未勝利,,ダ1000,12,稍,1:00.2,,チェリーノーザン,武田悟,田中康三,ダイナファイアー,コクサイトップ
1983/09/11,2函館4,晴,2,3歳新馬,,芝1200,6,重,1:15.5,,トウホーカムリ,柴田政人,山本正司,マサタイヨウ,タニワカタイショウ
1983/09/11,2函館4,晴,3,4歳未勝利,,ダ1000,12,良,1:00.8,,タイユーホー,昆貢,庄野穂積,ビクトリアハンター,イスズランナー
1983/09/11,2函館4,晴,4,4歳以上400万下,,芝1800,7,稍,1:54.3,,アーリー,柴田政人,伊藤雄二,ソデノクイン,イースタンゴッド
1983/09/11,2函館4,晴,5,4歳以上400万下,,芝2000,8,稍,2:07.2,,テイクオンダンサー,的場均,和田正道,サミーシンセイ,ヒカリジンデン
1983/09/11,2函館4,晴,6,すずらん賞(OP),,芝1000,11,稍,1:01.0,,マーサレッド,松田幸春,中村好夫,ハクバテンリュウ,ダイドウシェリー
1983/09/11,2函館4,晴,7,北海ハンデキャップ(800万下),,芝2000,15,稍,2:06.6,,ダイゴパワー,栗田伸一,戌亥信義,ドントマインド,ペルセポリス
1983/09/11,2函館4,晴,8,UHB杯(OP),,芝1700,6,稍,1:47.1,,シーハスラー,田島良保,戌亥信義,バンブトンゲート,キョウエイアセント
1983/09/11,2函館4,晴,9,4歳以上400万下,,芝1200,13,稍,1:13.1,,シャダイハーモニー,田面木博公,伊藤雄二,ホワイトガーナ,アケルナー
1983/09/11,4中山2,曇,1,4歳以上,,ダ1800,7,良,1:53.8,,ローレルスポット,坂井千明,新関力,ハリーアップ,イナリカモン
1983/09/11,4中山2,曇,2,3歳新馬,,芝1200,7,良,1:11.3,,ミスレイ,堀井雅広,宮沢今朝太郎,モンテカホー,タニノフウリン
1983/09/11,4中山2,曇,3,3歳新馬,,芝1200,7,良,1:10.8,,ゼダーンメロディ,田村正光,元石孝昭,アームタロー,ミリタリークロス
1983/09/11,4中山2,曇,4,4歳未勝利,,ダ1800,8,良,1:54.3,,キョウエイハード,増沢末夫,境勝太郎,キヨノリ,ダイワショット
1983/09/11,4中山2,曇,5,3歳未勝利,,芝1200,9,良,1:11.0,,テリアンパープル,杉浦宏昭,二本柳俊夫,ユーコーファイター,アイバンホー
1983/09/11,4中山2,曇,6,4歳未勝利,,ダ1800,9,良,1:54.4,,マルサハート,三浦堅治,小西喜蔵,シュンギョウ,ジーガーエルスト
1983/09/11,4中山2,小雨,7,4歳未勝利,,ダ1700,11,良,1:46.2,,デリンジャーアモン,増沢末夫,佐藤征助,チャンピオンヒウマ,サンエイボーイ
1983/09/11,4中山2,小雨,8,4歳以上400万下,,ダ1200,14,良,1:11.3,,ドナテルラ,田村正光,佐々木猛,サントノーレル,フレールディベール
1983/09/11,4中山2,曇,9,富里特別(400万下),,芝2200,9,良,2:16.0,,レインボーローズ,増沢末夫,田村勝男,オカポート,シリコンファースト
1983/09/11,4中山2,曇,10,江戸川特別(800万下),,芝1200,12,良,1:08.6,,キョウエイアーマー,小島太,高木良三,ハイコーナー,エースパシフィック
1983/09/11,4中山2,曇,11,京王杯オータムH(OP),,芝1800,7,良,1:47.6,,キヨヒダカ,蛯沢誠治,森安弘昭,ダンシングファイタ,オリオンヤマト
