開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
1983/05/29,3東京4,曇,5,4歳400万下,,芝1800,11,良,1:51.5,,アイノレディー,蛯沢誠治,成宮明光,ミホノマドンナ,ブライトアーチ,2:３歳,470.0
1983/05/29,3東京4,曇,6,駒草賞(800万下),,芝2000,10,良,2:03.5,,サクセスダイナ,郷原洋行,田中朋次郎,エリモカーン,カネミチシオ,2:３歳,860.0
1983/05/29,3東京4,曇,7,むらさき賞(1300万下),,芝1800,12,良,1:50.0,,ファイブトップ,小宮敬三,森末之助,シンガポールシチー,グレートフィーバー,4:４歳以上,1020.0
1983/05/29,3東京4,曇,8,5歳以上400万下,,芝1600,9,良,1:38.4,,マークリカチドキ,菅沼輝正,矢野幸夫,アイサダエース,オンワードミリオン,4:４歳以上,480.0
1983/05/29,3東京4,曇,9,東京優駿(OP),,芝2400,21,良,2:29.5,,ミスターシービー,吉永正人,松山康久,メジロモンスニー,ビンゴカンタ,2:３歳,7200.0
1983/05/29,3東京4,晴,10,5歳以上800万下,,芝1400,13,良,1:25.3,,レディージュエル,平目孝志,松永勇,メーテル,ラッキーアイサダ,4:４歳以上,630.0
1983/05/29,3阪神4,晴,1,4歳以上,,ダ1200,9,良,1:15.2,,エアーシャトル,森次男,田中良平,アインゴウユウ,リネンパレード,3:３歳以上,470.0
1983/05/29,3阪神4,晴,2,4歳未勝利,,ダ1700,10,良,1:49.0,,スパークルタテヤマ,武邦彦,安田伊佐夫,ロングエーワン,ダイナターボ,2:３歳,330.0
1983/05/29,3阪神4,晴,3,4歳未勝利,,ダ1800,9,良,1:57.2,,キャロルバンブー,岩元市三,布施正,ニシノブルメン,スコールハンニャ,2:３歳,330.0
1983/05/29,3阪神4,晴,4,4歳未勝利,,芝1900,12,良,1:58.0,,シンコウチドリ,安田隆行,梶与三男,エジードオー,レッドベロナ,2:３歳,330.0
1983/05/29,3阪神4,晴,5,4歳未勝利,,芝1400,12,良,1:24.5,,スカイガンダム,南井克巳,宇田明彦,カルストンダンサー,ヤマニンクリスタル,2:３歳,330.0
1983/05/29,3阪神4,晴,6,4歳未勝利,,芝1400,12,良,1:24.8,,ヒルゼンプリンス,桜井誠二,戌亥信義,ハヤトセイハ,ファンドリサブ,2:３歳,330.0
1983/05/29,3阪神4,晴,7,4歳400万下,,芝2000,9,良,2:01.4,,スナークプリンス,加用正,橋口弘次郎,エリモルーラー,セントラルシチー,2:３歳,470.0
1983/05/29,3阪神4,晴,8,5歳以上400万下,,ダ1800,13,良,1:55.6,,オーエンドール,南井克巳,安田伊佐夫,イワキメロディー,ホースメンワンダー,4:４歳以上,480.0
1983/05/29,3阪神4,晴,9,グラジオラス賞(400万下),,芝1600,10,良,1:36.3,,タニイチネイティブ,今岡正,梅内慶蔵,ネーハイアンサー,ハンキジゾウ,2:３歳,630.0
1983/05/29,3阪神4,晴,10,三宮特別(800万下),,芝2000,10,良,2:01.2,,タニノカツクニ,白坂宗治,宮本悳,マルブツゴッド,エイシンカヌート,4:４歳以上,860.0
1983/05/29,3阪神4,晴,11,エメラルドS(1300万下),,芝1400,10,良,1:22.6,,キミノトウコウ,河内洋,領家政蔵,ダイタクソアラ,ラッキーウルフ,4:４歳以上,1020.0
1983/05/29,3阪神4,晴,12,5歳以上800万下,,ダ1200,10,良,1:13.6,,スズカレリック,米元孝一,田之上勲,ジョーベゼクリク,ケイファースト,4:４歳以上,630.0
1983/05/28,3東京3,曇,1,4歳未勝利,,ダ1600,13,良,1:40.1,,サンサルート,佐藤吉勝,坂本栄三郎,ジツゲツ,ノーベルテイ,2:３歳,330.0
1983/05/28,3東京3,曇,2,4歳未勝利,,芝1800,11,良,1:52.5,,シービーロマンス,竹原啓二,松山吉三郎,ハヤサクラクイーン,メアリシロー,2:３歳,330.0
