開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2013/03/23,2阪神1,晴,7,4歳以上500万下,,芝2200,11,良,2:14.9,36.6-36.0,ゴットマスタング,藤田伸二,[西]木原一良,ブランクヴァース,モーレツ
2013/03/23,2阪神1,晴,8,4歳以上500万下,,ダ1200,16,良,1:11.9,34.7-37.2,エーシンシャラク,浜中俊,[西]小崎憲,メイショウノーベル,ジャマイカジョー
2013/03/23,2阪神1,晴,9,君子蘭賞(500万下),,芝1800,10,良,1:48.0,36.0-35.0,ティアーモ,藤岡佑介,[西]藤岡健一,ディープサウス,オーキッドレイ
2013/03/23,2阪神1,晴,10,鳴門S(1600万下),,ダ1400,16,良,1:23.3,34.0-37.2,セイカプリコーン,川田将雅,[西]服部利之,ホクセツキングオー,サンライズブレット
2013/03/23,2阪神1,晴,11,毎日杯(G3),,芝1800,13,良,1:46.2,34.8-35.8,キズナ,武豊,[西]佐々木晶,ガイヤースヴェルト,バッドボーイ
2013/03/23,2阪神1,晴,12,4歳以上1000万下,,芝1600,10,良,1:34.6,35.8-34.8,ロードエアフォース,池添謙一,[西]笹田和秀,ヴァリアシオン,メイショウヤタロウ
2013/03/17,2中山8,晴,1,3歳未勝利,,ダ1200,16,良,1:13.4,34.7-38.7,モレサンドニ,蛯名正義,[東]武藤善則,ビックファントム,マキャヴェッリ
2013/03/17,2中山8,晴,2,3歳未勝利,,ダ1800,16,良,1:56.7,36.9-40.8,ベリートゥベリー,横山典弘,[東]鈴木伸尋,アイアムライジング,グランデアリュール
2013/03/17,2中山8,晴,3,3歳未勝利,,ダ1200,16,良,1:13.2,35.3-37.9,アイネクライネ,Ｃ．デム,[東]矢野英一,タマノエスペランサ,ブロンドヒロイン
2013/03/17,2中山8,晴,4,3歳新馬,,ダ1800,16,良,1:56.5,37.9-39.1,セツナ,戸崎圭太,[東]田村康仁,コナピーベリー,エルドリッジ
2013/03/17,2中山8,晴,5,3歳未勝利,,芝1800,16,良,1:49.8,37.0-36.1,マイネルバランシン,戸崎圭太,[東]清水英克,マイネグロリアーナ,テンミライ
2013/03/17,2中山8,晴,6,3歳500万下,,芝1600,14,良,1:35.2,35.6-35.6,バロンドゥフォール,蛯名正義,[東]久保田貴,インプロヴァイズ,モンテエベレスト
2013/03/17,2中山8,晴,7,4歳以上500万下,,ダ1800,9,良,1:55.2,38.5-38.6,レッドフォルツァ,北村宏司,[東]藤沢和雄,センキ,ダイゴロー
2013/03/17,2中山8,晴,8,4歳以上500万下,,芝2000,16,良,2:01.2,35.8-34.9,ロンギングダンサー,石橋脩,[東]勢司和浩,エバーグリーン,ディーエスライダー
2013/03/17,2中山8,晴,9,館山特別(1000万下),,芝2000,8,良,2:01.6,36.9-35.3,エクセリオン,北村宏司,[東]栗田博憲,マイネルシュライ,ユウターウェーヴ
2013/03/17,2中山8,晴,10,下総S(1600万下),,ダ1800,16,良,1:52.6,36.6-38.0,アントニオピサ,Ｃ．デム,[西]角田晃一,トウショウクラウン,エーシンリボルバー
2013/03/17,2中山8,晴,11,フジTVスプリングS(G2),,芝1800,16,良,1:47.8,36.8-35.6,ロゴタイプ,Ｃ．デム,[東]田中剛,タマモベストプレイ,マイネルホウオウ
2013/03/17,2中山8,晴,12,4歳以上1000万下,,ダ1200,16,良,1:12.7,36.0-36.7,ウッドシップ,横山典弘,[東]石栗龍彦,ヘアーオブザドッグ,ピグマリオン
2013/03/17,2中京4,晴,1,3歳未勝利,,ダ1800,14,良,1:55.1,36.9-39.3,メイショウユウヤケ,横山和生,[西]増本豊,ボーラキアーラ,エーシンオマーン
2013/03/17,2中京4,晴,2,3歳未勝利,,ダ1800,16,良,1:55.7,37.8-38.8,ヤマニンパンテオン,伊藤工真,[東]鈴木康弘,ワイドマンボ,オリオンザムーン
