開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/11/19,5阪神5,晴,5,2歳新馬,,芝1200,14,良,1:10.3,35.4-34.9,グランテスト,坂井瑠星,[西]今野貞一,スモーキンビリー,サイレンスタイム,1:２歳,700.0
2022/11/19,5阪神5,晴,6,2歳新馬,,ダ1400,16,良,1:26.3,36.6-37.1,スマートフォルス,武豊,[西]吉村圭司,ジョヴィアン,ヘンリー,1:２歳,700.0
2022/11/19,5阪神5,晴,7,3歳以上1勝クラス,,ダ1800,11,良,1:53.4,37.2-37.0,プレミアムスマイル,Ｃ．デム,[西]池添学,メタルゴッド,アウトオブサイト,3:３歳以上,770.0
2022/11/19,5阪神5,晴,8,3歳以上2勝クラス,,ダ1200,16,良,1:11.2,34.9-36.3,イスラアネーロ,和田竜二,[西]吉村圭司,ユスティニアン,ファーンヒル,3:３歳以上,1110.0
2022/11/19,5阪神5,晴,9,出石特別(2勝クラス),,ダ1800,16,良,1:53.2,37.7-39.0,オディロン,池添謙一,[西]浜田多実,シゲルバクハツ,クリノナイスガイ,3:３歳以上,1510.0
2022/11/19,5阪神5,晴,10,尼崎S(3勝クラス),,芝2400,12,良,2:27.9,38.0-33.7,インプレス,鮫島克駿,[西]佐々木晶,ストリクトコード,レッドヴェロシティ,3:３歳以上,1840.0
2022/11/19,5阪神5,晴,11,アンドロメダS(L),,芝2000,11,良,1:59.3,36.4-35.3,マテンロウレオ,横山典弘,[西]昆貢,ディープモンスター,ソフトフルート,3:３歳以上,2600.0
2022/11/19,5阪神5,晴,12,3歳以上1勝クラス,,芝1600,18,良,1:35.7,35.2-35.3,レベレンシア,鮫島克駿,[西]安田翔伍,ムーンリットナイト,ポーカー,3:３歳以上,770.0
2022/11/13,3福島4,晴,1,2歳未勝利,,ダ1700,14,良,1:48.7,30.1-39.4,スタボーンイメル,菱田裕二,[西]高橋義忠,サグアロ,イズミアマゾネス,1:２歳,520.0
2022/11/13,3福島4,晴,2,2歳未勝利,,芝2000,16,良,2:02.0,34.8-38.3,サヴォーナ,松本大輝,[西]中竹和也,ライジングホープ,スノーファンタジー,1:２歳,520.0
2022/11/13,3福島4,晴,3,3歳以上1勝クラス,,ダ1700,15,良,1:46.6,30.4-38.1,ドローム,森裕太朗,[西]飯田雄三,ビクトリアバローズ,トレッファー,3:３歳以上,385.0
2022/11/13,3福島4,晴,4,障害3歳以上未勝利,,障2750,8,良,3:03.2,107.1-0.0,ヤマニンマヒア,石神深一,[東]辻哲英,トーセンオリジン,ダンツキタイ,3:３歳以上,790.0
2022/11/13,3福島4,曇,5,障害3歳以上未勝利,,障2750,8,良,3:05.9,105.1-0.0,アームストロング,草野太郎,[東]南田美知,シーザワールド,メリディアンローグ,3:３歳以上,790.0
2022/11/13,3福島4,曇,6,3歳以上1勝クラス,,ダ1700,15,良,1:46.1,29.5-37.5,ウインアウォード,西村淳也,[西]杉山晴紀,トップスターサン,ハイラブハンター,3:３歳以上,770.0
2022/11/13,3福島4,曇,7,3歳以上1勝クラス,,芝1200,16,良,1:10.3,34.7-35.6,フリートオブフット,菅原明良,[東]奥村武,テンメジャーガール,チカリヨン,3:３歳以上,770.0
2022/11/13,3福島4,曇,8,3歳以上1勝クラス,,芝1800,16,良,1:50.2,37.3-35.4,パトリックハンサム,勝浦正樹,[東]菊沢隆徳,パーサヴィアランス,ディープレイヤー,3:３歳以上,770.0
2022/11/13,3福島4,曇,9,福島2歳S(OP),,芝1200,16,良,1:10.0,34.7-35.3,ビッグシーザー,酒井学,[西]西園正都,スプレモフレイバー,イコサン,1:２歳,1600.0
2022/11/13,3福島4,曇,10,福島放送賞(2勝クラス),,ダ1700,15,良,1:45.8,29.9-38.1,コスモセイリュウ,国分優作,[東]中野栄治,インナーアリュール,ペイシャオウユー,3:３歳以上,1510.0
2022/11/13,3福島4,曇,11,福島記念(G3),,芝2000,16,良,2:00.2,34.2-36.2,ユニコーンライオン,国分優作,[西]矢作芳人,サトノセシル,アラタ,3:３歳以上,4300.0
2022/11/13,3福島4,曇,12,3歳以上1勝クラス,,ダ1150,16,良,1:08.8,32.2-36.6,ユウグロスファクタ,西村淳也,[西]新谷功一,ザアトム,サンフィニティ,3:３歳以上,770.0
