開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/08/06,2新潟3,晴,1,2歳未勝利,,芝2000,9,良,2:01.6,36.5-35.5,サイブレーカー,菅原明良,[東]武井亮,ラフィーニ,サスケ,1:２歳,520.0
2022/08/06,2新潟3,晴,2,3歳未勝利,,ダ1200,14,稍,1:11.1,34.1-37.0,クリーンジーニアス,団野大成,[西]荒川義之,セオリーリターン,ラッキーガブリエル,2:３歳,520.0
2022/08/06,2新潟3,晴,3,3歳未勝利,,芝1600,18,良,1:34.1,35.5-34.0,セキテイオー,Ｍ．デム,[東]田中剛,バーニングヒート,バーストオブカラー,2:３歳,520.0
2022/08/06,2新潟3,晴,4,3歳未勝利,,ダ1800,14,稍,1:54.5,36.0-40.0,サニーバローズ,団野大成,[西]斉藤崇史,ラウドスピリッツ,サクラソーレ,2:３歳,520.0
2022/08/06,2新潟3,晴,5,2歳新馬,,芝1800,11,良,1:48.1,35.5-34.9,フェイト,福永祐一,[西]矢作芳人,ノエマ,コスモバラタ,1:２歳,700.0
2022/08/06,2新潟3,晴,6,2歳新馬,,芝1600,18,良,1:36.2,36.4-33.9,ニシノコウフク,三浦皇成,[東]伊藤大士,ミタマ,アルヴィエンヌ,1:２歳,700.0
2022/08/06,2新潟3,晴,7,3歳未勝利,,芝1200,17,良,1:08.2,33.6-34.6,ハイパーストーム,西村淳也,[西]須貝尚介,ベルシャンテ,ホワールウィンド,2:３歳,520.0
2022/08/06,2新潟3,晴,8,3歳以上1勝クラス,,ダ1800,15,良,1:51.7,34.7-40.0,ペルアア,福永祐一,[西]野中賢二,テイエムファクター,ダノンピーカブー,3:３歳以上,770.0
2022/08/06,2新潟3,晴,9,ダリア賞(OP),,芝1400,11,良,1:21.7,34.3-35.4,ミシシッピテソーロ,木幡巧也,[東]畠山吉宏,フミサウンド,ブーケファロス,1:２歳,1600.0
2022/08/06,2新潟3,晴,10,柳都S(3勝クラス),,ダ1800,15,良,1:51.5,36.0-38.2,ノーブルシルエット,武藤雅,[東]水野貴広,リバプールタウン,ヴォワドアンジェ,3:３歳以上,1840.0
2022/08/06,2新潟3,晴,11,新潟日報賞(3勝クラス),,芝1400,18,良,1:19.7,32.8-35.6,フェルミスフィア,杉原誠人,[東]木村哲也,エルカスティージョ,アルーリングウェイ,3:３歳以上,1840.0
2022/08/06,2新潟3,晴,12,3歳以上2勝クラス,,ダ1800,15,良,1:52.7,35.2-39.6,グットディール,川田将雅,[西]須貝尚介,ダノンハイファイブ,コバルトブルー,3:３歳以上,1110.0
2022/07/31,1札幌4,晴,1,2歳未勝利,,芝1500,7,良,1:30.4,30.4-36.1,ソアラ,斎藤新,[西]高橋康之,タリエシン,サクラトップクリス,1:２歳,520.0
2022/07/31,1札幌4,晴,2,3歳未勝利,,ダ1000,12,良,0:59.6,34.6-36.5,ファンタジックラン,角田大和,[西]飯田祐史,グラサージュ,ヒメカミノカゼ,2:３歳,520.0
2022/07/31,1札幌4,晴,3,3歳未勝利,,ダ1700,14,良,1:47.0,30.3-38.1,クインズジョイフル,小林凌大,[東]小島茂之,カフジペンタゴン,アグネスリュウ,2:３歳,520.0
2022/07/31,1札幌4,晴,4,3歳未勝利,,芝2000,13,良,2:01.9,35.2-37.4,ブルーロワイヤル,角田大和,[西]音無秀孝,キセキノエンジェル,クトゥネシリカ,2:３歳,520.0
2022/07/31,1札幌4,晴,5,2歳新馬,,芝2000,6,良,2:03.4,37.4-35.7,ウェイビー,鮫島克駿,[西]西村真幸,ライツオブキングス,ナチュラルリバー,1:２歳,700.0
2022/07/31,1札幌4,晴,6,3歳以上1勝クラス,,ダ1000,12,良,0:59.5,34.7-36.4,カネコメシスター,斎藤新,[西]中尾秀正,プリティインピンク,ベルマーレミノル,3:３歳以上,770.0
2022/07/31,1札幌4,晴,7,3歳以上1勝クラス,,芝2000,14,良,2:01.5,35.9-36.6,ウインチェレステ,松岡正海,[東]畠山吉宏,マイネルトルファン,エスコバル,3:３歳以上,770.0
2022/07/31,1札幌4,晴,8,3歳以上1勝クラス,,ダ1700,14,良,1:46.0,30.4-38.0,ミラキュラスライト,横山武史,[東]萩原清,スミ,サトノスライヴ,3:３歳以上,770.0
