開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/12/11,6中京4,晴,5,2歳新馬,,ダ1400,12,良,1:26.8,34.9-39.7,アステロイドメア,横山琉人,[東]武市康男,サンライズプライド,グシチャンノソラ,1:２歳,700.0
2022/12/11,6中京4,晴,6,3歳以上1勝クラス,,ダ1200,15,良,1:13.2,35.1-38.1,アタカンテ,鷲頭虎太,[西]藤原英昭,スマイルバック,サバンナチャンス,3:３歳以上,770.0
2022/12/11,6中京4,晴,7,3歳以上1勝クラス,,芝2200,12,良,2:12.5,35.7-34.9,メイショウブレゲ,今村聖奈,[西]本田優,エンドウノハナ,ブルーゲート,3:３歳以上,770.0
2022/12/11,6中京4,晴,8,3歳以上1勝クラス,,ダ1400,16,良,1:25.3,35.6-37.4,カズプレスト,亀田温心,[西]高柳大輔,スキピオ,アルバリーニョ,3:３歳以上,770.0
2022/12/11,6中京4,晴,9,大須特別(1勝クラス),,ダ1800,10,良,1:53.9,37.4-39.1,メイショウゲキリン,幸英明,[西]池添兼雄,ガラパゴス,タマモエース,3:３歳以上,1070.0
2022/12/11,6中京4,晴,10,名古屋日刊スポーツ杯(2勝クラス),,芝2000,11,良,1:59.5,36.7-34.3,ヤマニンサルバム,浜中俊,[西]中村直也,シェルビーズアイ,サウンドウォリアー,3:３歳以上,1510.0
2022/12/11,6中京4,晴,11,知立S(3勝クラス),,芝1200,16,良,1:07.2,33.4-33.8,マッドクール,藤岡康太,[西]池添学,エイシンスポッター,スンリ,3:３歳以上,1840.0
2022/12/11,6中京4,晴,12,3歳以上1勝クラス,,芝1600,16,良,1:34.3,36.1-34.7,ショウナンアデイブ,西村淳也,[西]高野友和,ダンディジャック,ロゼクラン,3:３歳以上,770.0
2022/12/11,6阪神4,曇,1,2歳未勝利,,ダ1800,9,良,1:55.7,37.0-38.7,サグアロ,松山弘平,[西]高野友和,メイショウコガシラ,ジェントルタッチ,1:２歳,520.0
2022/12/11,6阪神4,晴,2,2歳未勝利,,ダ1400,11,良,1:25.5,34.9-38.1,ドンアミティエ,松山弘平,[西]今野貞一,ヘンリー,フライングブレード,1:２歳,520.0
2022/12/11,6阪神4,晴,3,2歳未勝利,,芝1800,15,良,1:47.2,34.5-35.2,サトノグランツ,川田将雅,[西]友道康夫,エルトンバローズ,ウインルーティン,1:２歳,520.0
2022/12/11,6阪神4,晴,4,2歳新馬,,ダ1800,9,良,1:58.1,39.3-38.3,ペプチドソレイユ,横山和生,[西]武英智,ドナスウェット,ヘイチャンプ,1:２歳,700.0
2022/12/11,6阪神4,晴,5,2歳新馬,,芝1600,14,良,1:36.0,35.8-34.4,アルーリングビュー,Ｍ．デム,[西]吉村圭司,カリーナベローチェ,ポーレット,1:２歳,700.0
2022/12/11,6阪神4,晴,6,2歳1勝クラス,,ダ1200,8,良,1:12.8,35.0-37.8,パラシュラーマ,岩田望来,[西]浜田多実,ノースディーバ,ストリンジェンド,1:２歳,750.0
2022/12/11,6阪神4,曇,7,3歳以上1勝クラス,,ダ1800,10,良,1:53.3,37.1-37.7,エクセスリターン,岩田望来,[西]野中賢二,ホウオウフウジン,ロードマゼラン,3:３歳以上,770.0
2022/12/11,6阪神4,曇,8,3歳以上2勝クラス,,芝2400,10,良,2:27.2,37.9-35.2,スズカノロッソ,坂井瑠星,[東]小島茂之,サトノシャローム,ブラックシールド,3:３歳以上,1110.0
2022/12/11,6阪神4,曇,9,オリオンS(3勝クラス),,芝2200,12,良,2:13.1,35.7-36.1,スタッドリー,坂井瑠星,[西]奥村豊,ムジカ,スパイラルノヴァ,3:３歳以上,1840.0
2022/12/11,6阪神4,晴,10,竹田城S(3勝クラス),,ダ2000,12,良,2:06.8,36.8-38.2,ウェルカムニュース,イーガン,[西]池江泰寿,ハイエンド,ランスオブアース,3:３歳以上,1840.0
2022/12/11,6阪神4,晴,11,阪神ジュベナイルF(G1),,芝1600,18,良,1:33.1,33.7-36.1,リバティアイランド,川田将雅,[西]中内田充,シンリョクカ,ドゥアイズ,1:２歳,6500.0
2022/12/11,6阪神4,晴,12,夙川特別(2勝クラス),,ダ1200,16,良,1:11.7,34.9-36.8,テイエムランウェイ,岩田望来,[西]飯田雄三,ユスティニアン,パイプライン,3:３歳以上,1510.0
