開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/04/23,2阪神9,曇,9,あやめ賞(1勝クラス),,芝1800,8,良,1:47.8,36.1-34.2,セイウンプラチナ,幸英明,[東]小桧山悟,モーダルジャズ,スマートオリーブ,2:３歳,1030.0
2022/04/23,2阪神9,曇,10,丹波特別(2勝クラス),,芝1600,8,良,1:33.8,36.0-33.7,シャイニングフジ,富田暁,[西]笹田和秀,ゲバラ,リュクスポケット,4:４歳以上,1510.0
2022/04/23,2阪神9,曇,11,難波S(3勝クラス),,芝1800,7,良,1:44.7,35.1-34.0,サターン,岩田望来,[西]辻野泰之,ヒルノダカール,ムジカ,4:４歳以上,1840.0
2022/04/23,2阪神9,曇,12,4歳以上2勝クラス,,ダ1800,10,良,1:53.1,37.2-37.8,ジャスパードリーム,吉田隼人,[西]森秀行,ミッキーヌチバナ,メイショウヨシテル,4:４歳以上,1110.0
2022/04/17,1福島2,晴,1,3歳未勝利,,ダ1150,16,稍,1:08.9,31.6-37.3,テキサスフィズ,松本大輝,[西]西園正都,クリーンジーニアス,オースミメッシーナ,2:３歳,520.0
2022/04/17,1福島2,晴,2,3歳未勝利,,芝1200,16,良,1:10.6,34.5-36.1,クリノマジン,秋山稔樹,[西]高橋義忠,スーリールダンジュ,バーニーフォールズ,2:３歳,520.0
2022/04/17,1福島2,晴,3,3歳未勝利,,ダ1700,15,稍,1:46.6,30.2-38.1,クルル,横山琉人,[東]大江原哲,ロルバーンスカイ,ベニッシモ,2:３歳,520.0
2022/04/17,1福島2,晴,4,障害4歳以上未勝利,,障2750,13,良,3:00.9,106.0-0.0,ハンター,五十嵐雄,[東]村田一誠,レーヴドオルフェ,ダイメイコスモス,4:４歳以上,790.0
2022/04/17,1福島2,晴,5,障害4歳以上未勝利,,障2750,14,良,3:05.8,108.0-0.0,ハディア,伴啓太,[東]粕谷昌央,ジャディード,グランドビクトリー,4:４歳以上,790.0
2022/04/17,1福島2,晴,6,3歳未勝利,,ダ1700,14,稍,1:46.4,29.6-39.1,ケイティマジック,菊沢一樹,[東]清水英克,アオカミ,コスモツカサ,2:３歳,520.0
2022/04/17,1福島2,晴,7,4歳以上1勝クラス,,芝1800,16,良,1:50.0,36.2-37.1,トーセンメラニー,原優介,[東]小桧山悟,フォーチュンリング,エレフセリア,4:４歳以上,770.0
2022/04/17,1福島2,晴,8,4歳以上1勝クラス,,ダ1700,15,稍,1:46.2,29.6-38.5,トーアシオン,亀田温心,[東]辻哲英,テーオーバフェット,ディーエスボンバー,4:４歳以上,770.0
2022/04/17,1福島2,晴,9,医王寺特別(1勝クラス),,芝1200,15,良,1:10.5,34.1-36.4,ニューアリオン,菱田裕二,[西]新谷功一,アセンダント,ベンガン,4:４歳以上,1070.0
2022/04/17,1福島2,晴,10,ラジオ福島賞(2勝クラス),,ダ1150,16,稍,1:08.7,31.4-37.3,プラチナムレイアー,西村淳也,[西]吉岡辰弥,メサテソーロ,コズミックランナー,4:４歳以上,1510.0
2022/04/17,1福島2,晴,11,福島民報杯(L),,芝2000,16,良,1:59.9,33.2-37.0,アンティシペイト,武藤雅,[東]国枝栄,シュヴァリエローズ,プレシャスブルー,4:４歳以上,2600.0
2022/04/17,1福島2,晴,12,4歳以上1勝クラス,,芝1200,16,良,1:10.5,34.7-35.8,ハッピーペコ,西塚洸二,[東]鈴木伸尋,ホウオウエンジェル,ネオレインボウ,4:４歳以上,770.0
2022/04/17,3中山8,晴,1,3歳未勝利,,ダ1800,16,稍,1:56.5,39.2-39.0,ファイアリースカイ,田辺裕信,[東]和田勇介,ネイチャーミヤビ,キタノキャスター,2:３歳,520.0
2022/04/17,3中山8,晴,2,3歳未勝利,,ダ1200,16,稍,1:12.0,35.1-36.9,コウユーママニニテ,木幡初也,[東]竹内正洋,デアリングヒューズ,キュートハイカー,2:３歳,520.0
2022/04/17,3中山8,晴,3,3歳未勝利,,ダ1800,16,稍,1:55.2,37.7-38.7,チェンジザワールド,戸崎圭太,[西]五十嵐忠,リュウノブレイク,ヴィオレントアズル,2:３歳,520.0
2022/04/17,3中山8,晴,4,3歳未勝利,,芝2200,18,稍,2:14.9,35.5-36.1,キングズパレス,武豊,[東]戸田博文,フィレンツェ,デザートスター,2:３歳,520.0
