開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/10/02,4中山9,晴,1,2歳未勝利,,ダ1200,16,良,1:12.7,33.5-39.2,ダンスインザリング,岩田康誠,[東]武井亮,サトミノココロ,リリージェーン,1:２歳,520.0
2022/10/02,4中山9,晴,2,2歳未勝利,,芝1600,14,良,1:35.6,36.7-34.8,オールパルフェ,大野拓弥,[東]和田雄二,フェルドランス,クライノート,1:２歳,520.0
2022/10/02,4中山9,晴,3,2歳新馬,,芝1200,16,良,1:10.2,35.3-34.9,ミネヒメ,嶋田純次,[東]本間忍,ピンポンマム,シーギリア,1:２歳,700.0
2022/10/02,4中山9,晴,4,3歳以上1勝クラス,,ダ1800,15,良,1:53.8,37.6-38.8,ゴールドブリーズ,江田照男,[東]深山雅史,ロイヤルダンス,セイシェルノユウヒ,3:３歳以上,770.0
2022/10/02,4中山9,晴,5,2歳新馬,,芝1800,14,良,1:50.0,37.5-35.0,セブンマジシャン,西村淳也,[西]高野友和,トーセンアウローラ,フォーサイドナイン,1:２歳,700.0
2022/10/02,4中山9,晴,6,3歳以上1勝クラス,,ダ1200,16,良,1:11.6,34.1-37.5,クールライズ,永野猛蔵,[東]伊藤圭三,デュアルキャリアー,ワールドコネクター,3:３歳以上,770.0
2022/10/02,4中山9,晴,7,3歳以上1勝クラス,,芝2200,12,良,2:14.1,37.0-36.2,キントリヒ,戸崎圭太,[東]矢野英一,ザスリーサーティ,ライリッズ,3:３歳以上,770.0
2022/10/02,4中山9,晴,8,3歳以上2勝クラス,,ダ1800,16,良,1:52.9,37.0-38.7,ロードヴァレンチ,永野猛蔵,[東]中舘英二,ロスコフ,カンピオーネ,3:３歳以上,1110.0
2022/10/02,4中山9,晴,9,サフラン賞(1勝クラス),,芝1600,8,良,1:35.1,36.0-35.0,サンティーテソーロ,鮫島克駿,[東]栗田徹,サラサハウプリティ,コスモフーレイ,1:２歳,1030.0
2022/10/02,4中山9,晴,10,茨城新聞杯(2勝クラス),,芝1800,14,良,1:48.1,36.9-35.2,レッドランメルト,池添謙一,[東]国枝栄,ゴーゴーユタカ,ヤマニンガラッシア,3:３歳以上,1510.0
2022/10/02,4中山9,晴,11,スプリンターズS(G1),,芝1200,16,良,1:07.8,32.7-35.1,ジャンダルム,荻野極,[西]池江泰寿,ウインマーベル,ナランフレグ,3:３歳以上,17000.0
2022/10/02,4中山9,晴,12,外房S(3勝クラス),,ダ1200,15,良,1:10.2,32.8-37.4,ベイビーボス,菅原明良,[東]矢野英一,リンカーンテソーロ,ジャスパーゴールド,3:３歳以上,1840.0
2022/10/02,5中京9,晴,1,2歳未勝利,,ダ1800,11,良,1:53.8,37.4-38.1,デルマソトガケ,松若風馬,[西]音無秀孝,イサイアス,サブエガ,1:２歳,520.0
2022/10/02,5中京9,晴,2,2歳未勝利,,ダ1200,11,良,1:13.2,35.8-37.4,ナムラジョシュア,藤岡康太,[西]羽月友彦,ミルトプライム,タガノロビンソン,1:２歳,520.0
2022/10/02,5中京9,晴,3,2歳未勝利,,芝1600,13,良,1:35.4,35.8-35.2,メランポジューム,吉田隼人,[西]高野友和,ウインエーデル,ヒルノピレネー,1:２歳,520.0
2022/10/02,5中京9,晴,4,2歳新馬,,ダ1400,13,良,1:26.5,36.2-37.6,タガノエヴリン,角田大河,[西]石橋守,ドンカルロ,インザストーン,1:２歳,700.0
2022/10/02,5中京9,晴,5,2歳新馬,,芝2000,14,良,2:03.6,36.9-34.9,ダノンペドロ,岩田望来,[西]寺島良,マルクパージュ,グラシアス,1:２歳,700.0
2022/10/02,5中京9,晴,6,3歳以上1勝クラス,,ダ1900,14,良,2:00.5,30.6-39.7,コルドンルージュ,岩田望来,[西]斉藤崇史,クラップサンダー,サイモンメガライズ,3:３歳以上,770.0
2022/10/02,5中京9,晴,7,3歳以上1勝クラス,,ダ1800,16,良,1:53.2,37.1-39.3,ワンダーブレット,小牧太,[西]笹田和秀,ワンダーウィルク,ケイアイシェルビー,3:３歳以上,770.0
2022/10/02,5中京9,晴,8,3歳以上1勝クラス,,芝1400,17,良,1:20.1,33.9-34.9,レゾンドゥスリール,松若風馬,[西]辻野泰之,ウインバグース,ドリアード,3:３歳以上,770.0
