開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/08/27,3新潟5,曇,5,2歳新馬,,芝1800,13,良,1:50.2,37.3-33.7,フライヤートゥルー,坂井瑠星,[西]橋口慎介,マンマリアーレ,アスコルティアーモ,1:２歳,700.0
2022/08/27,3新潟5,曇,6,2歳新馬,,芝1600,18,良,1:37.5,37.8-34.0,デインバランス,戸崎圭太,[西]杉山晴紀,シロノクミキョク,アサクサヴィーナス,1:２歳,700.0
2022/08/27,3新潟5,曇,7,3歳未勝利,,芝1200,18,良,1:09.0,33.8-35.2,クインズコスモス,杉原誠人,[東]加藤士津,ボンジューママ,ピンキーウィンキー,2:３歳,520.0
2022/08/27,3新潟5,曇,8,3歳以上1勝クラス,,ダ1800,15,稍,1:52.7,37.0-38.2,ブレイクフォース,田辺裕信,[東]中舘英二,ハリウッドフェーム,ロードバルドル,3:３歳以上,770.0
2022/08/27,3新潟5,曇,9,岩室温泉特別(2勝クラス),,ダ1200,15,稍,1:11.2,34.1-37.1,メズメライザー,戸崎圭太,[西]千田輝彦,エリモグリッター,ヴァリアント,3:３歳以上,1510.0
2022/08/27,3新潟5,曇,10,長岡S(3勝クラス),,芝1600,15,良,1:33.7,36.4-33.5,ライティア,坂井瑠星,[西]池添学,ウイングレイテスト,ノワールドゥジェ,3:３歳以上,1840.0
2022/08/27,3新潟5,曇,11,BSN賞(L),,ダ1800,15,稍,1:51.5,35.4-38.4,ジュンライトボルト,石川裕紀,[西]友道康夫,ホールシバン,デュープロセス,3:３歳以上,2300.0
2022/08/27,3新潟5,曇,12,3歳以上1勝クラス,,芝1200,18,良,1:08.3,33.2-35.1,ミスボニータ,坂井瑠星,[東]斎藤誠,ショウナンタイジュ,ヴィントミューレ,3:３歳以上,770.0
2022/08/27,4小倉5,晴,1,2歳未勝利,,芝1800,8,良,1:47.4,35.3-37.1,フラッシングレート,和田竜二,[西]音無秀孝,コウエイダイヤ,エスペランサフラグ,1:２歳,520.0
2022/08/27,4小倉5,晴,2,3歳未勝利,,ダ1000,14,良,0:59.4,34.2-36.6,テイエムフェロー,和田竜二,[西]飯田雄三,デルマシルフ,リアルファンタジア,2:３歳,520.0
2022/08/27,4小倉5,晴,3,3歳未勝利,,芝2000,18,良,2:00.0,35.4-35.9,チェルノボーグ,鮫島克駿,[西]藤原英昭,クリオミニーズ,アパショナード,2:３歳,520.0
2022/08/27,4小倉5,晴,4,3歳未勝利,,ダ1700,16,良,1:47.2,30.0-38.4,リノアラ,小沢大仁,[西]今野貞一,フェルンマンボ,アルファカリーナ,2:３歳,520.0
2022/08/27,4小倉5,晴,5,2歳新馬,,芝2000,9,良,2:02.9,36.5-35.4,スカパラダイス,今村聖奈,[西]寺島良,インクルードダイヤ,ゼットスティール,1:２歳,700.0
2022/08/27,4小倉5,晴,6,3歳未勝利,,芝1200,17,良,1:08.4,33.8-34.6,アドマイヤラヴィ,今村聖奈,[西]友道康夫,エイシングリュック,シュガーフロート,2:３歳,520.0
2022/08/27,4小倉5,晴,7,3歳以上1勝クラス,,ダ1700,16,良,1:45.6,29.2-38.3,テイエムファクター,富田暁,[西]木原一良,ウインアウォード,ワンダフルトゥデイ,3:３歳以上,770.0
2022/08/27,4小倉5,晴,8,小倉サマージャンプ(J.G3),,障3390,13,良,3:43.2,104.0-0.0,アサクサゲンキ,石神深一,[西]音無秀孝,メイショウウチデ,マサハヤドリーム,3:３歳以上,2900.0
2022/08/27,4小倉5,晴,9,ひまわり賞(OP),,芝1200,17,良,1:08.9,33.4-35.5,サツマノオンナ,藤岡康太,[西]新谷功一,テイエムユメキュウ,ゴーツウキリシマ,1:２歳,1400.0
2022/08/27,4小倉5,晴,10,西海賞(2勝クラス),,芝2000,9,良,1:58.3,35.4-34.7,ヘッズオアテールズ,西村淳也,[西]須貝尚介,ルージュメサージュ,ワーフデール,3:３歳以上,1510.0
2022/08/27,4小倉5,晴,11,釜山S(3勝クラス),,ダ1000,14,良,0:58.2,34.3-35.2,ボンボンショコラ,松若風馬,[西]小崎憲,ショウゲッコウ,ジャスパーゴールド,3:３歳以上,1840.0
2022/08/27,4小倉5,晴,12,3歳以上1勝クラス,,芝1800,8,良,1:46.7,36.5-34.9,ハッピーオーサム,今村聖奈,[西]藤原英昭,パーサヴィアランス,エーティーマクフィ,3:３歳以上,770.0
