開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/12/28,6阪神9,晴,9,春待月賞(2勝クラス),,ダ1400,16,良,1:24.5,34.2-38.1,イフティファール,川田将雅,[西]大久保龍,ヴアーサ,ユイノチャッキー,3:３歳以上,1510.0
2022/12/28,6阪神9,晴,10,フォーチュンC(2勝クラス),,芝2000,14,良,1:59.7,36.3-35.4,ブルーロワイヤル,角田大和,[西]音無秀孝,リカンカブール,シェルビーズアイ,3:３歳以上,1510.0
2022/12/28,6阪神9,晴,11,ベテルギウスS(L),,ダ1800,13,良,1:52.0,37.0-37.8,サンライズウルス,岩田望来,[西]安田翔伍,フィロロッソ,ハヤブサナンデクン,3:３歳以上,2300.0
2022/12/28,6阪神9,晴,12,2022ファイナルS(3勝クラス),,芝1200,16,良,1:08.3,34.1-34.2,エイシンスポッター,角田大河,[西]吉村圭司,ヨシノイースター,ショウナンラスボス,3:３歳以上,1840.0
2022/12/25,5中山8,晴,1,2歳未勝利,,ダ1200,16,稍,1:13.0,34.4-38.6,マジックタッチ,田辺裕信,[東]加藤士津,サルトルーヴィル,デイズオブドリーム,1:２歳,520.0
2022/12/25,5中山8,晴,2,2歳未勝利,,ダ1800,16,稍,1:54.1,37.1-38.6,タマモロック,横山武史,[東]伊藤圭三,フェザーモチーフ,セイウンミライズ,1:２歳,520.0
2022/12/25,5中山8,晴,3,2歳未勝利,,芝1600,16,良,1:34.8,35.0-35.6,スズハローム,戸崎圭太,[東]高橋裕,ハルオーブ,トクシーカイザー,1:２歳,520.0
2022/12/25,5中山8,晴,4,2歳未勝利,,芝2000,18,良,2:02.6,37.1-36.6,ダニーデン,マーカン,[東]辻哲英,ゴールドバランサー,コスモオピニオン,1:２歳,520.0
2022/12/25,5中山8,晴,5,2歳新馬,,ダ1200,16,稍,1:13.4,34.9-38.5,トウカイラメール,Ｍ．デム,[東]菊川正達,リネンスピリット,ノーブルアクト,1:２歳,700.0
2022/12/25,5中山8,晴,6,2歳新馬,,芝1600,16,良,1:36.0,35.9-35.5,ペリファーニア,横山武史,[東]鹿戸雄一,レッドシュヴェルト,アスピシャスデイ,1:２歳,700.0
2022/12/25,5中山8,晴,7,3歳以上1勝クラス,,ダ1800,16,稍,1:55.1,37.1-39.7,トロワシャルム,西塚洸二,[東]鹿戸雄一,デリシュレーヌ,ヴォーグマチネ,3:３歳以上,770.0
2022/12/25,5中山8,晴,8,冬至特別(2勝クラス),,ダ1200,16,稍,1:11.0,33.2-37.8,マイステージ,小林凌大,[東]伊藤伸一,ニルカンタテソーロ,アイヴォリードレス,3:３歳以上,1510.0
2022/12/25,5中山8,晴,9,グッドラックH(2勝クラス),,芝2500,16,良,2:34.7,31.0-37.0,アケルナルスター,横山和生,[東]清水英克,ダノングレーター,ジオフロント,3:３歳以上,1510.0
2022/12/25,5中山8,晴,10,フェアウェルS(3勝クラス),,ダ1200,16,稍,1:10.2,33.0-37.2,チェイスザドリーム,横山武史,[西]矢作芳人,ジゲン,タイキスウォード,3:３歳以上,1840.0
2022/12/25,5中山8,晴,11,有馬記念(G1),,芝2500,16,良,2:32.4,30.0-35.9,イクイノックス,ルメール,[東]木村哲也,ボルドグフーシュ,ジェラルディーナ,3:３歳以上,40000.0
2022/12/25,5中山8,晴,12,キャンドルライト賞(2勝クラス),,芝1200,16,良,1:08.8,33.7-35.1,ホウオウノーサイド,田辺裕信,[東]斎藤誠,ヒルノローザンヌ,イズンシーラブリー,3:３歳以上,1510.0
2022/12/25,6阪神8,晴,1,2歳未勝利,,ダ1800,16,良,1:56.5,39.1-38.7,アルムエアフォルク,永島まな,[西]平田修,セザンワールド,リコルド,1:２歳,520.0
2022/12/25,6阪神8,晴,2,2歳未勝利,,ダ1400,16,良,1:26.7,35.0-39.5,スマートハンター,鮫島克駿,[西]中村直也,モカラエース,オールアイウォント,1:２歳,520.0
2022/12/25,6阪神8,晴,3,2歳未勝利,,芝1600,15,良,1:35.9,36.9-34.8,パンデアスカル,イーガン,[西]高野友和,ベルビューポイント,ポーレット,1:２歳,520.0
2022/12/25,6阪神8,晴,4,2歳新馬,,ダ1800,14,良,1:58.0,39.1-40.0,タガノチョコラータ,角田大和,[西]角田晃一,レオマニフィク,アヴァンタージュ,1:２歳,700.0
