開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/05/15,3中京4,晴,1,3歳未勝利,,ダ1200,16,重,1:12.3,35.3-37.0,ガレットジョーカー,永島まな,[西]宮徹,シグルドリーヴァ,テイエムフォンテ,2:３歳,520.0
2022/05/15,3中京4,晴,2,3歳未勝利,,ダ1800,13,重,1:52.5,37.8-37.9,ダノンフォーナイン,浜中俊,[西]音無秀孝,ヒノデテイオー,ハヤブサウィッシュ,2:３歳,520.0
2022/05/15,3中京4,晴,3,3歳未勝利,,芝1400,18,良,1:21.4,33.7-35.6,ヤマニンサルバム,浜中俊,[西]中村直也,ミッキーチャレンジ,ラミアヴィータ,2:３歳,520.0
2022/05/15,3中京4,晴,4,3歳未勝利,,芝2000,11,良,2:01.2,36.5-35.3,テーオーアリエス,横山和生,[西]岡田稲男,メイショウケイガン,アオイゴールドワン,2:３歳,520.0
2022/05/15,3中京4,晴,5,3歳1勝クラス,,ダ1800,11,重,1:52.8,36.3-38.0,ウィシンクアスク,富田暁,[西]野中賢二,ヴァレーデラルナ,タマモタップダンス,2:３歳,750.0
2022/05/15,3中京4,晴,6,3歳1勝クラス,,ダ1200,16,重,1:11.0,34.1-36.9,カフジエニアゴン,富田暁,[西]木原一良,ミラビリス,マルモリスペシャル,2:３歳,750.0
2022/05/15,3中京4,曇,7,4歳以上1勝クラス,,芝2000,6,良,2:01.6,37.8-35.1,シンシアリダーリン,松田大作,[西]上村洋行,ラフダイヤモンド,エバーマノ,4:４歳以上,770.0
2022/05/15,3中京4,曇,8,4歳以上1勝クラス,,ダ1900,9,稍,2:00.4,30.2-38.4,キゾク,大久保友,[西]池添兼雄,ミステリーウェイ,バイス,4:４歳以上,770.0
2022/05/15,3中京4,曇,9,寒狭川特別(2勝クラス),,芝2200,9,良,2:12.8,35.3-35.3,ダノンセレスタ,浜中俊,[西]音無秀孝,サトノシャローム,リンフレスカンテ,4:４歳以上,1510.0
2022/05/15,3中京4,曇,10,志摩S(3勝クラス),,芝1600,8,良,1:34.7,36.6-33.8,ヴァトレニ,横山和生,[西]長谷川浩,ライティア,シャイニングフジ,4:４歳以上,1840.0
2022/05/15,3中京4,曇,11,栗東S(L),,ダ1400,16,稍,1:23.0,33.7-37.4,レディバグ,酒井学,[西]北出成人,ヴァニラアイス,オメガレインボー,4:４歳以上,2300.0
2022/05/15,3中京4,曇,12,4歳以上2勝クラス,,ダ1800,6,稍,1:52.9,37.1-37.5,メガキャット,松若風馬,[西]吉岡辰弥,エルソール,トップザビル,4:４歳以上,1110.0
2022/05/14,1新潟3,曇,1,3歳未勝利,,ダ1200,15,稍,1:12.0,33.1-38.9,アタカンテ,藤田菜七,[西]藤原英昭,グラサージュ,クランシリーニー,2:３歳,520.0
2022/05/14,1新潟3,曇,2,3歳未勝利,,芝1800,13,稍,1:49.2,36.5-35.6,バトルキャット,西村淳也,[西]杉山晴紀,レディズビーク,タガノタンゴ,2:３歳,520.0
2022/05/14,1新潟3,曇,3,3歳未勝利,,ダ1200,14,稍,1:10.6,33.5-37.1,ペイシャイシュタル,角田大和,[西]畑端省吾,デアリングヒューズ,クイーンアポーン,2:３歳,520.0
2022/05/14,1新潟3,曇,4,3歳未勝利,,ダ1800,13,稍,1:53.8,36.3-39.4,モズミツボシ,今村聖奈,[西]飯田祐史,サラフィエル,レイメイ,2:３歳,520.0
2022/05/14,1新潟3,曇,5,3歳未勝利,,芝2400,14,稍,2:31.2,36.9-37.0,ブロンドケリー,今村聖奈,[西]寺島良,デザートスター,バレエマスター,2:３歳,520.0
2022/05/14,1新潟3,曇,6,4歳以上1勝クラス,,ダ1800,11,稍,1:52.6,37.0-38.0,レミニシェンザ,松本大輝,[西]羽月友彦,ラブエスポー,マテンロウルビー,4:４歳以上,770.0
2022/05/14,1新潟3,小雨,7,4歳以上1勝クラス,,芝1200,16,稍,1:10.1,33.9-36.2,エスジープリンセス,菱田裕二,[東]和田勇介,ジャストザビアンカ,ルルルージュ,4:４歳以上,770.0
2022/05/14,1新潟3,曇,8,4歳以上1勝クラス,,ダ1800,12,稍,1:53.6,38.3-38.4,タガノチュール,原優介,[西]西園正都,ガムラン,ジェイエルブリッジ,4:４歳以上,770.0
