開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/05/01,1福島6,曇,1,3歳未勝利,,ダ1150,16,重,1:09.4,31.9-37.5,マキアージュ,丹内祐次,[東]菊川正達,カルド,オーブラック,2:３歳,520.0
2022/05/01,1福島6,曇,2,3歳未勝利,,芝1800,13,稍,1:50.1,35.6-35.7,アイキャンドウイッ,荻野極,[西]池江泰寿,サルサロッサ,ジョーカーブラウン,2:３歳,520.0
2022/05/01,1福島6,曇,3,3歳未勝利,,ダ1700,15,重,1:47.4,29.8-38.1,タガノクリステル,鮫島克駿,[西]長谷川浩,ラブミーディザイア,ベルカノア,2:３歳,520.0
2022/05/01,1福島6,曇,4,障害4歳以上未勝利,,障2770,14,稍,3:06.0,109.0-0.0,ロードエクスプレス,森一馬,[西]坂口智康,ミッキーセサミ,メイショウアツイタ,4:４歳以上,790.0
2022/05/01,1福島6,曇,5,3歳未勝利,,芝1200,16,稍,1:10.2,34.3-35.9,ウインクルシャープ,永島まな,[西]高橋亮,ワンリオン,ヤマニンサルバム,2:３歳,520.0
2022/05/01,1福島6,曇,6,3歳未勝利,,芝2600,13,稍,2:42.8,36.1-36.8,マイネルメサイア,丹内祐次,[東]手塚貴久,ホウオウユニコーン,ヴァーグエスタード,2:３歳,520.0
2022/05/01,1福島6,小雨,7,4歳以上1勝クラス,,ダ1700,12,重,1:46.8,31.3-36.1,ランスルー,鮫島克駿,[東]小笠倫弘,ロードインファイト,マサカウマザンマイ,4:４歳以上,770.0
2022/05/01,1福島6,小雨,8,4歳以上1勝クラス,,ダ1150,9,重,1:08.3,31.7-36.6,アルバミノル,角田大和,[東]中舘英二,サノノヒーロー,ヨドノゴールド,4:４歳以上,770.0
2022/05/01,1福島6,小雨,9,桑折特別(1勝クラス),,芝2000,15,稍,2:01.2,35.3-37.3,ビューティーウェイ,岩田康誠,[西]須貝尚介,ヘネラルカレーラ,エニシノウタ,4:４歳以上,1070.0
2022/05/01,1福島6,雨,10,喜多方特別(2勝クラス),,ダ1700,14,重,1:44.9,29.7-38.3,リリーミニスター,鮫島克駿,[西]池添兼雄,トーアシオン,トモジャリア,4:４歳以上,1510.0
2022/05/01,1福島6,雨,11,吾妻小富士S(OP),,ダ1700,15,重,1:43.3,30.3-36.9,ラーゴム,鮫島克駿,[西]斉藤崇史,サンライズラポール,ブラックアーメット,4:４歳以上,2200.0
2022/05/01,1福島6,雨,12,4歳以上1勝クラス,,芝1200,10,稍,1:11.6,35.1-36.5,セイラブミー,勝浦正樹,[東]伊藤大士,テンジュイン,ケリアテソーロ,4:４歳以上,770.0
2022/05/01,2東京4,曇,1,3歳未勝利,,ダ1600,16,稍,1:38.1,35.4-37.5,アーレンダール,レーン,[東]宮田敬介,サンマルソムニア,エターナルプライド,2:３歳,520.0
2022/05/01,2東京4,曇,2,3歳未勝利,,ダ1400,16,稍,1:25.8,35.3-37.9,プレミアムクイーン,木幡巧也,[東]牧光二,ロイズピーク,エレガントミッシー,2:３歳,520.0
2022/05/01,2東京4,曇,3,3歳未勝利,,ダ2100,16,稍,2:14.2,31.3-36.7,トップスティール,柴田大知,[東]深山雅史,トップオブジェラス,ヒシアラカン,2:３歳,520.0
2022/05/01,2東京4,曇,4,3歳未勝利,,芝1400,18,良,1:22.1,34.5-35.3,ヴェールアンレーヴ,戸崎圭太,[東]宮田敬介,ベルウッドツクバ,フロスティグレイ,2:３歳,520.0
2022/05/01,2東京4,曇,5,3歳未勝利,,芝1800,16,良,1:49.6,37.3-34.2,ロジマンボ,戸崎圭太,[東]古賀慎明,アオイアルファワン,カヨウネンカ,2:３歳,520.0
2022/05/01,2東京4,曇,6,3歳1勝クラス,,芝1600,10,良,1:35.5,36.2-34.0,アオイモエ,大野拓弥,[東]中舘英二,サイード,ライラスター,2:３歳,750.0
2022/05/01,2東京4,雨,7,4歳以上1勝クラス,,ダ1400,16,稍,1:24.1,35.5-36.7,パラノイド,菅原明良,[東]萩原清,スキャッターシード,アラカザーム,4:４歳以上,770.0
2022/05/01,2東京4,雨,8,4歳以上2勝クラス,,芝1600,10,稍,1:34.5,35.5-34.8,フィアスプライド,菅原明良,[東]国枝栄,アップリバー,アオイシンゴ,4:４歳以上,1110.0
