開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/10/16,4阪神5,晴,1,2歳未勝利,,ダ1200,10,良,1:13.6,36.4-37.2,ゴッドセンド,福永祐一,[西]浜田多実,レゾルシオン,クールジャーマン,1:２歳,520.0
2022/10/16,4阪神5,晴,2,2歳未勝利,,ダ1800,8,良,1:55.6,37.5-39.2,ロイガヴェーグル,鮫島克駿,[西]浜田多実,マラマ,ノボリクレバー,1:２歳,520.0
2022/10/16,4阪神5,晴,3,2歳未勝利,,芝1600,8,良,1:34.0,35.7-34.1,ランフリーバンクス,武豊,[西]武幸四郎,エイシンネクタル,フェネストラ,1:２歳,520.0
2022/10/16,4阪神5,晴,4,2歳新馬,,ダ1400,12,良,1:26.4,35.0-38.4,ダンテバローズ,岩田望来,[西]上村洋行,ラピッドベル,ミラクルティアラ,1:２歳,700.0
2022/10/16,4阪神5,晴,5,2歳新馬,,芝2000,8,良,2:05.7,38.6-35.1,ルモンドブリエ,ルメール,[西]友道康夫,ワレハウミノコ,エリム,1:２歳,700.0
2022/10/16,4阪神5,晴,6,3歳以上1勝クラス,,ダ1400,13,良,1:24.3,34.8-37.2,サクセスローレル,池添謙一,[西]北出成人,レイワホマレ,カネトシブルーム,3:３歳以上,770.0
2022/10/16,4阪神5,晴,7,3歳以上1勝クラス,,芝2400,10,良,2:25.3,36.2-34.7,サンセットクラウド,坂井瑠星,[西]矢作芳人,テーオーソラネル,セルケト,3:３歳以上,770.0
2022/10/16,4阪神5,晴,8,3歳以上2勝クラス,,ダ1800,13,良,1:52.7,36.4-38.2,クロニクル,吉田隼人,[西]田中克典,メイショウジブリ,プリモスペランツァ,3:３歳以上,1110.0
2022/10/16,4阪神5,晴,9,もみじS(OP),,芝1400,7,良,1:21.5,35.4-34.2,ウンブライル,ルメール,[東]木村哲也,ロードスパイラル,アスクドリームモア,1:２歳,1600.0
2022/10/16,4阪神5,晴,10,西宮S(3勝クラス),,芝1800,9,良,1:44.3,35.1-33.7,ピンハイ,川田将雅,[西]田中克典,ノースザワールド,タガノパッション,3:３歳以上,1840.0
2022/10/16,4阪神5,晴,11,秋華賞(G1),,芝2000,16,良,1:58.6,35.7-34.8,スタニングローズ,坂井瑠星,[西]高野友和,ナミュール,スターズオンアース,2:３歳,11000.0
2022/10/16,4阪神5,晴,12,平城京S(3勝クラス),,ダ1800,15,良,1:52.7,37.9-37.9,ディパッセ,川田将雅,[西]高柳大輔,ブラックヘイロー,メイショウミカワ,3:３歳以上,1840.0
2022/10/15,4新潟1,曇,1,障害3歳以上未勝利,,障2850,11,良,3:06.1,102.1-0.0,アストラエンブレム,五十嵐雄,[東]小島茂之,セルリアンルネッタ,アームストロング,3:３歳以上,790.0
2022/10/15,4新潟1,曇,2,2歳未勝利,,ダ1800,15,良,1:55.1,36.6-40.3,サノノエスポ,丹内祐次,[東]中野栄治,モーメントキャッチ,アクションプラン,1:２歳,520.0
2022/10/15,4新潟1,曇,3,2歳未勝利,,ダ1200,15,良,1:14.2,35.2-39.0,トラネスハープ,今村聖奈,[東]武井亮,アスターチェンチ,リアルマーヴェル,1:２歳,520.0
2022/10/15,4新潟1,曇,4,障害3歳以上未勝利,,障2850,10,良,3:04.8,103.1-0.0,スーパーフェイバー,小野寺祐,[西]矢作芳人,リアム,トップウイナー,3:３歳以上,790.0
2022/10/15,4新潟1,曇,5,2歳新馬,,芝1600,17,良,1:35.2,35.5-35.1,フィレット,横山琉人,[西]藤岡健一,オーグメントコード,アンスリウム,1:２歳,700.0
2022/10/15,4新潟1,曇,6,3歳以上1勝クラス,,ダ2500,11,良,2:43.6,32.6-38.4,マイネルオーサム,丹内祐次,[東]高木登,ダノンピーカブー,イシュタルゲート,3:３歳以上,770.0
2022/10/15,4新潟1,曇,7,3歳以上1勝クラス,,芝2000,14,良,2:01.3,36.8-33.2,エピプランセス,西村淳也,[西]池添学,マイネルジャッカル,トーセンシエロ,3:３歳以上,770.0
2022/10/15,4新潟1,晴,8,3歳以上1勝クラス,,ダ1800,13,良,1:53.7,35.8-40.1,ニシノボルテージ,杉原誠人,[東]田村康仁,タイセイマーベル,ハイラブハンター,3:３歳以上,770.0
