開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/01/10,1中京4,晴,9,長良川特別(2勝クラス),,芝2200,11,良,2:11.6,33.9-36.6,カレンルシェルブル,川田将雅,[西]安田翔伍,リフレーミング,イクスプロージョン,4:４歳以上,1510.0
2022/01/10,1中京4,晴,10,雅S(3勝クラス),,ダ1800,10,良,1:50.9,36.4-37.6,グロリアムンディ,Ｃ．デム,[西]大久保龍,ハヤブサナンデクン,アルーブルト,4:４歳以上,1840.0
2022/01/10,1中京4,晴,11,淀短距離S(L),,芝1200,17,良,1:07.9,33.5-34.4,スマートクラージュ,松山弘平,[西]池江泰寿,ダディーズビビッド,タイセイアベニール,4:４歳以上,2500.0
2022/01/10,1中京4,晴,12,4歳以上1勝クラス,,ダ1400,15,良,1:24.3,34.3-37.7,エイシンギアアップ,川田将雅,[西]中尾秀正,トレーンベアラー,アイリッシュセンス,4:４歳以上,770.0
2022/01/09,1中山3,晴,1,3歳未勝利,,ダ1200,16,良,1:12.8,33.8-39.0,ローズブルーム,Ｍ．デム,[東]伊藤大士,ルプランドル,ハクサンパール,2:３歳,520.0
2022/01/09,1中山3,晴,2,3歳未勝利,,ダ1800,16,良,1:56.7,38.7-38.6,パワーブローキング,横山和生,[東]栗田徹,オクトニオン,ララエフォール,2:３歳,520.0
2022/01/09,1中山3,晴,3,3歳未勝利,,ダ1200,15,良,1:12.6,35.2-37.4,イカロス,横山琉人,[東]武藤善則,バオバブスピリット,モネ,2:３歳,520.0
2022/01/09,1中山3,晴,4,障害4歳以上未勝利,,障2880,13,稍,3:14.0,109.1-0.0,ヤマノグリッターズ,大庭和弥,[東]田中清隆,マイネルグロン,マイネルツァイト,4:４歳以上,790.0
2022/01/09,1中山3,晴,5,3歳未勝利,,芝1600,16,稍,1:34.8,35.1-36.1,ゴーゴーユタカ,横山武史,[東]武井亮,ゼンノテンバ,ノアチェリー,2:３歳,520.0
2022/01/09,1中山3,晴,6,3歳新馬,,芝2000,14,稍,2:05.5,39.4-34.7,マイネルニコラス,柴田大知,[東]高橋裕,レイヴンズコー,ヒシハイドラ,2:３歳,600.0
2022/01/09,1中山3,晴,7,4歳以上1勝クラス,,ダ1200,16,良,1:11.9,34.5-37.4,ロレンツォ,石川裕紀,[東]加藤征弘,ネオトゥルー,トミケンカラバティ,4:４歳以上,770.0
2022/01/09,1中山3,晴,8,4歳以上1勝クラス,,ダ2400,15,良,2:36.0,38.2-38.0,メラーキ,戸崎圭太,[東]稲垣幸雄,フジマサインパクト,ヤマノマタカ,4:４歳以上,770.0
2022/01/09,1中山3,晴,9,朱竹賞(1勝クラス),,芝1200,12,良,1:08.8,33.3-35.5,リトス,石川裕紀,[東]高橋裕,シゲルファンノユメ,ジョーブリッランテ,2:３歳,1030.0
2022/01/09,1中山3,晴,10,若潮S(3勝クラス),,芝1600,13,良,1:34.2,35.0-35.3,エイシンチラー,Ｍ．デム,[東]田中剛,ウイングレイテスト,トオヤリトセイト,4:４歳以上,1840.0
2022/01/09,1中山3,晴,11,ポルックスS(OP),,ダ1800,16,良,1:53.2,36.8-38.2,ダノンスプレンダー,横山和生,[西]安田隆行,クレスコブレイブ,エイコーン,4:４歳以上,2200.0
2022/01/09,1中山3,晴,12,4歳以上2勝クラス,,芝1600,14,良,1:33.3,34.6-36.1,ヒメノカリス,横山武史,[西]池江泰寿,レッドロワ,ハリウッドヒルズ,4:４歳以上,1110.0
2022/01/09,1中京3,晴,1,3歳未勝利,,ダ1800,15,良,1:55.5,38.1-38.3,シェイリーン,Ｃ．デム,[西]池添学,シュプリンガー,アグネスリュウ,2:３歳,520.0
2022/01/09,1中京3,晴,2,3歳未勝利,,ダ1200,16,良,1:13.4,35.3-38.1,アルムブラーヴ,鮫島克駿,[西]川村禎彦,マルモエキスパート,コブラクロー,2:３歳,520.0
2022/01/09,1中京3,晴,3,3歳未勝利,,ダ1900,15,良,2:01.9,30.5-38.1,サンライズジャスト,幸英明,[西]羽月友彦,ザッキング,ラウドスピリッツ,2:３歳,520.0
2022/01/09,1中京3,晴,4,4歳以上1勝クラス,,ダ1400,16,良,1:25.5,34.9-38.0,エコロマンボ,西村淳也,[西]牧浦充徳,メイショウマンサク,スズノナデシコ,4:４歳以上,770.0
