開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/07/30,1札幌3,晴,5,2歳新馬,,芝1500,11,良,1:30.8,31.4-35.0,ブライトファントム,横山和生,[西]杉山晴紀,ショーモン,シゲルノヴァ,1:２歳,700.0
2022/07/30,1札幌3,晴,6,3歳未勝利,,芝2000,11,良,2:02.3,35.4-36.5,ヒルノロワール,古川吉洋,[西]北出成人,ラエール,シャノワール,2:３歳,520.0
2022/07/30,1札幌3,晴,7,3歳以上1勝クラス,,ダ1700,14,良,1:45.8,30.9-36.9,ジョイス,横山武史,[東]斎藤誠,リアルシング,スカンジナビア,3:３歳以上,770.0
2022/07/30,1札幌3,晴,8,3歳以上1勝クラス,,芝1800,13,良,1:48.4,36.7-34.7,メモリーサボアール,角田大和,[西]角田晃一,ヒットザシーン,ナックフローラ,3:３歳以上,770.0
2022/07/30,1札幌3,晴,9,おおぞら特別(2勝クラス),,ダ1000,12,良,0:58.9,34.5-35.7,テンテキセンセキ,武豊,[西]松永昌博,ムジック,ニルカンタテソーロ,3:３歳以上,1510.0
2022/07/30,1札幌3,晴,10,阿寒湖特別(2勝クラス),,芝2600,14,良,2:41.1,38.9-35.1,マリノアズラ,横山武史,[東]小手川準,マベルロンジュ,スワーヴエルメ,3:３歳以上,1510.0
2022/07/30,1札幌3,晴,11,STV賞(3勝クラス),,芝1800,13,良,1:47.5,36.7-35.6,フォワードアゲン,黛弘人,[東]中野栄治,ウインエクレール,ホウオウリアリティ,3:３歳以上,1840.0
2022/07/30,1札幌3,晴,12,3歳以上1勝クラス,,芝1200,16,良,1:09.0,34.2-34.8,ミズノコキュウ,丹内祐次,[東]水野貴広,ブランデーロック,ラヴォルタ,3:３歳以上,770.0
2022/07/30,2新潟1,晴,1,2歳未勝利,,芝1800,8,良,1:48.1,36.2-34.4,シルヴァーデューク,福永祐一,[西]西村真幸,モンドプリューム,ダンツビガー,1:２歳,520.0
2022/07/30,2新潟1,晴,2,3歳未勝利,,ダ1200,15,良,1:11.7,34.5-37.2,メイショウアジロ,今村聖奈,[西]飯田祐史,ハクサンチェイス,ザンゲツ,2:３歳,520.0
2022/07/30,2新潟1,晴,3,3歳未勝利,,芝1400,18,良,1:20.9,33.9-35.2,レッドアヴァンティ,Ｍ．デム,[東]尾関知人,アドマイヤラヴィ,サトノプリエール,2:３歳,520.0
2022/07/30,2新潟1,晴,4,3歳未勝利,,芝1800,18,良,1:46.0,34.9-34.5,ミナモトフェイス,福永祐一,[西]清水久詞,アールフォルス,チェルノボーグ,2:３歳,520.0
2022/07/30,2新潟1,晴,5,2歳新馬,,芝1600,12,良,1:35.8,38.2-32.0,リバティアイランド,川田将雅,[西]中内田充,クルゼイロドスル,エマヌエーレ,1:２歳,700.0
2022/07/30,2新潟1,晴,6,2歳新馬,,ダ1200,15,良,1:13.3,35.4-37.9,ニシキギミッチー,津村明秀,[東]鈴木伸尋,ライヴペッパー,アームズレイン,1:２歳,700.0
2022/07/30,2新潟1,晴,7,3歳以上1勝クラス,,ダ1800,15,良,1:52.0,35.2-38.0,バハルダール,川田将雅,[西]池江泰寿,トーセンクライスト,マルヨミニスター,3:３歳以上,770.0
2022/07/30,2新潟1,晴,8,新潟ジャンプS(J.G3),,障3250,14,良,3:28.4,102.1-0.0,ホッコーメヴィウス,黒岩悠,[西]清水久詞,ゼノヴァース,ヴァーダイト,3:３歳以上,2900.0
2022/07/30,2新潟1,晴,9,麒麟山特別(2勝クラス),,ダ1800,15,良,1:51.4,35.9-38.1,ジャスパーグレイト,松若風馬,[西]森秀行,アンクラウデッド,シゲルバクハツ,3:３歳以上,1510.0
2022/07/30,2新潟1,晴,10,豊栄特別(2勝クラス),,芝1600,18,良,1:31.7,34.7-33.7,ママコチャ,松山弘平,[西]池江泰寿,ヴァモスロード,チアチアクラシカ,3:３歳以上,1510.0
2022/07/30,2新潟1,晴,11,関越S(OP),,芝1800,18,良,1:44.8,35.0-34.5,イクスプロージョン,和田竜二,[西]杉山晴紀,キングストンボーイ,グラティアス,3:３歳以上,2400.0
2022/07/30,2新潟1,晴,12,3歳以上1勝クラス,,芝1000,18,良,0:55.1,32.2-33.3,カゼノタニノアヤカ,ホー,[西]安田隆行,インプロバイザー,ルドラクシャ,3:３歳以上,770.0
