開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/01/22,1小倉3,晴,5,障害4歳以上未勝利,,障2860,11,良,3:11.2,105.1-0.0,シャイニーゲール,平沢健治,[西]五十嵐忠,アームストロング,アイタイ,4:４歳以上,790.0
2022/01/22,1小倉3,晴,6,3歳未勝利,,芝2000,14,良,2:00.4,35.5-35.7,サクセスドレーク,藤岡佑介,[西]野中賢二,エーデルブルーメ,クリストバライト,2:３歳,520.0
2022/01/22,1小倉3,晴,7,4歳以上1勝クラス,,ダ1700,16,良,1:47.4,30.2-39.0,スズカマクフィ,藤岡佑介,[西]橋田満,シェーン,スクウェアセイル,4:４歳以上,770.0
2022/01/22,1小倉3,晴,8,4歳以上1勝クラス,,芝2600,11,良,2:39.4,37.1-35.4,マケルナマサムネ,川又賢治,[西]杉山佳明,タイミングハート,エルディアブロ,4:４歳以上,770.0
2022/01/22,1小倉3,晴,9,萌黄賞(1勝クラス),,芝1200,13,良,1:07.8,32.8-35.0,ショウナンマッハ,岩田康誠,[西]茶木太樹,タムロキュラムン,インプロバイザー,2:３歳,1030.0
2022/01/22,1小倉3,晴,10,鳥栖特別(1勝クラス),,芝1800,15,良,1:46.9,35.4-36.6,シティレインボー,菱田裕二,[西]池添兼雄,ウインリブルマン,グルーヴビート,4:４歳以上,1070.0
2022/01/22,1小倉3,晴,11,小倉城特別(2勝クラス),,ダ1700,16,良,1:47.2,30.7-38.1,サトノロイヤル,浜中俊,[西]南井克巳,タイセイシェダル,キョウワウォール,4:４歳以上,1510.0
2022/01/22,1小倉3,晴,12,4歳以上1勝クラス,,芝1200,18,良,1:08.2,33.4-34.8,ララマカロン,坂井瑠星,[東]田中博康,マイネルチューダ,バトーデュシエル,4:４歳以上,770.0
2022/01/16,1中山6,晴,1,3歳未勝利,,ダ1200,16,良,1:13.0,34.1-38.9,ゲンパチプライド,横山琉人,[東]堀井雅広,ムーンワード,オリーヴベリー,2:３歳,520.0
2022/01/16,1中山6,晴,2,3歳未勝利,,ダ1800,15,良,1:55.8,38.2-39.1,ホノノディーヴァ,内田博幸,[東]林徹,ラブミーディザイア,イエローウィン,2:３歳,520.0
2022/01/16,1中山6,晴,3,3歳未勝利,,ダ1800,16,良,1:56.3,37.8-40.0,ホウオウニンジャ,和田竜二,[東]大竹正博,ブラックピアノ,オセアレジェンド,2:３歳,520.0
2022/01/16,1中山6,晴,4,3歳新馬,,ダ1800,14,良,1:56.8,37.7-39.6,チャプリ,菅原明良,[東]高木登,キタノハートネル,ウインターセット,2:３歳,600.0
2022/01/16,1中山6,晴,5,3歳未勝利,,芝1600,16,良,1:36.0,35.6-36.5,ハピネスアゲン,江田照男,[東]萱野浩二,カヨウネンカ,プリティーメモリー,2:３歳,520.0
2022/01/16,1中山6,晴,6,3歳新馬,,芝1600,16,良,1:36.3,36.1-35.6,ウインエクレール,松岡正海,[東]畠山吉宏,バンデルオーラ,サトノプリエール,2:３歳,600.0
2022/01/16,1中山6,晴,7,4歳以上1勝クラス,,ダ1200,16,良,1:12.4,34.8-37.6,ロードミッドナイト,三浦皇成,[東]田中博康,エコロブラスト,スマイルアモーレ,4:４歳以上,770.0
2022/01/16,1中山6,晴,8,4歳以上1勝クラス,,ダ1800,12,良,1:54.9,36.0-39.6,ヒートヘイズ,石川裕紀,[東]相沢郁,ハイエストエンド,ゴールドブリーズ,4:４歳以上,770.0
2022/01/16,1中山6,晴,9,サンライズS(3勝クラス),,芝1200,16,良,1:08.9,33.6-35.3,ロードベイリーフ,ルメール,[西]森田直行,ジュビリーヘッド,フォースオブウィル,4:４歳以上,1840.0
2022/01/16,1中山6,晴,10,ジャニュアリーS(OP),,ダ1200,16,良,1:10.9,33.9-37.0,アポロビビ,吉田豊,[東]中舘英二,シャイニーブランコ,チェーンオブラブ,4:４歳以上,2200.0
2022/01/16,1中山6,晴,11,京成杯(G3),,芝2000,16,良,2:01.3,35.7-35.5,オニャンコポン,菅原明良,[東]小島茂之,ロジハービン,ヴェローナシチー,2:３歳,4000.0
2022/01/16,1中山6,晴,12,4歳以上2勝クラス,,芝1200,14,良,1:09.4,34.3-35.1,ショウナンバービー,岩田康誠,[東]田中剛,ブロンズレッド,ラストリージョ,4:４歳以上,1110.0
