開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/03/26,2阪神1,小雨,9,君子蘭賞(1勝クラス),,芝1800,7,稍,1:49.7,37.5-34.6,ヴァンルーラー,藤岡佑介,[西]吉岡辰弥,シンシアウィッシュ,サトノリーベ,2:３歳,1030.0
2022/03/26,2阪神1,小雨,10,天神橋特別(2勝クラス),,芝1600,10,稍,1:35.7,37.2-33.8,メモリーエフェクト,福永祐一,[西]大久保龍,エーティーソブリン,ジュノー,4:４歳以上,1510.0
2022/03/26,2阪神1,小雨,11,毎日杯(G3),,芝1800,10,稍,1:47.5,35.9-35.6,ピースオブエイト,藤岡佑介,[西]奥村豊,ベジャール,ドゥラドーレス,2:３歳,4000.0
2022/03/26,2阪神1,小雨,12,4歳以上1勝クラス,,ダ1200,13,稍,1:12.0,34.9-37.1,ヒヤ,藤岡康太,[西]鮫島一歩,メッザノッテ,ルシャリーブル,4:４歳以上,770.0
2022/03/21,2中山8,曇,1,3歳未勝利,,ダ1200,16,重,1:11.9,34.1-37.8,イルザ,大野拓弥,[東]小手川準,ミニョンルミエール,マキアージュ,2:３歳,520.0
2022/03/21,2中山8,曇,2,3歳未勝利,,ダ1800,16,重,1:54.5,37.4-38.5,ビーザラキエスト,川田将雅,[東]鹿戸雄一,ララエフォール,ケイティマジック,2:３歳,520.0
2022/03/21,2中山8,曇,3,3歳未勝利,,ダ1200,16,重,1:11.9,34.5-37.4,ミンナノユメミノル,菅原明良,[東]天間昭一,ヒメカミノイタダキ,シルバーキングダム,2:３歳,520.0
2022/03/21,2中山8,曇,4,障害4歳以上未勝利,,障2880,13,稍,3:13.7,107.1-0.0,アノ,難波剛健,[西]鈴木孝志,レーヴドオルフェ,デストロイ,4:４歳以上,790.0
2022/03/21,2中山8,晴,5,3歳未勝利,,芝2200,17,稍,2:15.0,36.0-36.1,ロンギングエーオ,石橋脩,[東]奥村武,キントリヒ,サンドレス,2:３歳,520.0
2022/03/21,2中山8,晴,6,3歳1勝クラス,,芝1600,13,稍,1:34.6,34.4-35.9,サーマルウインド,岩田康誠,[東]奥村武,アスクコンナモンダ,ウインモナーク,2:３歳,750.0
2022/03/21,2中山8,晴,7,4歳以上1勝クラス,,芝2000,14,稍,2:01.5,36.0-36.2,リリーブライト,戸崎圭太,[東]西田雄一,ノーダブルディップ,マイネルマーティン,4:４歳以上,770.0
2022/03/21,2中山8,晴,8,4歳以上1勝クラス,,ダ1200,16,稍,1:11.3,34.2-37.1,ベストマジック,石川裕紀,[東]手塚貴久,アルバミノル,スラップショット,4:４歳以上,770.0
2022/03/21,2中山8,晴,9,隅田川特別(2勝クラス),,芝1600,10,良,1:34.5,35.2-35.9,ユキノファラオ,田辺裕信,[東]石毛善彦,アオイシンゴ,テンバガー,4:４歳以上,1510.0
2022/03/21,2中山8,晴,10,韓国馬事会杯(3勝クラス),,ダ1800,16,稍,1:51.8,37.2-36.3,ウィリアムバローズ,横山武史,[西]上村洋行,ソルドラード,ヴォワドアンジェ,4:４歳以上,1840.0
2022/03/21,2中山8,晴,11,フラワーC(G3),,芝1800,12,良,1:48.5,36.9-35.4,スタニングローズ,川田将雅,[西]高野友和,ニシノラブウインク,シンティレーション,2:３歳,3700.0
2022/03/21,2中山8,晴,12,4歳以上2勝クラス,,ダ2400,12,稍,2:36.3,37.7-37.4,オンザフェーヴル,川田将雅,[西]野中賢二,フィストバンプ,ヤマニンバンタジオ,4:４歳以上,1110.0
2022/03/21,2中京4,晴,1,3歳未勝利,,ダ1200,16,稍,1:12.9,35.6-37.3,マリブパイン,国分優作,[西]大根田裕,イプノーズ,クインズジュピタ,2:３歳,520.0
2022/03/21,2中京4,晴,2,3歳未勝利,,ダ1800,14,稍,1:55.1,37.6-38.6,サザンステート,今村聖奈,[西]松永幹夫,クロニクル,テイエムビシャモン,2:３歳,520.0
2022/03/21,2中京4,晴,3,3歳未勝利,,ダ1200,16,稍,1:13.0,35.0-38.0,テンクウフラワー,菱田裕二,[西]渡辺薫彦,リンドラゴ,メイショウアジロ,2:３歳,520.0
2022/03/21,2中京4,晴,4,3歳未勝利,,ダ1400,16,稍,1:26.2,34.5-39.4,マサノパドゥシャ,小林凌大,[東]小島茂之,アウゲンブリック,ザッキング,2:３歳,520.0
