開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/02/13,1東京6,曇,1,3歳未勝利,,ダ1400,16,重,1:25.2,36.6-35.8,ニシノアンドレア,横山武史,[東]伊藤圭三,ダルダヌス,ロジヴィクトリア,2:３歳,520.0
2022/02/13,1東京6,曇,2,3歳未勝利,,ダ2100,16,重,2:11.9,30.6-38.1,スペイスフォース,戸崎圭太,[東]田中博康,ブラックピアノ,ミエノアッパレ,2:３歳,520.0
2022/02/13,1東京6,曇,3,3歳未勝利,,ダ1600,15,重,1:37.8,35.0-37.5,アプサラー,石川裕紀,[東]田島俊明,ウインターセット,キョウエイパーリオ,2:３歳,520.0
2022/02/13,1東京6,雨,4,3歳新馬,,ダ1600,16,重,1:38.9,36.8-36.1,ショウナンダール,丸山元気,[東]国枝栄,ケラウノス,ミッキーキング,2:３歳,600.0
2022/02/13,1東京6,雨,5,3歳未勝利,,芝1800,16,良,1:47.3,36.5-34.9,ローシャムパーク,ルメール,[東]田中博康,ロジマンボ,イルモンド,2:３歳,520.0
2022/02/13,1東京6,雨,6,4歳以上1勝クラス,,芝2400,10,良,2:28.2,37.2-35.4,ポレンティア,ルメール,[東]田中博康,ゲンパチリベロ,ネイチャーシップ,4:４歳以上,770.0
2022/02/13,1東京6,雨,7,3歳1勝クラス,,ダ1600,16,不,1:36.3,35.0-37.0,フルオール,横山武史,[東]斎藤誠,サクセスローレル,コースタルテラス,2:３歳,750.0
2022/02/13,1東京6,雨,8,4歳以上2勝クラス,,芝1600,16,稍,1:34.7,35.0-34.7,アヴェラーレ,ルメール,[東]木村哲也,イズンシーラブリー,ユキノファラオ,4:４歳以上,1110.0
2022/02/13,1東京6,雨,9,初音S(3勝クラス),,芝1800,15,稍,1:48.7,37.3-34.9,メイサウザンアワー,横山武史,[東]尾関知人,ククナ,ライティア,4:４歳以上,1840.0
2022/02/13,1東京6,雨,10,バレンタインS(OP),,ダ1400,16,不,1:22.2,34.6-35.7,メイショウウズマサ,岩田康誠,[西]安田隆行,ケイアイターコイズ,サンライズラポール,4:４歳以上,2200.0
2022/02/13,1東京6,雨,11,共同通信杯(G3),,芝1800,11,稍,1:47.9,36.1-34.3,ダノンベルーガ,松山弘平,[東]堀宣行,ジオグリフ,ビーアストニッシド,2:３歳,4000.0
2022/02/13,1東京6,雨,12,4歳以上2勝クラス,,ダ1400,16,不,1:23.6,34.4-37.1,マイヨアポア,小林脩斗,[東]和田正一,アラゴナイト,ロゼキルシュ,4:４歳以上,1110.0
2022/02/13,1阪神2,曇,1,3歳未勝利,,ダ1200,13,良,1:13.8,35.5-38.3,コパノフランシス,岩田望来,[西]渡辺薫彦,ハリーオンダウン,ニホンピロクリーク,2:３歳,520.0
2022/02/13,1阪神2,曇,2,3歳未勝利,,ダ1800,12,良,1:57.2,38.9-38.5,ブリヨンカズマ,岩田望来,[西]高柳大輔,キングクー,アトランティス,2:３歳,520.0
2022/02/13,1阪神2,小雨,3,3歳未勝利,,ダ1400,14,良,1:26.0,34.6-38.8,メイショウキッド,横山典弘,[西]本田優,リッキーヤスオカ,クリノミニスター,2:３歳,520.0
2022/02/13,1阪神2,小雨,4,3歳新馬,,ダ1800,16,良,1:57.0,40.1-37.9,エルデスペラード,幸英明,[西]橋口慎介,テイエムサンボーイ,チェリーオントップ,2:３歳,600.0
2022/02/13,1阪神2,小雨,5,3歳未勝利,,芝1600,13,良,1:35.4,36.9-33.2,ディオ,岩田望来,[西]辻野泰之,メイショウソラフネ,バルタザール,2:３歳,520.0
2022/02/13,1阪神2,小雨,6,3歳未勝利,,芝2000,10,良,2:00.9,37.6-34.5,ショウナンアデイブ,池添謙一,[西]高野友和,ヘクトパスカル,ヴァレプロフォンダ,2:３歳,520.0
2022/02/13,1阪神2,小雨,7,4歳以上1勝クラス,,ダ1800,9,良,1:55.6,39.7-37.3,カサデガ,岩田望来,[西]寺島良,ニホンピロクリフ,フォルツァンド,4:４歳以上,770.0
2022/02/13,1阪神2,雨,8,こぶし賞(1勝クラス),,芝1600,6,稍,1:36.9,38.0-33.6,スタニングローズ,坂井瑠星,[西]高野友和,セイウンハーデス,スカイフォール,2:３歳,1030.0
