開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/06/05,4中京2,晴,5,2歳新馬,,芝1400,9,良,1:22.3,35.5-35.3,ジョウショーホープ,藤岡康太,[西]新谷功一,メイクザビート,マニバドラ,1:２歳,700.0
2022/06/05,4中京2,晴,6,3歳未勝利,,芝1600,16,良,1:34.1,35.0-35.7,レディズビーク,今村聖奈,[西]池江泰寿,アオイゴールドワン,キングロコマイカイ,2:３歳,520.0
2022/06/05,4中京2,晴,7,3歳以上1勝クラス,,ダ1800,12,良,1:52.7,37.7-37.4,ヘラルドバローズ,松山弘平,[西]寺島良,メイショウカゲカツ,エクセスリターン,3:３歳以上,770.0
2022/06/05,4中京2,曇,8,3歳以上1勝クラス,,ダ1400,15,良,1:23.9,35.0-36.8,モズリッキー,松山弘平,[西]上村洋行,ヒロノシュン,フォーチュンテラー,3:３歳以上,770.0
2022/06/05,4中京2,曇,9,一宮特別(2勝クラス),,芝2200,8,良,2:11.6,35.7-35.5,ボルドグフーシュ,松山弘平,[西]宮本博,タガノカイ,ダディーズトリップ,3:３歳以上,1510.0
2022/06/05,4中京2,曇,10,高山S(3勝クラス),,芝2000,15,良,1:59.7,36.2-35.3,イクスプロージョン,和田竜二,[西]杉山晴紀,ストリクトコード,ホウオウエクレール,3:３歳以上,1840.0
2022/06/05,4中京2,曇,11,松風月S(OP),,ダ1200,16,良,1:10.2,34.1-36.1,オーロラテソーロ,鮫島克駿,[東]畠山吉宏,ノンライセンス,チェーンオブラブ,3:３歳以上,2200.0
2022/06/05,4中京2,曇,12,3歳以上1勝クラス,,芝1600,10,良,1:34.8,37.1-33.5,ヤマニンサルバム,鮫島克駿,[西]中村直也,マテンロウスカイ,メイショウイヌワシ,3:３歳以上,770.0
2022/06/04,3東京1,晴,1,障害3歳以上未勝利,,障3000,11,良,3:22.6,105.0-0.0,ブレッシングレイン,草野太郎,[東]木村哲也,マサハヤニース,ファルヴォーレ,3:３歳以上,790.0
2022/06/04,3東京1,晴,2,3歳未勝利,,ダ1400,15,稍,1:25.9,35.3-37.9,グットフォーチュン,横山武史,[東]鈴木伸尋,ルチア,トラストベル,2:３歳,520.0
2022/06/04,3東京1,晴,3,3歳未勝利,,ダ1600,16,稍,1:37.7,36.0-36.7,ブレイクフォース,田辺裕信,[東]中舘英二,ベッサスタージル,サヨノフィールド,2:３歳,520.0
2022/06/04,3東京1,晴,4,3歳未勝利,,芝1400,18,良,1:21.1,34.6-34.6,ミスボニータ,横山和生,[東]斎藤誠,フラッシュアーク,ヨール,2:３歳,520.0
2022/06/04,3東京1,晴,5,2歳新馬,,芝1600,13,良,1:35.3,36.1-33.7,ノッキングポイント,ルメール,[東]木村哲也,オールパルフェ,バロックダンス,1:２歳,700.0
2022/06/04,3東京1,晴,6,3歳未勝利,,ダ1300,16,良,1:19.0,30.6-36.1,オーロラアーク,武士沢友,[東]石栗龍彦,モントブレッチア,ハピネスガッサン,2:３歳,520.0
2022/06/04,3東京1,晴,7,3歳以上1勝クラス,,芝2000,9,良,2:02.0,38.7-33.8,サリエラ,戸崎圭太,[東]国枝栄,テイエムオードリー,エレガントチャーム,3:３歳以上,770.0
2022/06/04,3東京1,晴,8,3歳以上1勝クラス,,ダ1600,16,良,1:36.8,35.9-37.1,エルパソ,三浦皇成,[東]武井亮,サトミノマロン,トリグラフ,3:３歳以上,770.0
2022/06/04,3東京1,晴,9,稲城特別(1勝クラス),,芝2400,8,良,2:25.9,36.6-36.3,エンドロール,永野猛蔵,[東]青木孝文,メイショウウネビ,アケルナルスター,3:３歳以上,1070.0
2022/06/04,3東京1,晴,10,由比ヶ浜特別(2勝クラス),,芝1400,13,良,1:20.1,34.5-34.3,アネゴハダ,菅原明良,[西]佐々木晶,ルルローズ,ソウテン,3:３歳以上,1510.0
2022/06/04,3東京1,晴,11,アハルテケS(OP),,ダ1600,16,良,1:35.5,35.6-36.1,アドマイヤルプス,ルメール,[東]加藤征弘,ホールシバン,メイショウウズマサ,3:３歳以上,2200.0
2022/06/04,3東京1,晴,12,3歳以上2勝クラス,,ダ1400,16,良,1:24.2,34.3-37.9,プエルタデルソル,横山典弘,[西]高橋康之,ゲンパチマイティー,イサチルプリンス,3:３歳以上,1110.0
