開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/05/15,1新潟4,晴,5,障害4歳以上未勝利,,障2890,12,良,3:11.4,105.0-0.0,ハーツシンフォニー,石神深一,[東]辻哲英,リアム,ダイメイコスモス,4:４歳以上,790.0
2022/05/15,1新潟4,晴,6,3歳未勝利,,ダ1800,13,稍,1:54.7,37.3-38.9,ローズピリオド,丹内祐次,[東]中川公成,スエトニウス,リリーアロー,2:３歳,520.0
2022/05/15,1新潟4,晴,7,4歳以上1勝クラス,,ダ1200,15,稍,1:11.5,34.6-36.9,アイルビーザワン,松本大輝,[東]田島俊明,サウンドブライアン,ナサ,4:４歳以上,770.0
2022/05/15,1新潟4,晴,8,4歳以上1勝クラス,,芝1800,9,良,1:47.1,35.0-35.7,ジャンカズマ,松本大輝,[西]安田翔伍,エシカル,エニシノウタ,4:４歳以上,385.0
2022/05/15,1新潟4,晴,9,はやぶさ賞(1勝クラス),,芝1000,16,良,0:55.1,32.8-32.9,セリノーフォス,荻野極,[西]本田優,ネレイド,ヤマトコウセイ,2:３歳,1030.0
2022/05/15,1新潟4,晴,10,中ノ岳特別(2勝クラス),,ダ1800,15,稍,1:51.7,35.8-38.0,ショウナンマリオ,西村淳也,[東]加藤士津,ウォーロード,コスモセイリュウ,4:４歳以上,1510.0
2022/05/15,1新潟4,晴,11,弥彦S(3勝クラス),,芝1800,10,良,1:47.2,36.0-34.4,タイセイモンストル,高倉稜,[西]矢作芳人,シルヴェリオ,ワールドヘリテージ,4:４歳以上,1840.0
2022/05/15,1新潟4,晴,12,4歳以上1勝クラス,,芝1400,16,良,1:22.3,35.2-35.2,エコロデイジー,横山琉人,[西]牧浦充徳,シュライエン,ハッピーオーサム,4:４歳以上,770.0
2022/05/15,2東京8,曇,1,3歳未勝利,,ダ1400,13,重,1:24.7,36.0-36.4,ウォーカーテソーロ,戸崎圭太,[東]稲垣幸雄,ミレヴィーナス,チャオベッラ,2:３歳,520.0
2022/05/15,2東京8,曇,2,3歳未勝利,,ダ1600,14,重,1:38.0,35.3-37.1,ダノンアーリー,横山典弘,[西]安田隆行,コウソクブラック,ブレットフライ,2:３歳,520.0
2022/05/15,2東京8,曇,3,3歳未勝利,,芝2000,11,良,2:01.0,37.5-34.9,サイモンバロン,戸崎圭太,[東]勢司和浩,エコロデュエル,ソングフォーマーヤ,2:３歳,520.0
2022/05/15,2東京8,曇,4,3歳未勝利,,芝1400,18,良,1:21.9,34.5-34.9,コズミックフロスト,三浦皇成,[東]高柳瑞樹,コスモエクスプレス,ライトウェイ,2:３歳,520.0
2022/05/15,2東京8,曇,5,3歳1勝クラス,,芝1800,7,良,1:46.4,36.4-34.1,エピファニー,レーン,[東]宮田敬介,レッドランメルト,ナニハサテオキ,2:３歳,750.0
2022/05/15,2東京8,曇,6,4歳以上1勝クラス,,ダ2100,11,重,2:12.2,32.0-35.6,セブンデイズ,岩田望来,[東]田中博康,ビヨンドザシーン,エコロカナワン,4:４歳以上,770.0
2022/05/15,2東京8,曇,7,4歳以上1勝クラス,,ダ1600,11,重,1:38.3,37.4-35.6,ダイナストーン,武豊,[東]蛯名正義,ポルトヴェッキオ,エレボアブランシュ,4:４歳以上,770.0
2022/05/15,2東京8,曇,8,4歳以上2勝クラス,,芝1600,9,良,1:33.8,36.4-34.1,シャンブル,Ｍ．デム,[西]吉村圭司,オメガロマンス,ショーヒデキラ,4:４歳以上,1110.0
2022/05/15,2東京8,曇,9,テレ玉杯(2勝クラス),,芝1800,12,良,1:46.7,36.9-33.8,トウシンモンブラン,三浦皇成,[西]杉山晴紀,ノワールドゥジェ,シーニックウェイ,4:４歳以上,1510.0
2022/05/15,2東京8,曇,10,青竜S(OP),,ダ1600,13,稍,1:35.5,35.0-36.4,ハセドン,横山典弘,[西]安田翔伍,ホウオウルーレット,バトルクライ,2:３歳,1800.0
2022/05/15,2東京8,曇,11,ヴィクトリアマイル(G1),,芝1600,18,良,1:32.2,34.7-34.2,ソダシ,吉田隼人,[西]須貝尚介,ファインルージュ,レシステンシア,4:４歳以上,13000.0
2022/05/15,2東京8,曇,12,BSイレブン賞(3勝クラス),,ダ1400,16,稍,1:22.9,34.9-36.0,エイシンギアアップ,川田将雅,[西]中尾秀正,ローウェル,ファイアランス,4:４歳以上,1840.0
