開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/02/19,1阪神3,曇,5,3歳新馬,,ダ1800,16,良,1:56.3,38.4-38.4,メイショウオグマ,武豊,[西]安達昭夫,ローラスノビリス,サンライズアリオン,2:３歳,600.0
2022/02/19,1阪神3,小雨,6,3歳未勝利,,芝2400,15,良,2:28.2,36.7-34.4,アップデート,和田竜二,[西]杉山晴紀,スワヤンブナート,ストリートライフ,2:３歳,520.0
2022/02/19,1阪神3,小雨,7,3歳1勝クラス,,ダ1800,12,良,1:54.4,37.5-37.2,ハセドン,横山典弘,[西]安田翔伍,ヴァレーデラルナ,トウセツ,2:３歳,750.0
2022/02/19,1阪神3,小雨,8,4歳以上1勝クラス,,芝1600,12,良,1:34.8,36.8-34.1,ショウナンアレス,柴山雄一,[西]池添兼雄,バリコノユメ,ヴィルトゥオシタ,4:４歳以上,770.0
2022/02/19,1阪神3,小雨,9,つばき賞(1勝クラス),,芝1800,7,良,1:49.6,38.6-32.9,テンダンス,ルメール,[西]中竹和也,アルナシーム,ダノンブリザード,2:３歳,1030.0
2022/02/19,1阪神3,小雨,10,播磨S(3勝クラス),,ダ1400,16,良,1:23.8,34.5-37.1,アドマイヤルプス,川田将雅,[東]加藤征弘,ケイアイドリー,シゲルタイタン,4:４歳以上,1840.0
2022/02/19,1阪神3,小雨,11,京都牝馬S(G3),,芝1400,18,良,1:19.7,34.3-33.9,ロータスランド,岩田望来,[西]辻野泰之,スカイグルーヴ,タンタラス,4:４歳以上,3800.0
2022/02/19,1阪神3,小雨,12,4歳以上2勝クラス,,ダ1200,16,良,1:12.5,35.0-37.5,ミラーウォーカーズ,藤岡康太,[東]石栗龍彦,ショウゲッコウ,タマモヒメギミ,4:４歳以上,1110.0
2022/02/19,2小倉3,雨,1,3歳未勝利,,ダ1700,16,稍,1:49.0,30.5-39.1,サンレブンワース,浜中俊,[西]長谷川浩,ロルバーンスカイ,テーオークレール,2:３歳,520.0
2022/02/19,2小倉3,雨,2,3歳未勝利,,芝1200,18,稍,1:10.5,34.6-35.9,ニホンピロポート,吉田隼人,[西]安達昭夫,イラーレ,オウケンミッキー,2:３歳,520.0
2022/02/19,2小倉3,雨,3,3歳未勝利,,ダ1000,14,稍,0:59.7,34.7-36.4,イスラアネーロ,岩田康誠,[西]吉村圭司,ドリーム,ワンダークレイモア,2:３歳,520.0
2022/02/19,2小倉3,雨,4,障害4歳以上OP,,障2860,12,稍,3:12.4,108.1-0.0,マイサンシャイン,平沢健治,[西]五十嵐忠,ブラックワンダー,ショウナンサルヴォ,4:４歳以上,1350.0
2022/02/19,2小倉3,雨,5,障害4歳以上未勝利,,障2860,9,稍,3:16.6,113.0-0.0,バーンスター,黒岩悠,[西]谷潔,レオアルティメット,エイムアンドエンド,4:４歳以上,790.0
2022/02/19,2小倉3,雨,6,3歳未勝利,,芝2000,13,稍,2:04.2,36.7-37.8,ゼンノインヴォーク,富田暁,[西]四位洋文,ミアステラ,カズプレスト,2:３歳,520.0
2022/02/19,2小倉3,雨,7,4歳以上1勝クラス,,芝1800,16,稍,1:51.3,37.8-37.0,アインゲーブング,丹内祐次,[東]黒岩陽一,ラブアンバサダー,ヘネラルカレーラ,4:４歳以上,770.0
2022/02/19,2小倉3,雨,8,4歳以上1勝クラス,,ダ2400,11,稍,2:35.0,37.0-39.8,ワセダハーツ,西村淳也,[西]橋口慎介,ルージュジャドール,クロスザルビコン,4:４歳以上,770.0
2022/02/19,2小倉3,雨,9,脊振山特別(1勝クラス),,芝1800,12,重,1:51.8,38.7-36.2,ホウオウジョルノ,斎藤新,[西]安田翔伍,サジェス,デルマアシュラ,4:４歳以上,1070.0
2022/02/19,2小倉3,雨,10,皿倉山特別(2勝クラス),,芝2600,16,重,2:44.4,37.8-37.5,テンカハル,吉田隼人,[西]矢作芳人,ショウサンイチマツ,プルミエロール,4:４歳以上,1510.0
2022/02/19,2小倉3,雨,11,大濠特別(2勝クラス),,芝1200,18,重,1:10.0,34.0-36.0,ヴィズサクセス,岩田康誠,[東]奥村武,スズノヤマト,エピローグ,4:４歳以上,1510.0
2022/02/19,2小倉3,小雨,12,4歳以上1勝クラス,,ダ1700,16,稍,1:45.4,30.5-37.9,シゲルヒカルダイヤ,浜中俊,[西]橋田満,ハイラブハンター,ベンチャーアウト,4:４歳以上,770.0
