開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/07/24,1札幌2,曇,1,2歳未勝利,,芝1200,11,良,1:10.6,34.6-36.0,イティネラートル,横山和生,[西]長谷川浩,ニシノピウモッソ,オースピス,1:２歳,520.0
2022/07/24,1札幌2,曇,2,3歳未勝利,,ダ1700,14,良,1:47.5,30.2-39.7,マナウス,横山武史,[西]田中克典,ディスコ,セイウンマリンガー,2:３歳,520.0
2022/07/24,1札幌2,曇,3,3歳未勝利,,ダ1000,12,良,0:59.7,34.8-36.5,キリシマタウン,角田大和,[東]天間昭一,メルシー,ルルネージュ,2:３歳,520.0
2022/07/24,1札幌2,曇,4,3歳未勝利,,ダ1700,14,良,1:47.7,30.9-39.2,サルサディーバ,秋山稔樹,[西]森田直行,アカノストロング,カイザーレオン,2:３歳,520.0
2022/07/24,1札幌2,曇,5,2歳新馬,,芝1800,9,良,1:52.3,38.8-36.0,ドゥアイズ,吉田隼人,[西]庄野靖志,ウヴァロヴァイト,ジェモロジー,1:２歳,700.0
2022/07/24,1札幌2,曇,6,3歳未勝利,,芝2000,15,良,2:04.8,37.5-37.0,タフトテソーロ,鮫島克駿,[東]高木登,マイネルユヌスール,マイネルイージス,2:３歳,520.0
2022/07/24,1札幌2,曇,7,3歳以上1勝クラス,,ダ1700,12,良,1:46.8,30.1-39.9,アシタガアルサ,吉田隼人,[東]小笠倫弘,ジルバーン,パーティーベル,3:３歳以上,770.0
2022/07/24,1札幌2,曇,8,3歳以上1勝クラス,,芝1800,10,良,1:50.3,37.1-36.2,ヤマニンゼスト,鷲頭虎太,[西]千田輝彦,プリペアード,エクラノーブル,3:３歳以上,770.0
2022/07/24,1札幌2,曇,9,HTB賞(2勝クラス),,芝2000,15,良,2:02.4,36.6-36.6,マジカルステージ,吉田隼人,[西]須貝尚介,マイネルエニグマ,スズカノロッソ,3:３歳以上,1510.0
2022/07/24,1札幌2,曇,10,知床特別(2勝クラス),,芝1200,9,良,1:09.2,33.3-35.9,カルネアサーダ,鮫島克駿,[西]加用正,ラキエータ,セリノーフォス,3:３歳以上,1510.0
2022/07/24,1札幌2,曇,11,報知杯大雪H(3勝クラス),,ダ1700,10,良,1:45.3,30.2-38.1,ブラッティーキッド,水口優也,[西]中尾秀正,オレンジペコ,リキサントライ,3:３歳以上,1840.0
2022/07/24,1札幌2,晴,12,3歳以上1勝クラス,,芝1500,11,良,1:29.2,29.4-35.3,セッタレダスト,丹内祐次,[東]嘉藤貴行,モチベーション,ヒルノショパン,3:３歳以上,770.0
2022/07/24,2福島8,晴,1,障害3歳以上未勝利,,障2770,11,良,3:03.9,106.0-0.0,アルーフクライ,大江原圭,[東]宗像義忠,ジャディード,カツジ,3:３歳以上,790.0
2022/07/24,2福島8,晴,2,3歳未勝利,,ダ1700,15,稍,1:46.3,31.0-37.6,サイモンソーラン,吉田豊,[東]勢司和浩,マヨン,ナカガワフェイス,2:３歳,520.0
2022/07/24,2福島8,晴,3,2歳未勝利,,芝1800,12,良,1:51.7,37.0-37.0,マイネルビジョン,石川裕紀,[東]高木登,マイレーヌ,ビターグラッセ,1:２歳,520.0
2022/07/24,2福島8,晴,4,3歳未勝利,,ダ1150,16,稍,1:09.2,31.7-37.5,ハロースクロール,田辺裕信,[東]手塚貴久,ミッテルライン,レオミネルバ,2:３歳,520.0
2022/07/24,2福島8,晴,5,2歳新馬,,芝1800,12,良,1:56.4,39.0-36.6,ラパンラピッド,菅原明良,[東]武井亮,シンキングサベージ,ウェンス,1:２歳,700.0
2022/07/24,2福島8,晴,6,2歳新馬,,芝1200,14,良,1:11.0,34.5-36.5,アウクソー,戸崎圭太,[西]安田隆行,ショッキングブルー,ミコマザーパール,1:２歳,700.0
2022/07/24,2福島8,晴,7,3歳未勝利,,芝2000,16,良,2:03.9,35.7-37.6,シャドウマッドネス,原優介,[東]和田勇介,ノアチェリー,ディセンシー,2:３歳,520.0
2022/07/24,2福島8,曇,8,3歳以上1勝クラス,,ダ1700,15,稍,1:45.4,28.8-39.6,サラフィエル,菊沢一樹,[東]鈴木慎太,ヴィブラフォン,マイネルサハラ,3:３歳以上,770.0
