開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2022/08/21,2札幌4,晴,1,2歳未勝利,,芝1500,14,稍,1:31.6,29.3-37.9,ドンデンガエシ,横山武史,[東]尾関知人,タリエシン,モズスナイパー,1:２歳,520.0
2022/08/21,2札幌4,晴,2,3歳未勝利,,ダ1000,12,良,0:59.0,34.9-35.7,バオバブスピリット,岩田康誠,[東]斎藤誠,ミルニュイ,パレフォーコン,2:３歳,520.0
2022/08/21,2札幌4,晴,3,3歳未勝利,,ダ1700,13,良,1:46.7,30.2-38.6,マイネルキング,丹内祐次,[東]相沢郁,トーホウテンリュウ,ウォータージオード,2:３歳,520.0
2022/08/21,2札幌4,晴,4,3歳未勝利,,芝2600,14,稍,2:46.1,37.9-37.5,ヴィルトブリーゼ,柴山雄一,[東]古賀慎明,グロー,ルヴェルディ,2:３歳,520.0
2022/08/21,2札幌4,晴,5,2歳新馬,,芝2000,6,稍,2:06.3,37.7-38.1,インスタキング,武豊,[東]蛯名正義,ジュンツバメガエシ,アヴニールドブリエ,1:２歳,700.0
2022/08/21,2札幌4,晴,6,3歳以上1勝クラス,,ダ2400,12,良,2:34.6,38.5-39.8,セブンスレター,黛弘人,[東]武井亮,イーサンバーニング,クロスザルビコン,3:３歳以上,770.0
2022/08/21,2札幌4,晴,7,3歳以上1勝クラス,,ダ1700,13,良,1:45.7,29.7-38.2,スマートセプター,吉田隼人,[西]須貝尚介,フォーワンセルフ,パーティーベル,3:３歳以上,770.0
2022/08/21,2札幌4,晴,8,3歳以上1勝クラス,,芝2000,14,良,2:02.2,36.1-37.2,ヒヅルジョウ,菱田裕二,[西]岡田稲男,マイシンフォニー,ゴルトシュミーデ,3:３歳以上,770.0
2022/08/21,2札幌4,晴,9,クローバー賞(OP),,芝1500,11,良,1:31.6,30.2-36.5,ジョリダム,丹内祐次,[地]田中淳司,イコサン,ジョウショーホープ,1:２歳,1600.0
2022/08/21,2札幌4,晴,10,大通公園特別(2勝クラス),,ダ1700,14,良,1:45.0,29.7-37.4,モズマゾク,武豊,[西]南井克巳,ジョイス,アンダープロット,3:３歳以上,1510.0
2022/08/21,2札幌4,晴,11,札幌記念(G2),,芝2000,16,良,2:01.2,35.5-37.7,ジャックドール,藤岡佑介,[西]藤岡健一,パンサラッサ,ウインマリリン,3:３歳以上,7000.0
2022/08/21,2札幌4,晴,12,手稲山特別(2勝クラス),,芝1200,16,良,1:10.2,33.8-36.4,モンファボリ,武豊,[西]須貝尚介,スリーパーダ,メイショウエニシア,3:３歳以上,1510.0
2022/08/21,3新潟4,晴,1,2歳未勝利,,芝1600,10,稍,1:36.4,36.8-34.1,キタウイング,杉原誠人,[東]小島茂之,バロックダンス,マーレアペルト,1:２歳,520.0
2022/08/21,3新潟4,晴,2,2歳未勝利,,芝1800,9,稍,1:50.9,36.9-33.6,ウインオーディン,三浦皇成,[東]鹿戸雄一,シーズオブホープ,エンジェリックアイ,1:２歳,520.0
2022/08/21,3新潟4,晴,3,3歳未勝利,,芝1400,18,稍,1:21.9,34.8-35.6,ライブインステラ,石橋脩,[東]小野次郎,ローズタルト,ランプロティタ,2:３歳,520.0
2022/08/21,3新潟4,晴,4,3歳未勝利,,ダ1800,15,重,1:52.6,36.9-37.3,キャリックアリード,福永祐一,[東]高橋文雅,アコークロー,ミニョンルミエール,2:３歳,520.0
2022/08/21,3新潟4,晴,5,2歳新馬,,芝1800,13,稍,1:50.2,38.3-33.0,ロードプレイヤー,田辺裕信,[東]尾形和幸,ブレイディヴェーグ,プロトカルチャー,1:２歳,700.0
2022/08/21,3新潟4,晴,6,3歳未勝利,,芝2000,18,稍,2:00.9,35.2-35.6,フォーグッド,戸崎圭太,[東]国枝栄,キーワード,ヴァンシャンテ,2:３歳,520.0
2022/08/21,3新潟4,晴,7,3歳未勝利,,ダ1200,15,稍,1:11.8,34.9-36.9,ラッキーガブリエル,菅原明良,[東]高木登,ドリームアジェンダ,ペイシャワキア,2:３歳,520.0
2022/08/21,3新潟4,晴,8,3歳以上1勝クラス,,芝2400,12,良,2:25.4,35.2-36.2,レットミーアウト,原優介,[東]水野貴広,エクスインパクト,リニュー,3:３歳以上,770.0
