開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2006/06/11,2中京8,曇,12,4歳以上1000万下,,ダ1700,16,稍,1:44.8,29.0-37.2,マヤノポペット,秋山真一,[西]安達昭夫,サテライトキャノン,ゲイリーリボルバー,4:４歳以上,1050.0
2006/06/10,3東京7,晴,1,3歳未勝利,,ダ2100,16,重,2:13.9,30.4-37.6,アロンダイト,後藤浩輝,[西]石坂正,ハイエンドクォーツ,ミラクルトライ,2:３歳,500.0
2006/06/10,3東京7,晴,2,3歳未勝利,,ダ1600,16,重,1:38.5,36.4-36.9,テンジンダイカグラ,塚田祥雄,[東]矢野照正,ランナーズハイ,パワーコレクター,2:３歳,500.0
2006/06/10,3東京7,晴,3,3歳未勝利,,芝1400,18,稍,1:23.3,35.5-35.7,マイネルパラシオ,内田博幸,[東]清水美波,キングオブパンサー,サクラレスター,2:３歳,500.0
2006/06/10,3東京7,晴,4,3歳未勝利,,芝2000,18,稍,2:01.9,35.8-36.5,ダイワグラム,後藤浩輝,[東]松山康久,スウィートネス,コスモベリュームト,2:３歳,500.0
2006/06/10,3東京7,曇,5,3歳500万下,,芝1600,18,良,1:35.9,35.2-36.1,ユーロペ,藤田伸二,[東]高松邦男,ストールンブライド,プリマシア,2:３歳,700.0
2006/06/10,3東京7,曇,6,3歳500万下,,芝2500,10,良,2:34.2,29.9-34.8,ミレニアムウイング,横山典弘,[東]藤沢和雄,ダークメッセージ,アドバンテージ,2:３歳,700.0
2006/06/10,3東京7,曇,7,4歳以上500万下,,芝1800,18,良,1:48.7,36.6-35.4,オンリーワンクロス,安藤勝己,[東]戸田博文,ニシノイチバンボシ,マイネコンテッサ,4:４歳以上,740.0
2006/06/10,3東京7,曇,8,4歳以上1000万下,,ダ1300,16,稍,1:17.4,29.3-36.4,ナムラモンスター,安藤勝己,[東]田村康仁,ドリームソニック,リワードパットン,4:４歳以上,1050.0
2006/06/10,3東京7,曇,9,東京ハイジャンプ(J.G2),,障3300,14,良,3:40.5,106.0-0.0,スプリングゲント,白浜雄造,[西]野村彰彦,テレジェニック,マイネルオーパー,3:３歳以上,5000.0
2006/06/10,3東京7,曇,10,湘南S(1600万下),,芝1600,16,良,1:34.3,35.6-35.2,ガブリン,ボス,[西]森秀行,ニホンピロキース,マヤノグレイシー,4:４歳以上,1830.0
2006/06/10,3東京7,曇,11,ブリリアントS(OP),,ダ2100,10,稍,2:09.7,30.4-38.6,サイレントディール,内田博幸,[西]池江泰郎,アルファフォーレス,ハードクリスタル,3:３歳以上,2400.0
2006/06/10,3東京7,曇,12,江の島特別(1000万下),,芝1800,11,良,1:48.5,36.5-35.0,レイズユアドリーム,北村宏司,[東]藤沢和雄,ジップ,ヒカルドウキセイ,4:４歳以上,1480.0
2006/06/10,2中京7,晴,1,3歳未勝利,,ダ1700,16,重,1:47.7,29.8-38.2,ケイアイシャープ,武豊,[西]加用正,キャッチアシーフ,メイショウアマン,2:３歳,500.0
2006/06/10,2中京7,晴,2,3歳未勝利,,ダ1000,15,重,0:59.6,34.7-36.6,デライトホーラー,飯田祐史,[西]飯田明弘,ディーププラウド,ラスカルデューク,2:３歳,500.0
2006/06/10,2中京7,晴,3,3歳未勝利,,芝2000,16,稍,2:02.2,35.2-36.5,ローランアントレ,鮫島良太,[西]友道康夫,エレガンスボーイ,ヒカリクロメート,2:３歳,500.0
2006/06/10,2中京7,晴,4,3歳未勝利,,芝1200,18,稍,1:10.0,33.9-36.1,ダブルアップ,中舘英二,[西]坂口正則,キリシマハンター,アソビゴコロ,2:３歳,500.0
2006/06/10,2中京7,晴,5,3歳未勝利,,芝1800,16,稍,1:49.8,36.1-36.1,イブキドミナーレ,小牧太,[西]橋口弘次,ハリーダンカン,エイシンイダテン,2:３歳,500.0
2006/06/10,2中京7,晴,6,3歳未勝利,,ダ1700,16,稍,1:47.7,29.6-38.7,リバプールサウンド,幸英明,[西]谷潔,シルクシャープネス,メインバンク,2:３歳,500.0
2006/06/10,2中京7,曇,7,3歳500万下,,芝1200,18,良,1:09.7,33.7-36.0,マヤノガニーシュ,秋山真一,[西]安達昭夫,アナナス,ボムシェル,2:３歳,700.0
