開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1975/10/18,5東京5,雨,8,4歳以上300万下,,ダ1700,10,不,1:46.6,,クリヤシオ,的場均,大久保房松,イーデンムサシ,プライトマン
1975/10/18,5東京5,雨,9,紅葉ハンデキャップ(900万下),,芝2000,8,不,2:06.9,,ホッカイダイヤ,柴田政人,田中朋次郎,イドールターフ,トウショウプリンス
1975/10/18,5東京5,雨,10,六社特別(600万下),,芝1800,8,不,1:53.0,,オレゴンシチー,田村正光,梶与四松,ハツノマサル,ギフジョウ
1975/10/18,5東京5,雨,11,4歳以上500万下,,ダ1600,11,不,1:39.1,,ムツミライデン,蛯名信広,稗田善彦,クラユタカ,サンコウセン
1975/10/18,4京都5,雨,1,3歳未勝利,,ダ1200,10,不,1:17.6,,エイコウタイガー,境直行,清田十一,デンコウダービー,フェニックスアロー
1975/10/18,4京都5,雨,2,3歳未勝利,,ダ1200,17,不,1:16.0,,コカジオー,佐野清広,上田三千夫,バンブーライン,カミダイヤ
1975/10/18,4京都5,雨,3,4歳以上300万下,,ダ1400,13,不,1:26.7,,ゴーヘッド,福島信晴,福島角一,ヨドヒーロー,ライリュウ
1975/10/18,4京都5,雨,4,4歳以上300万下,,ダ1800,15,不,1:56.4,,ロイヤルローランド,村本善之,坂田正行,キングライナー,ダイイチキョウダイ
1975/10/18,4京都5,雨,5,3歳以上未勝利,,障2890,7,不,3:21.7,,ミスファラリス,鶴留明雄,増本勇,ニチドウタントル,キョウワフキヨ
1975/10/18,4京都5,雨,6,4歳以上300万下,,ダ1400,12,不,1:27.0,,キヨハッピー,梅内忍,梅内慶蔵,マツノシュンプウ,ホースパパ
1975/10/18,4京都5,雨,7,3歳新馬,,芝1200,16,不,1:15.0,,ニッセキカルダン,清水出美,星川泉士,リュウサムシング,シンタカオー
1975/10/18,4京都5,雨,8,なでしこ賞(300万下),,芝1400,20,不,1:27.4,,センターグッド,五十嵐忠男,田所稔,リュウフローリスト,ミヤリサンヒーロー
1975/10/18,4京都5,雨,9,4歳以上300万下,,ダ1800,14,不,1:55.6,,グッドスター,寺田雅之,小野留嘉,タツミバシ,ファイアアロー
1975/10/18,4京都5,雨,10,深草特別(800万下),,芝1600,8,不,1:38.9,,キシュウジョオー,清水英次,坂田正行,サチモシロー,カズラーク
1975/10/18,4京都5,雨,11,鴨川特別(500万下),,芝2000,20,不,2:08.8,,ニホンピロリーダー,田島信行,服部正利,マルブツサンダー,ケイシュウブルース
1975/10/18,4京都5,雨,12,4歳以上600万下,,ダ1800,14,不,1:54.7,,スイートダルゴ,南井克巳,宇田明彦,カイキョウコマチ,モトフウキ
1975/10/12,2福島4,曇,1,3歳未勝利,,芝1000,9,良,1:01.5,,エドアヤメ,山田要一,小林勘治郎,タマダイラ,ダイリンオーザ
1975/10/12,2福島4,曇,2,3歳未勝利,,芝1000,7,良,1:00.1,,ミフサオーギ,伊藤正徳,高木良三,ゴールデンイサム,ウイーンフォンテン
1975/10/12,2福島4,曇,3,3歳新馬,,芝1000,11,良,59.6,,マークリアラシ,川畑義雄,矢野幸夫,ハーバークローバー,タカリンドウ
1975/10/12,2福島4,曇,4,4歳以上300万下,,芝1800,10,良,1:50.8,,アストロカリム,柴田弘之,見上恒芳,シーベスト,マサコサン
