開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1995/08/06,3福島8,曇,5,3歳新馬,,ダ1000,8,良,1:01.6,36.3-37.4,ショウナンマリーン,吉田豊,[東]大久保洋,ハマノドルフィン,ジューンコメット
1995/08/06,3福島8,曇,6,3歳新馬,,芝1200,6,良,1:12.5,34.9-37.6,カシマドリーム,水野貴広,[東]飯塚好次,イーグルリバー,シャインローマン
1995/08/06,3福島8,曇,7,4歳未勝利,,芝2000,10,良,2:05.6,36.4-38.0,スリーリッチ,中舘英二,[西]橋本寿正,マイガバナー,ワンノブトウショウ
1995/08/06,3福島8,曇,8,4歳以上500万下,,ダ1000,12,良,0:59.6,34.9-36.2,エアウォーカー,沢昭典,[東]尾形充弘,アイネスサウンド,エプソムカイト
1995/08/06,3福島8,曇,9,須賀川特別(500万下),,芝1200,10,良,1:11.1,33.8-37.3,メリーシンフォニー,橋本広喜,[西]湯浅三郎,カクメイジ,フジミケアンズ
1995/08/06,3福島8,曇,10,福島放送賞(900万下),,芝1800,9,良,1:51.7,36.4-38.2,スピードアイリス,蛯名正義,[西]森秀行,コシノハナ,アイランドサリー
1995/08/06,3福島8,曇,11,関屋記念(G3),,芝1700,12,良,1:43.9,30.8-37.0,フェスティブキング,成田均,[東]久恒久夫,インタークレバー,ヤシマソブリン
1995/08/06,3福島8,曇,12,4歳以上500万下,,芝1800,9,良,1:52.3,36.1-39.3,ユーワロッキー,蛯名正義,[東]佐々木亜,コウジンエース,サンデーウェル
1995/08/06,2小倉8,晴,1,4歳未勝利,,芝2000,8,良,2:03.1,36.5-36.8,インターグローバル,塩村克己,[西]田中章博,タカラストライカー,マイネルジェネシス
1995/08/06,2小倉8,晴,2,4歳未勝利,,芝1000,8,良,0:58.3,34.4-35.4,キャンディパレス,野元昭嘉,[西]坪憲章,チアズカイウン,ニシヤマキャロット
1995/08/06,2小倉8,晴,3,4歳未勝利,,芝1000,9,良,0:58.1,34.4-34.9,キンギンホウセキ,宮徹,[西]上田三千,ヤマフソルジャー,フラワーフェア
1995/08/06,2小倉8,晴,4,4歳未勝利,,ダ1700,12,良,1:47.8,31.2-38.8,ファステスユー,野元昭嘉,[西]柴田光陽,マルブツエビスオー,エーピーノホシ
1995/08/06,2小倉8,晴,5,4歳未勝利,,芝1700,10,良,1:43.5,31.0-36.6,ティニー,芹沢純一,[西]坂口正則,メイショウトキメキ,キングソラリス
1995/08/06,2小倉8,晴,6,3歳新馬,,ダ1000,12,良,1:00.9,35.5-37.3,エブリアスユー,増井裕,[西]佐々木晶,カワキタバンスイ,ビックマイカル
1995/08/06,2小倉8,晴,7,3歳新馬,,芝1200,10,良,1:11.3,35.2-36.1,アブサルート,牧田和弥,[西]中村好夫,エイシンブイゾーン,マウンテンパワー
1995/08/06,2小倉8,晴,8,4歳以上500万下,,芝1800,11,良,1:49.1,35.2-36.4,ドレスデンマサル,野元昭嘉,[西]柴田政見,エーコーエクセル,タガジョーウイン
1995/08/06,2小倉8,晴,9,若戸特別(500万下),,芝2000,8,良,2:02.5,37.2-35.6,イブキサイレンス,芹沢純一,[西]領家政蔵,ドラゴンブリード,サクラエルセン
1995/08/06,2小倉8,晴,10,有明特別(900万下),,芝1200,15,良,1:09.1,33.4-35.7,ヒシアケボノ,角田晃一,[西]佐山優,コスモグローリ,チュンシンバンブー
1995/08/06,2小倉8,晴,11,阿蘇S(1500万下),,ダ1700,8,良,1:45.3,30.7-36.8,ビワセイハ,内山正博,[西]浜田光正,スズノパトリック,ユウトウセイ
1995/08/06,2小倉8,晴,12,4歳以上500万下,,芝1200,16,良,1:10.1,34.3-35.8,コランディアクイン,牧田和弥,[西]中村好夫,ニホンピロコスモス,トップサンキスト
