開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
1995/10/28,4東京7,晴,8,4歳以上900万下,,ダ1600,13,良,1:39.1,36.8-36.8,カズサルミナール,蛯名正義,[東]和田正道,ブルーカメリア,ドリームウイング,3:３歳以上,1010.0
1995/10/28,4東京7,晴,9,本栖湖特別(500万下),,芝1400,16,良,1:22.3,34.7-35.9,マイネルストレンジ,橋本広喜,[東]浅野洋一,アルペンコモ,テイエムオオジャ,3:３歳以上,1000.0
1995/10/28,4東京7,晴,10,白秋S(1500万下),,芝2000,9,良,2:01.7,38.3-34.7,シーザースネイチャ,柴田善臣,[東]清水利章,スプリングコート,オトメノイノリ,3:３歳以上,1740.0
1995/10/28,4東京7,晴,11,アイルランドT(OP),,芝1600,11,良,1:33.3,35.1-35.0,トロットサンダー,横山典弘,[東]相川勝敏,エアチャリオット,スーパープレイ,3:３歳以上,2300.0
1995/10/28,4東京7,晴,12,4歳以上900万下,,ダ1200,15,良,1:13.2,35.0-38.2,タイキクリスタル,柴田善臣,[東]宗像義忠,ヤクモワイルド,エアウォーカー,3:３歳以上,1010.0
1995/10/28,7京都7,晴,1,3歳未勝利,,ダ1200,11,良,1:13.4,35.4-38.0,クラシックアロー,飯田祐史,[西]飯田明弘,カルストンドリーム,センシュウランサー,1:２歳,500.0
1995/10/28,7京都7,晴,2,3歳新馬,,ダ1400,11,良,1:28.0,36.2-39.2,クレバーウーマン,小林徹弥,[西]目野哲也,カロリーナチェリー,イブキランブスター,1:２歳,590.0
1995/10/28,7京都7,晴,3,4歳以上500万下,,ダ1400,9,良,1:25.2,35.5-37.7,クイックイナオー,佐藤哲三,[西]清水出美,ハクサンスーパー,キンザンジュニア,3:３歳以上,740.0
1995/10/28,7京都7,晴,4,4歳以上500万下,,ダ1800,10,良,1:54.3,38.9-36.7,ヒカリアスティル,松本達也,[西]柳田次男,エスジーフラット,オースミダイオー,3:３歳以上,740.0
1995/10/28,7京都7,晴,5,障害4歳以上未勝利,,障2910,7,良,3:14.9,104.0-0.0,センターゼウス,熊沢重文,[西]谷潔,ダイイチジョイフル,センターグローバル,3:３歳以上,820.0
1995/10/28,7京都7,晴,6,4歳以上500万下,,ダ1400,10,良,1:24.7,35.7-36.8,ジェットグローリ,塩村克己,[西]新川恵,インターフランク,アサクサムサシ,3:３歳以上,740.0
1995/10/28,7京都7,曇,7,4歳以上500万下,,ダ1200,12,良,1:12.8,35.1-37.7,カミノビッド,金折知則,[西]内藤繁春,ナムラソレイユ,タヤステンバオー,3:３歳以上,740.0
1995/10/28,7京都7,曇,8,4歳以上900万下,,ダ1400,11,良,1:23.9,35.6-36.3,トップサンキスト,内田浩一,[西]北橋修二,センテンマリオン,サンエムビーナス,3:３歳以上,1010.0
1995/10/28,7京都7,曇,9,藤森特別(500万下),,芝1800,16,良,1:47.2,35.4-35.2,エイシンオリンピア,角田晃一,[西]湯浅三郎,エプソムビクトリー,グッドルックス,3:３歳以上,1000.0
1995/10/28,7京都7,曇,10,古都S(1500万下),,芝2000,9,良,2:00.7,36.3-35.1,プレイリークイーン,村本善之,[西]池江泰郎,セトハーバー,ジンシリウス,3:３歳以上,1740.0
1995/10/28,7京都7,曇,11,スワンS(G2),,芝1400,14,良,1:19.8,33.6-35.1,ヒシアケボノ,角田晃一,[西]佐山優,ノーブルグラス,ビッグショウリ,3:３歳以上,6000.0
1995/10/28,7京都7,曇,12,4歳以上900万下,,ダ1800,11,良,1:51.5,36.2-37.7,メイショウヨシイエ,村本善之,[西]高橋成忠,エムアイブラン,テルノヒスイ,3:３歳以上,1010.0
1995/10/22,2新潟8,晴,1,3歳新馬,,芝1600,8,良,1:38.1,36.0-38.1,タニノルミエール,蛯名正義,[西]森秀行,ダイコーパラダイス,エスパス,1:２歳,590.0
1995/10/22,2新潟8,晴,2,4歳未勝利,,ダ1700,12,良,1:49.6,31.1-40.0,パームボール,木幡初広,[東]矢野進,ニッポーシンオー,ヒカルイチバンボシ,2:３歳,500.0
1995/10/22,2新潟8,晴,3,4歳未勝利,,ダ1200,12,良,1:14.3,35.1-39.2,エーピーギン,蛯名正義,[東]諏訪富三,アレックスパワー,トゥーロングランチ,2:３歳,500.0
