開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1995/11/04,3新潟3,晴,11,三面川特別(900万下),,芝2200,13,良,2:16.0,35.6-37.5,ノイズレスウイナー,小野次郎,[東]本郷一彦,ゴールデンセビル,チェンジ
1995/11/04,3新潟3,晴,12,4歳未勝利,,芝1600,18,良,1:37.5,35.6-37.6,マサタイセー,佐藤哲三,[西]増本豊,ミスターサンクルー,イシノキャップ
1995/11/04,5東京1,晴,1,3歳未勝利,,ダ1400,10,良,1:29.5,35.8-41.2,パークスヒカリ,田中勝春,[東]田中清隆,トウキョウオンド,フジノリュウオー
1995/11/04,5東京1,晴,2,3歳未勝利,,芝1800,12,良,1:49.1,35.6-36.4,マイネルエンペラー,的場均,[東]上原博之,スルスミアピール,スパークトウショウ
1995/11/04,5東京1,晴,3,3歳未勝利,,芝1800,13,良,1:51.3,37.5-34.9,セントオアシス,田中勝春,[東]富田六郎,ハシノキタイ,モリトオカタ
1995/11/04,5東京1,晴,4,3歳新馬,,芝1600,16,良,1:35.4,35.0-36.0,ゴールデンカラーズ,武豊,[西]中村好夫,ストーミーサンディ,ダイワカーリアン
1995/11/04,5東京1,晴,5,3歳新馬,,芝1400,14,良,1:24.4,36.3-35.7,ラベンダーベール,ムンロ,[東]矢野照正,ワイルドバッハ,ダイワドーヴィル
1995/11/04,5東京1,晴,6,障害4歳以上400万下,,障3300,8,良,3:41.5,110.0-0.0,スズオアシス,田中剛,[東]富田六郎,マルスパーク,マルブツリード
1995/11/04,5東京1,晴,7,4歳以上500万下,,ダ1200,12,良,1:13.3,35.7-37.6,ベルセゾン,横山賀一,[東]二本柳俊,ヤギリパール,サンライトドリーム
1995/11/04,5東京1,晴,8,きんせんか賞(500万下),,芝1600,8,良,1:37.4,37.4-34.6,ソロシンガー,岡部幸雄,[西]山内研二,ホクトペンダント,ハヤテシラーズ
1995/11/04,5東京1,晴,9,4歳以上500万下,,芝1600,17,良,1:35.5,36.6-35.2,ビンゴガロン,的場均,[東]阿部新生,アイズオブユー,マンダラヴィエント
1995/11/04,5東京1,晴,10,立冬特別(900万下),,芝1800,9,良,1:49.1,36.9-35.5,アルスノヴァ,蛯名正義,[東]河野通文,マックスウィンザー,ゲイリーミナレット
1995/11/04,5東京1,晴,11,東京中日S杯根岸S(G3),,ダ1200,12,良,1:10.9,33.4-37.5,ヤングエブロス,橋本広喜,[西]柳田次男,イブキクラッシュ,スリーコース
1995/11/04,5東京1,晴,12,4歳以上900万下,,ダ1400,14,良,1:25.6,35.1-38.3,マッケンドラマ,西田雄一,[東]古賀史生,ゲイリーハヤテ,マリーベル
1995/11/04,8京都1,晴,1,3歳未勝利,,ダ1800,8,良,1:57.0,38.4-38.0,コウエイムテキ,土肥幸広,[西]吉永猛,グランドハヤブサ,キーノーザン
1995/11/04,8京都1,晴,2,3歳未勝利,,芝1200,13,良,1:10.9,35.2-35.7,ラインビーナス,石山繁,[西]崎山博樹,フサイチスズラン,マルブツマサル
1995/11/04,8京都1,晴,3,3歳未勝利,,芝1200,14,良,1:10.1,34.7-35.4,ダイタクカミカゼ,芹沢純一,[西]橋口弘次,ダンディウラノス,マキシムエンペラー
1995/11/04,8京都1,晴,4,3歳新馬,,ダ1400,9,良,1:28.1,35.7-39.8,ドラゴンジェイ,清山宏明,[西]小原伊佐,メイショウキヨモリ,キゼンチカラ
1995/11/04,8京都1,晴,5,障害4歳以上未勝利,,障2910,8,良,3:15.6,106.0-0.0,ハイシーズン,西谷誠,[西]鹿戸明,ウエストディーン,マンジュデンアエラ
1995/11/04,8京都1,晴,6,3歳新馬,,芝1200,15,良,1:10.3,34.4-35.9,マーチンシルビア,久保田英,[西]田所秀雄,ナリタマイスター,テンリカレン
