開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
1980/09/21,5阪神6,晴,3,4歳未勝利,,ダ1700,9,重,1:48.9,,ベリダンサー,内田国夫,田中四郎,プログレスフェミー,フジノリュウゲツ
1980/09/21,5阪神6,晴,4,4歳以上400万下,,ダ1700,9,重,1:47.4,,バンブトンルーラー,酒井浩,伊藤修司,タツノハード,ヒロノタイカン
1980/09/21,5阪神6,晴,5,4歳以上勝入400万円以下,,障3000,6,重,3:21.8,,ヤマトタイフウ,嘉堂信雄,中村武志,ドウカンシング,ウメノヒサオー
1980/09/21,5阪神6,晴,6,3歳新馬,,芝1200,8,良,1:12.9,,カワチエース,吉田勝也,吉田三郎,リュウアイズ,ミルフォードパーク
1980/09/21,5阪神6,晴,7,4歳以上400万下,,ダ1800,11,重,1:53.1,,キリンモン,目野哲也,梶与三男,ブゼンリッカ,ファイブライン
1980/09/21,5阪神6,晴,8,蓬彦峡特別(400万下),,ダ1800,11,重,1:52.2,,マルブツハヤオー,久保田敏彦,中村覚之助,ヤマニンボールド,スリーイエロー
1980/09/21,5阪神6,晴,9,4歳以上400万下,,ダ1700,10,重,1:46.4,,ウメノブリッチ,田口光雄,田中四郎,ハシノーブル,マツノターフ
1980/09/21,5阪神6,晴,10,仲秋特別(800万下),,芝1600,13,良,1:35.2,,タマパレード,田之上幸男,田之上勲,サンライトボーイ,オーゴンヒカリ
1980/09/21,5阪神6,晴,11,朝日チャレンジC(OP),,芝2000,12,良,2:01.6,,アグネスレディー,河内洋,長浜彦三郎,ファインドラゴン,シルクスキー
1980/09/21,5阪神6,晴,12,4歳以上800万下,,ダ1800,12,稍,1:51.0,,アイオイノホーク,昆貢,庄野穂積,エリモコンゴー,マチカネイッキュウ
1980/09/20,4中山5,晴,1,3歳未勝利,,芝1200,12,良,1:11.5,,トネサツキ,坂井千明,内藤一雄,ミスプリンセス,セレブラール
1980/09/20,4中山5,曇,2,4歳未勝利,,ダ1700,10,良,1:46.5,,イナノラバージョン,千田能照,松永光雄,グリーンモンスター,コウチランマン
1980/09/20,4中山5,晴,3,3歳新馬,,芝1200,7,良,1:10.2,,ノーザンホーク,嶋田功,藤本冨良,サクラノボル,マルゴホウショウ
1980/09/20,4中山5,曇,4,4歳以上勝入400万円以下,,障3200,8,良,3:36.8,,ハクムサシ,臼井武,尾形盛次,カントームサシ,シャダイルック
1980/09/20,4中山5,晴,5,4歳未勝利,,ダ1800,8,良,1:55.6,,シロプレス,菅原泰夫,中村貢,バトルクラウゼ,ダンシングリュウ
1980/09/20,4中山5,曇,6,4歳未勝利,,ダ1700,10,良,1:48.9,,ハルノキラメキ,小林常泰,藤原敏文,バトルファイア,ジュリアンロード
1980/09/20,4中山5,曇,7,アラブ3歳S(OP),,ダ1200,9,良,1:15.0,,ゴールドフィーバー,岡部幸雄,松永勇,ドウカンマロット,タケデンホマレ
1980/09/20,4中山5,曇,8,4歳以上400万下,,芝1800,11,良,1:50.3,,ラッキーネイシャン,坂井千明,相川勝敏,ケイオータテヤマ,オートネタイガー
1980/09/20,4中山5,曇,9,犬吠埼特別(400万下),,芝2000,9,良,2:02.5,,ハセリュオー,岡部幸雄,佐藤勝美,センゴクモア,サクラマイシン
1980/09/20,4中山5,曇,10,上総特別(800万下),,芝1800,11,良,1:49.0,,テネシーアロー,嶋田功,田村勝男,バトルアゲン,オンワードタキ
