開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2007/04/01,2阪神4,曇,8,4歳以上500万下,,ダ1200,15,重,1:13.1,35.2-37.9,プルーヴドメリト,和田竜二,[西]西園正都,クレバージェフリー,ナゾヲトクカギ
2007/04/01,2阪神4,曇,9,明石特別(1000万下),,芝2000,11,良,2:02.7,37.4-35.8,ナイスハンド,幸英明,[西]福島勝,マルイチハミング,ペガサスファイト
2007/04/01,2阪神4,曇,10,マーガレットS(OP),,芝1400,11,良,1:22.3,34.7-35.9,ルミナスハーバー,小牧太,[西]橋口弘次,アドマイヤヘッド,エーシンビーエル
2007/04/01,2阪神4,曇,11,産経大阪杯(G2),,芝2000,11,良,2:01.4,37.4-35.1,メイショウサムソン,石橋守,[西]高橋成忠,シャドウゲイト,メイショウオウテ
2007/04/01,2阪神4,曇,12,4歳以上1000万下,,ダ1400,16,重,1:25.5,35.0-38.5,ブレイバー,幸英明,[東]和田正道,ワールドドン,ルックミーナウ
2007/03/31,1福島1,晴,1,3歳未勝利,,ダ1000,12,稍,0:59.5,34.6-36.2,オオヒメ,二本柳壮,[東]柄崎孝,ラブプリモニション,レオスマイル
2007/03/31,1福島1,曇,2,3歳未勝利,,ダ1000,12,稍,1:00.4,35.0-37.0,メイキンマジック,小野次郎,[東]石毛善彦,コパノアサデス,ウィンドライアン
2007/03/31,1福島1,曇,3,3歳未勝利,,芝1800,16,良,1:49.0,35.0-36.3,シルクオルフェウス,中舘英二,[東]矢野照正,トーセンペガサス,コスモアンファング
2007/03/31,1福島1,曇,4,3歳未勝利,,ダ1700,15,稍,1:48.4,29.5-39.8,ピサノダヴィンチ,塚田祥雄,[東]藤沢和雄,マイネルハヤト,シゲルアサンテサナ
2007/03/31,1福島1,曇,5,3歳未勝利,,芝1200,16,良,1:10.4,34.5-35.9,ケイコティアラ,石橋脩,[東]柴田政人,フェアリースポット,ロングミーナ
2007/03/31,1福島1,曇,6,3歳未勝利,,芝2000,16,良,2:01.7,34.1-36.9,クィーンスプマンテ,田中博康,[東]小島茂之,スタリオンシチー,ストロングラリー
2007/03/31,1福島1,曇,7,4歳以上500万下,,ダ1700,15,稍,1:47.9,29.1-38.7,フレンチビキニ,木幡初広,[東]宗像義忠,ニシノジャンヌ,ケリーズナカヤマ
2007/03/31,1福島1,曇,8,4歳以上500万下,,芝2600,16,良,2:41.2,35.6-36.3,マイネルネオス,津村明秀,[東]稲葉隆一,ニホンピロビャクヤ,ヨドノテイオー
2007/03/31,1福島1,曇,9,4歳以上500万下,,ダ1150,15,稍,1:09.6,32.2-37.4,ジャイロスコープ,田中健,[西]木原一良,ランバイルビー,セレナダンス
2007/03/31,1福島1,曇,10,飯盛山特別(500万下),,芝1800,16,良,1:48.4,35.0-36.4,トウショウアスロン,中村将之,[西]鶴留明雄,ダノンスイショウ,エルロドリゴ
2007/03/31,1福島1,曇,11,飯坂温泉特別(1000万下),,ダ1700,15,稍,1:46.3,29.8-37.1,チェリスト,大野拓弥,[東]鈴木勝美,ハイエンドクォーツ,エドノドリーム
2007/03/31,1福島1,小雨,12,喜多方特別(500万下),,芝1200,16,良,1:10.1,34.4-35.7,オースチンローズ,高山太郎,[東]佐藤全弘,コスモラナップ,マイネルグロッソ
2007/03/31,3中山3,曇,1,3歳未勝利,,ダ1800,12,稍,1:57.2,36.8-39.7,レオティアラ,勝浦正樹,[東]杉浦宏昭,ラウンドダンス,トゥルーアイズ
2007/03/31,3中山3,曇,2,3歳未勝利,,ダ1200,10,稍,1:13.1,35.6-37.5,ダイワウイザード,後藤浩輝,[東]池上昌弘,クリーンクルー,フロストワーク
2007/03/31,3中山3,曇,3,3歳未勝利,,ダ1800,13,稍,1:57.0,37.7-38.7,ゲンパチタキオン,蛯名正義,[東]中川公成,ヒシロシオ,スターシップ
