開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2019/06/22,3阪神7,晴,6,3歳未勝利,,芝1800,18,良,1:47.5,35.0-36.6,ダイアナブライト,川田将雅,[西]石坂正,ハギノベルエキプ,フェータルイヴ
2019/06/22,3阪神7,晴,7,3歳以上1勝クラス,,ダ1400,16,良,1:24.3,33.9-38.2,シティーポップ,川田将雅,[西]角居勝彦,ドウドウキリシマ,マラードザレコード
2019/06/22,3阪神7,晴,8,3歳以上1勝クラス,,ダ1800,15,良,1:53.0,36.8-38.6,アオイテソーロ,浜中俊,[東]加藤士津,スマートフルーレ,タニノマイカ
2019/06/22,3阪神7,晴,9,鶴橋特別(1勝クラス),,芝1400,14,良,1:20.9,33.9-35.7,ゼセル,浜中俊,[西]鈴木孝志,タニノミッション,シトラスノート
2019/06/22,3阪神7,晴,10,京橋特別(2勝クラス),,芝2000,12,良,2:00.7,36.4-35.5,シフルマン,松山弘平,[西]中尾秀正,ハイヒール,バイオスパーク
2019/06/22,3阪神7,晴,11,垂水S(3勝クラス),,芝1800,18,良,1:45.1,33.8-36.1,アイスストーム,武豊,[西]吉村圭司,ワイプティアーズ,シャンティローザ
2019/06/22,3阪神7,晴,12,3歳以上1勝クラス,,ダ1200,15,良,1:12.4,35.1-37.3,ゴッドバンブルビー,秋山真一,[西]飯田祐史,ヴィルデローゼ,ハウリング
2019/06/16,1函館2,曇,1,3歳未勝利,,芝1200,15,稍,1:09.2,34.4-34.8,スギノヴォルケーノ,岩田康誠,[西]清水久詞,エンジェルカナ,ディノーラ
2019/06/16,1函館2,曇,2,3歳未勝利,,ダ1700,10,重,1:45.9,29.8-38.7,チアフルローズ,武藤雅,[東]水野貴広,ダイヤーズブルーム,ピンクキャンディー
2019/06/16,1函館2,曇,3,3歳未勝利,,ダ1000,10,重,0:59.9,35.0-36.9,ニシノゴウウン,岩田康誠,[東]小島茂之,ローマノキュウジツ,キラキラブシ
2019/06/16,1函館2,曇,4,3歳未勝利,,芝1800,12,稍,1:48.9,35.8-36.8,マイタイムオブデイ,団野大成,[西]松永幹夫,マレキアーレ,ゲットリズム
2019/06/16,1函館2,曇,5,2歳新馬,,芝1200,10,稍,1:10.9,35.7-35.2,オータムレッド,レーン,[東]手塚貴久,ビアンフェ,ヴァクストゥーム
2019/06/16,1函館2,曇,6,3歳未勝利,,ダ1700,13,重,1:46.3,29.7-37.9,エンダウメント,吉田隼人,[西]角田晃一,マテラサンオウ,メイショウオトワ
2019/06/16,1函館2,曇,7,3歳以上1勝クラス,,ダ1000,8,重,0:59.1,34.4-36.1,セレナライティア,菅原明良,[東]新開幸一,バナナボート,スマートモリガン
2019/06/16,1函館2,曇,8,3歳以上1勝クラス,,芝2000,9,稍,2:02.7,36.9-35.0,ヒシゲッコウ,レーン,[東]堀宣行,レーガノミクス,アドマイヤリーブラ
2019/06/16,1函館2,曇,9,3歳以上1勝クラス,,芝1200,12,稍,1:09.5,34.8-34.7,リーディングエッジ,レーン,[東]藤沢和雄,コスモペリドット,モハー
2019/06/16,1函館2,小雨,10,木古内特別(1勝クラス),,ダ1700,9,重,1:44.0,30.0-35.8,リワードアンヴァル,藤岡佑介,[東]藤原辰雄,レッドオールデン,テイエムソレイユ
2019/06/16,1函館2,小雨,11,函館スプリントS(G3),,芝1200,7,稍,1:08.4,34.4-34.0,カイザーメランジェ,江田照男,[東]中野栄治,アスターペガサス,タワーオブロンドン
2019/06/16,1函館2,曇,12,北斗特別(2勝クラス),,芝1800,9,稍,1:49.0,36.9-34.7,リリックドラマ,菱田裕二,[西]岡田稲男,トーセンスーリヤ,シスターフラッグ
2019/06/16,3東京6,晴,1,3歳未勝利,,ダ1400,14,不,1:25.4,34.7-38.5,レディグレイ,戸崎圭太,[東]宗像義忠,クィーンズウェイ,ルンルンバニラ
