開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬
2021/01/10,1中京3,晴,5,3歳未勝利,,芝1600,16,良,1:34.5,35.0-35.7,クァンタムレルム,藤岡佑介,[西]石橋守,マリーナ,セリシア
2021/01/10,1中京3,晴,6,3歳新馬,,ダ1400,16,良,1:28.2,36.7-37.9,レイクリエイター,藤井勘一,[西]浜田多実,メイショウナリヒラ,ハイモビリティ
2021/01/10,1中京3,晴,7,4歳以上1勝クラス,,ダ1900,14,良,2:01.3,31.5-37.2,ヴェラアズール,福永祐一,[西]渡辺薫彦,メイショウコジョウ,レッドレビン
2021/01/10,1中京3,晴,8,4歳以上2勝クラス,,ダ1800,11,良,1:54.3,38.8-37.5,バラーディスト,吉田隼人,[西]石坂正,メモリーコバルト,グラマラスライフ
2021/01/10,1中京3,晴,9,渥美特別(2勝クラス),,芝2000,16,良,1:59.7,35.6-35.2,ジョディー,ルメール,[東]戸田博文,ナリタザクラ,エンデュミオン
2021/01/10,1中京3,晴,10,新春S(3勝クラス),,芝1200,16,良,1:08.7,34.6-34.1,スギノヴォルケーノ,ルメール,[西]清水久詞,カレングロリアーレ,キアロスクーロ
2021/01/10,1中京3,晴,11,日刊スポシンザン記念(G3),,芝1600,15,良,1:33.3,34.7-35.2,ピクシーナイト,福永祐一,[西]音無秀孝,ルークズネスト,バスラットレオン
2021/01/10,1中京3,晴,12,4歳以上1勝クラス,,ダ1200,16,良,1:12.3,35.1-37.2,ジャスパーイーグル,森裕太朗,[西]森秀行,カイルアコナ,ショウブ
2021/01/09,1中山2,晴,1,3歳未勝利,,ダ1200,15,良,1:13.5,35.2-38.3,メインターゲット,田辺裕信,[東]杉浦宏昭,ガウナエルフリーデ,ラインオブフェイト
2021/01/09,1中山2,晴,2,3歳未勝利,,ダ1800,15,良,1:56.5,37.4-38.9,クリーンスレイト,横山武史,[東]久保田貴,トーセンチャールズ,ロイヤルダンス
2021/01/09,1中山2,晴,3,3歳新馬,,ダ1200,16,良,1:13.2,35.5-37.7,ゲンパチフォルツァ,武藤雅,[東]堀井雅広,リワードマレンゴ,ディベルティール
2021/01/09,1中山2,晴,4,4歳以上1勝クラス,,ダ1800,16,良,1:54.9,37.2-38.6,ニーズヘッグ,横山和生,[東]小野次郎,スペロデア,ジュールサイクル
2021/01/09,1中山2,晴,5,3歳新馬,,芝1600,16,良,1:35.6,35.8-35.8,レッジャードロ,藤田菜七,[東]戸田博文,ベルピエース,マイネルダンク
2021/01/09,1中山2,晴,6,3歳未勝利,,芝2000,16,良,2:02.7,37.6-35.3,エトワールマタン,内田博幸,[東]高柳瑞樹,マイネルパリオート,プレミアエンブレム
2021/01/09,1中山2,晴,7,4歳以上1勝クラス,,ダ1200,16,良,1:12.0,34.2-37.8,ライクアジュエリー,横山和生,[東]戸田博文,ミッキーチャイルド,アールランペイジ
2021/01/09,1中山2,晴,8,中山新春ジャンプS(OP),,障3200,14,良,3:32.9,106.1-0.0,スマートアペックス,中村将之,[西]浅見秀一,マサハヤドリーム,ケイティクレバー
2021/01/09,1中山2,晴,9,黒竹賞(1勝クラス),,ダ1800,13,良,1:54.3,36.4-39.2,ティアップリオン,内田博幸,[東]奥平雅士,ディールクルム,メイショウムラクモ
2021/01/09,1中山2,晴,10,初春S(3勝クラス),,ダ1200,16,良,1:11.4,34.7-36.7,アポロビビ,吉田豊,[東]中舘英二,コカボムクイーン,スピリットワンベル
2021/01/09,1中山2,晴,11,ニューイヤーS(L),,芝1600,16,良,1:33.2,35.2-34.8,ミッキーブリランテ,内田博幸,[西]矢作芳人,アルーシャ,ミラアイトーン
2021/01/09,1中山2,晴,12,4歳以上2勝クラス,,芝2200,12,良,2:15.2,37.0-35.0,エフェクトオン,田辺裕信,[東]久保田貴,クロスセル,ルヴェルソー
