開催日,開催,天気,R,レース名,映像,距離,頭数,馬場,タイム,ペース,勝ち馬,騎手,調教師,2着馬,3着馬,年齢制限,一着賞金
2020/03/29,1中京8,晴,5,4歳以上1勝クラス,,ダ1200,16,不,1:10.5,34.0-36.5,ボナヴィーゴ,北村友一,[西]吉岡辰弥,クリノクノイチ,セイドアモール,4:４歳以上,760.0
2020/03/29,1中京8,晴,6,4歳以上1勝クラス,,ダ1800,11,不,1:50.7,36.5-37.4,サルサレイア,丸山元気,[西]羽月友彦,ピクシーメイデン,ブライトパス,4:４歳以上,760.0
2020/03/29,1中京8,晴,7,4歳以上1勝クラス,,芝1200,18,重,1:09.4,34.1-35.3,カーサデルシエロ,福永祐一,[西]藤原英昭,アレス,プリヒストリー,4:４歳以上,760.0
2020/03/29,1中京8,晴,8,4歳以上1勝クラス,,芝1600,14,重,1:36.7,36.8-35.8,トロイメント,池添謙一,[西]西浦勝一,カンパーニャ,トウカイオルデン,4:４歳以上,760.0
2020/03/29,1中京8,晴,9,大寒桜賞(1勝クラス),,芝2200,10,重,2:17.5,36.8-35.9,メイショウボサツ,幸英明,[西]西浦勝一,ディアスティマ,マイネルインパクト,2:３歳,1010.0
2020/03/29,1中京8,晴,10,名古屋城S(3勝クラス),,ダ1800,16,不,1:48.9,35.6-36.2,オーヴェルニュ,松山弘平,[西]西村真幸,エムオーグリッタ,グレートタイム,4:４歳以上,1820.0
2020/03/29,1中京8,晴,11,高松宮記念(G1),,芝1200,18,重,1:08.7,34.2-34.5,モズスーパーフレア,松若風馬,[西]音無秀孝,グランアレグリア,ダイアトニック,4:４歳以上,13000.0
2020/03/29,1中京8,晴,12,鈴鹿特別(2勝クラス),,ダ1400,16,不,1:21.9,33.9-36.7,ニューモニュメント,三浦皇成,[西]小崎憲,グレートウォリアー,デルタバローズ,4:４歳以上,1500.0
2020/03/29,2阪神2,晴,1,3歳未勝利,,ダ1800,13,不,1:53.6,37.1-38.2,ハイパーステージ,浜中俊,[西]吉田直弘,シャーベットフィズ,キャルブルー,2:３歳,510.0
2020/03/29,2阪神2,晴,2,3歳未勝利,,ダ1200,16,不,1:12.8,34.8-38.0,シーハーハー,団野大成,[西]西園正都,グラナートロート,ハギノオーロ,2:３歳,510.0
2020/03/29,2阪神2,晴,3,3歳未勝利,,ダ1800,13,不,1:52.3,36.5-38.4,プロミストウォリア,西村淳也,[西]野中賢二,モンサンイルベント,カワキタジャズ,2:３歳,510.0
2020/03/29,2阪神2,晴,4,障害4歳以上未勝利,,障2970,12,重,3:22.0,105.0-0.0,エジステンツァ,上野翔,[東]田中博康,マイネルサージュ,クリノライジン,4:４歳以上,790.0
2020/03/29,2阪神2,晴,5,3歳未勝利,,ダ1400,16,不,1:24.6,35.2-37.3,イサチルサターン,吉田隼人,[西]坂口智康,タガノウィリアム,アドマイヤヴェラ,2:３歳,510.0
2020/03/29,2阪神2,晴,6,3歳未勝利,,芝1800,18,稍,1:48.7,36.0-35.9,ルヴァン,岩田望来,[西]清水久詞,ロードシャムロック,ムジカ,2:３歳,510.0
2020/03/29,2阪神2,晴,7,3歳1勝クラス,,芝1400,14,稍,1:22.2,34.5-35.9,メイショウチタン,泉谷楓真,[西]本田優,スワーヴドン,ミスビアンカ,2:３歳,730.0
2020/03/29,2阪神2,晴,8,4歳以上1勝クラス,,ダ1800,10,重,1:52.1,37.8-37.9,シールドヴォルト,泉谷楓真,[西]高橋亮,ハイクアウト,メイショウウズマサ,4:４歳以上,760.0
2020/03/29,2阪神2,晴,9,四国新聞杯(2勝クラス),,芝2000,9,稍,2:01.4,37.0-35.6,マルシュロレーヌ,坂井瑠星,[西]矢作芳人,ランブリングアレー,アルファライズ,4:４歳以上,1500.0
2020/03/29,2阪神2,晴,10,武庫川S(3勝クラス),,芝1600,9,稍,1:35.4,36.3-34.8,トーセンブレス,浜中俊,[東]加藤征弘,ヴィッテルスバッハ,アンドラステ,4:４歳以上,1820.0
2020/03/29,2阪神2,晴,11,六甲S(L),,芝1600,13,稍,1:34.1,34.9-35.4,ウーリリ,吉田隼人,[西]友道康夫,サトノアーサー,エントシャイデン,4:４歳以上,2500.0
2020/03/29,2阪神2,晴,12,4歳以上2勝クラス,,ダ1800,14,重,1:52.5,37.7-36.9,レッドシルヴァーナ,岩田望来,[西]松田国英,エングローサー,ツブラナヒトミ,4:４歳以上,1100.0
